Description	dn_aggregated_microarray_0.8	dn_aggregated_microarray_DE	dn_aggregated_microarray	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood
chloride transport	NA	NA	NA	0.011298076923076923	NA	0.01120584652862363	0.010731220364362366	0.010872675250357653	0.010872675250357653
cholesterol biosynthetic process	0.013605442176870748	NA	NA	NA	NA	NA	0.005989518342899925	NA	NA
cholesterol homeostasis	NA	NA	NA	NA	0.008228336333247621	0.008526187576126675	NA	NA	NA
cholesterol metabolic process	0.021768707482993196	NA	NA	0.013461538461538462	0.014656724093597326	0.014372716199756394	0.014225106064387321	0.013161659513590844	0.013161659513590844
cholesterol storage	0.00816326530612245	NA	NA	NA	NA	0.00292326431181486	NA	NA	NA
chondrocyte differentiation	NA	NA	NA	NA	0.010028284906145539	0.010475030450669914	NA	0.0117310443490701	0.0117310443490701
chondrocyte proliferation	NA	NA	NA	NA	NA	NA	0.0032443224357374596	NA	NA
chorion development	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
chromosome condensation	0.013605442176870748	NA	NA	NA	0.004885574697865775	NA	NA	NA	NA
chromosome separation	0.0163265306122449	NA	NA	NA	NA	NA	NA	NA	NA
chronic inflammatory response	NA	NA	NA	NA	NA	NA	0.0032443224357374596	NA	NA
circadian behavior	0.00816326530612245	NA	NA	0.005288461538461539	0.005914116739521728	0.0048721071863581	0.0049912652857499375	0.006008583690987125	0.006008583690987125
circadian regulation of gene expression	0.014965986394557823	NA	NA	0.006490384615384616	0.007199794291591669	0.007308160779537149	0.0079860244571999	0.007439198855507869	0.007439198855507869
circadian rhythm	0.034013605442176874	0.022517321016166283	NA	0.01875	0.021599382874775006	0.0194884287454324	0.021961567257299724	0.022317596566523604	0.022317596566523604
circadian sleep/wake cycle	NA	NA	NA	0.0028846153846153848	0.00282849061455387	NA	NA	0.0034334763948497852	0.0034334763948497852
circadian sleep/wake cycle process	NA	NA	NA	NA	0.0025713551041398816	NA	NA	0.002861230329041488	0.002861230329041488
circadian sleep/wake cycle, sleep	NA	NA	NA	NA	0.0025713551041398816	NA	NA	0.002575107296137339	0.002575107296137339
clathrin coat assembly	NA	NA	NA	NA	NA	0.00243605359317905	NA	NA	NA
cold-induced thermogenesis	0.02040816326530612	NA	NA	0.01514423076923077	0.013628182051941374	0.013885505481120585	0.01672073870726229	0.013447782546494993	0.013447782546494993
collagen biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.0068669527896995704	0.0068669527896995704
collagen catabolic process	NA	NA	NA	NA	NA	NA	0.004741702021462441	NA	NA
collagen fibril organization	NA	NA	NA	NA	NA	NA	0.006987771400049913	NA	NA
collagen metabolic process	0.014965986394557823	NA	NA	0.009615384615384616	NA	NA	NA	0.012589413447782546	0.012589413447782546
collagen-activated signaling pathway	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
collagen-activated tyrosine kinase receptor signaling pathway	0.005442176870748299	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
columnar/cuboidal epithelial cell development	0.012244897959183673	NA	NA	NA	0.00565698122910774	NA	NA	0.0054363376251788265	0.0054363376251788265
columnar/cuboidal epithelial cell differentiation	0.021768707482993196	NA	NA	NA	0.011571097968629467	0.011449451887941534	NA	0.013161659513590844	0.013161659513590844
columnar/cuboidal epithelial cell maturation	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
complement activation	NA	NA	NA	0.007451923076923077	0.007971200822833634	0.009013398294762484	0.006488644871474919	0.008011444921316165	0.008011444921316165
complement activation, alternative pathway	NA	NA	NA	0.0021634615384615386	NA	NA	NA	NA	NA
complement activation, classical pathway	NA	NA	NA	0.005048076923076923	0.0053998457186937516	0.00535931790499391	NA	0.005722460658082976	0.005722460658082976
complement activation, lectin pathway	NA	NA	NA	0.0019230769230769232	0.0017999485728979173	0.00194884287454324	NA	NA	NA
connective tissue replacement	NA	NA	NA	NA	0.0023142195937258937	NA	NA	NA	NA
connective tissue replacement involved in inflammatory response wound healing	NA	NA	NA	NA	NA	NA	NA	0.001430615164520744	0.001430615164520744
contact inhibition	NA	NA	NA	0.0014423076923076924	NA	NA	NA	NA	NA
contractile actin filament bundle assembly	0.02312925170068027	0.012702078521939953	NA	NA	0.011571097968629467	0.009500609013398295	0.011479910157224856	0.010586552217453506	0.010586552217453506
copulation	NA	NA	NA	NA	0.003342761635381846	NA	0.0029947591714499623	NA	NA
cortisol biosynthetic process	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
cranial nerve development	NA	NA	NA	0.006490384615384616	NA	0.007308160779537149	0.006239081607187422	NA	NA
cranial nerve morphogenesis	NA	NA	NA	NA	NA	0.004628501827040195	0.003743448964312453	NA	NA
cranial nerve structural organization	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
cranial skeletal system development	0.013605442176870748	NA	NA	0.007211538461538462	NA	NA	0.007486897928624906	0.007725321888412017	0.007725321888412017
cranial suture morphogenesis	0.004081632653061225	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
CRD-mediated mRNA stabilization	NA	NA	NA	NA	0.0023142195937258937	NA	0.001996506114299975	NA	NA
cyclic nucleotide biosynthetic process	NA	NA	NA	0.003125	NA	0.003166869671132765	NA	NA	NA
cyclic nucleotide catabolic process	NA	NA	NA	NA	0.0020570840833119054	NA	NA	0.002861230329041488	0.002861230329041488
cyclic nucleotide metabolic process	NA	NA	NA	0.005048076923076923	NA	0.00584652862362972	NA	NA	NA
cyclic purine nucleotide metabolic process	NA	NA	NA	0.004807692307692308	NA	0.005602923264311815	NA	0.004577968526466381	0.004577968526466381
cyclooxygenase pathway	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
cytokine production involved in immune response	NA	0.013856812933025405	NA	NA	NA	NA	0.011729473421512353	0.011158798283261802	0.011158798283261802
cytokinesis	0.02857142857142857	NA	NA	NA	NA	0.015834348355663823	NA	NA	NA
cytoplasmic sequestering of NF-kappaB	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
cytoplasmic sequestering of protein	0.00816326530612245	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
cytoplasmic sequestering of transcription factor	0.006802721088435374	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
cytoplasmic translation	NA	NA	NA	0.014903846153846155	0.015942401645667268	0.019244823386114496	0.014973795857249813	0.01602288984263233	0.01602288984263233
cytosol to endoplasmic reticulum transport	NA	NA	NA	NA	0.0012856775520699408	NA	NA	NA	NA
D-glucose import	NA	NA	NA	NA	0.006685523270763692	NA	NA	NA	NA
D-glucose transmembrane transport	NA	NA	NA	NA	0.00977114939573155	NA	NA	NA	NA
decidualization	0.006802721088435374	NA	NA	0.003125	NA	NA	NA	NA	NA
defense response to fungus	NA	NA	NA	NA	NA	NA	0.006239081607187422	NA	NA
defense response to Gram-negative bacterium	NA	NA	NA	NA	0.007714065312419645	0.008526187576126675	0.008485150985774894	NA	NA
defense response to Gram-positive bacterium	NA	NA	NA	0.009615384615384616	0.009256878374903575	0.01169305724725944	0.012478163214374845	NA	NA
defense response to protozoan	NA	NA	NA	NA	NA	0.003166869671132765	0.0032443224357374596	NA	NA
definitive hemopoiesis	NA	NA	NA	0.0026442307692307694	NA	NA	NA	NA	NA
dendrite morphogenesis	NA	NA	NA	0.012980769230769231	NA	NA	NA	0.012875536480686695	0.012875536480686695
dendritic cell chemotaxis	NA	NA	NA	NA	0.0030856261249678583	NA	0.0032443224357374596	0.0034334763948497852	0.0034334763948497852
dendritic cell differentiation	NA	NA	NA	0.004807692307692308	NA	0.00535931790499391	NA	NA	NA
dendritic cell migration	NA	NA	NA	NA	0.0035998971457958345	NA	NA	0.004005722460658083	0.004005722460658083
dendritic spine development	0.0163265306122449	NA	NA	0.00985576923076923	NA	NA	NA	0.00944206008583691	0.00944206008583691
dendritic spine morphogenesis	NA	NA	NA	0.006009615384615385	NA	NA	NA	0.006294706723891273	0.006294706723891273
dendritic spine organization	0.014965986394557823	NA	NA	0.008653846153846154	NA	NA	NA	0.008011444921316165	0.008011444921316165
dense core granule exocytosis	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
deoxyribonucleoside monophosphate biosynthetic process	NA	NA	NA	0.0014423076923076924	NA	NA	NA	NA	NA
desensitization of G protein-coupled receptor signaling pathway	NA	NA	NA	NA	NA	0.00341047503045067	NA	NA	NA
detection of abiotic stimulus	NA	NA	NA	0.0125	0.013113911031113397	NA	0.01272772647866234	0.012875536480686695	0.012875536480686695
detection of biotic stimulus	NA	NA	NA	0.0045673076923076926	NA	NA	NA	NA	NA
detection of cell density	NA	NA	NA	0.0016826923076923078	NA	NA	NA	NA	NA
detection of external stimulus	NA	NA	NA	0.012259615384615384	0.01259964001028542	NA	0.012478163214374845	0.012875536480686695	0.012875536480686695
detection of light stimulus	NA	NA	NA	0.006009615384615385	0.005914116739521728	NA	0.006738208135762416	NA	NA
detection of mechanical stimulus involved in sensory perception of pain	NA	NA	NA	0.002403846153846154	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
detection of stimulus involved in sensory perception of pain	NA	NA	NA	0.003605769230769231	NA	NA	NA	0.004005722460658083	0.004005722460658083
detection of temperature stimulus involved in sensory perception	NA	NA	NA	NA	NA	NA	NA	0.0031473533619456365	0.0031473533619456365
detection of temperature stimulus involved in sensory perception of pain	NA	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
detection of visible light	NA	NA	NA	0.0038461538461538464	NA	NA	0.0032443224357374596	NA	NA
determination of adult lifespan	NA	NA	NA	NA	NA	NA	NA	0.004291845493562232	0.004291845493562232
detoxification	NA	NA	NA	0.014182692307692308	0.013113911031113397	0.01266747868453106	0.013226853007237334	0.013447782546494993	0.013447782546494993
detoxification of copper ion	NA	NA	NA	0.0021634615384615386	NA	NA	0.002246069378587472	NA	NA
detoxification of inorganic compound	NA	NA	NA	0.0026442307692307694	0.00282849061455387	NA	0.0027451959071624656	NA	NA
development of primary female sexual characteristics	0.014965986394557823	NA	NA	0.011057692307692308	0.010542555926973516	0.01071863580998782	0.011729473421512353	NA	NA
development of primary male sexual characteristics	NA	0.01789838337182448	NA	0.0125	0.014913859604011315	0.015347137637028014	0.0159720489143998	0.01630901287553648	0.01630901287553648
development of secondary sexual characteristics	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
developmental induction	NA	NA	NA	NA	NA	NA	0.003743448964312453	NA	NA
developmental pigmentation	NA	NA	NA	NA	0.005142710208279763	NA	NA	NA	NA
dicarboxylic acid metabolic process	NA	NA	NA	NA	NA	NA	NA	0.009155937052932762	0.009155937052932762
dicarboxylic acid transport	NA	NA	NA	0.010096153846153847	0.010285420416559526	NA	0.010481657100074869	0.009728183118741058	0.009728183118741058
dichotomous subdivision of an epithelial terminal unit	NA	NA	NA	NA	NA	0.001705237515225335	NA	NA	NA
diencephalon development	NA	0.011547344110854504	NA	0.008173076923076924	0.00977114939573155	0.008526187576126675	0.0079860244571999	0.008297567954220314	0.008297567954220314
digestion	NA	0.017321016166281754	NA	0.012740384615384615	0.012342504499871433	0.014859926918392205	0.013725979535812328	0.013161659513590844	0.013161659513590844
digestive system development	0.024489795918367346	NA	NA	NA	0.012856775520699408	0.013885505481120585	0.013476416271524832	0.01659513590844063	0.01659513590844063
digestive system process	NA	0.015011547344110854	NA	0.010576923076923078	0.010028284906145539	0.012180267965895249	0.010980783628649862	0.01201716738197425	0.01201716738197425
digestive tract development	0.024489795918367346	0.015011547344110854	NA	NA	0.011571097968629467	0.01315468940316687	0.012228599950087347	0.01630901287553648	0.01630901287553648
digestive tract morphogenesis	0.010884353741496598	NA	NA	NA	NA	NA	NA	0.007439198855507869	0.007439198855507869
disaccharide metabolic process	NA	NA	NA	NA	NA	NA	0.0014973795857249812	NA	NA
disruption of anatomical structure in another organism	NA	NA	NA	0.013221153846153846	0.011571097968629467	0.014859926918392205	0.01272772647866234	0.011444921316165951	0.011444921316165951
disruption of cell in another organism	NA	NA	NA	0.012740384615384615	0.01131396245821548	0.01412911084043849	0.01272772647866234	0.010872675250357653	0.010872675250357653
distal tubule development	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
diterpenoid metabolic process	NA	NA	NA	NA	NA	0.008282582216808769	NA	NA	NA
DNA biosynthetic process	0.034013605442176874	NA	NA	NA	NA	NA	NA	NA	NA
DNA conformation change	0.0163265306122449	NA	NA	NA	NA	NA	NA	NA	NA
DNA damage checkpoint signaling	0.02585034013605442	NA	NA	NA	NA	NA	NA	NA	NA
DNA damage response, signal transduction by p53 class mediator	0.0163265306122449	NA	0.041237113402061855	NA	NA	NA	NA	0.008297567954220314	0.008297567954220314
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
DNA damage response, signal transduction resulting in transcription	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
DNA duplex unwinding	0.014965986394557823	NA	NA	NA	NA	NA	NA	NA	NA
DNA geometric change	0.014965986394557823	NA	NA	NA	NA	NA	NA	NA	NA
DNA integrity checkpoint signaling	0.029931972789115645	NA	NA	NA	NA	NA	NA	NA	NA
DNA replication checkpoint signaling	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
DNA replication initiation	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
DNA strand elongation	NA	NA	NA	NA	NA	NA	NA	0.004291845493562232	0.004291845493562232
DNA strand elongation involved in DNA replication	NA	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
DNA-templated DNA replication	0.02585034013605442	NA	NA	NA	NA	NA	NA	NA	NA
DNA-templated transcription initiation	NA	NA	NA	0.01730769230769231	NA	NA	NA	NA	NA
dopamine biosynthetic process	NA	NA	NA	NA	NA	NA	0.002246069378587472	0.0020028612303290413	0.0020028612303290413
dopamine catabolic process	NA	0.002886836027713626	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
dopamine metabolic process	NA	NA	NA	0.005048076923076923	0.004885574697865775	0.005115712545676005	0.0049912652857499375	0.005722460658082976	0.005722460658082976
dopamine secretion	NA	NA	NA	0.0038461538461538464	NA	0.00341047503045067	0.004242575492887447	NA	NA
dopamine transport	NA	NA	NA	0.005288461538461539	NA	0.0048721071863581	0.006239081607187422	0.005722460658082976	0.005722460658082976
dopamine uptake	NA	NA	NA	NA	NA	NA	0.0027451959071624656	NA	NA
dopamine uptake involved in synaptic transmission	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
dopaminergic neuron differentiation	NA	NA	NA	0.0057692307692307696	0.004371303677037799	NA	0.0049912652857499375	NA	NA
dorsal root ganglion development	NA	NA	NA	NA	NA	NA	0.0014973795857249812	NA	NA
ear morphogenesis	NA	NA	NA	NA	0.013113911031113397	NA	0.01123034689293736	0.011158798283261802	0.011158798283261802
eating behavior	NA	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
ectodermal placode development	NA	NA	NA	NA	NA	NA	0.0024956326428749688	NA	NA
ectodermal placode formation	NA	NA	NA	NA	NA	0.00194884287454324	0.002246069378587472	NA	NA
ectodermal placode morphogenesis	NA	NA	NA	NA	NA	0.00194884287454324	0.002246069378587472	NA	NA
ectopic germ cell programmed cell death	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
elastin metabolic process	NA	NA	NA	NA	0.0015428130624839291	NA	0.0017469428500124782	NA	NA
electron transport chain	0.021768707482993196	NA	NA	0.011298076923076923	0.015942401645667268	NA	0.012977289742949838	NA	NA
embryo implantation	NA	NA	NA	NA	NA	0.00584652862362972	NA	0.0068669527896995704	0.0068669527896995704
embryonic appendage morphogenesis	NA	NA	NA	NA	0.010542555926973516	NA	0.010731220364362366	0.011444921316165951	0.011444921316165951
embryonic cranial skeleton morphogenesis	NA	NA	NA	NA	NA	NA	0.004741702021462441	NA	NA
embryonic digestive tract development	NA	NA	NA	NA	NA	0.0041412911084043845	NA	0.004864091559370529	0.004864091559370529
embryonic digestive tract morphogenesis	NA	NA	NA	NA	NA	NA	NA	0.002861230329041488	0.002861230329041488
embryonic epithelial tube formation	NA	NA	NA	NA	0.010542555926973516	NA	0.010980783628649862	NA	NA
embryonic hemopoiesis	0.006802721088435374	NA	NA	0.003125	0.003342761635381846	0.00341047503045067	NA	NA	NA
embryonic hindlimb morphogenesis	NA	NA	NA	0.0033653846153846156	NA	NA	NA	NA	NA
embryonic limb morphogenesis	NA	NA	NA	NA	0.010542555926973516	NA	0.010731220364362366	0.011444921316165951	0.011444921316165951
embryonic pattern specification	NA	NA	NA	NA	NA	0.007308160779537149	NA	NA	NA
embryonic placenta development	NA	NA	NA	NA	0.008999742864489586	0.00876979293544458	0.008235587721487397	0.010014306151645207	0.010014306151645207
embryonic placenta morphogenesis	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
embryonic skeletal system development	NA	NA	NA	0.01201923076923077	0.013113911031113397	0.01412911084043849	0.012977289742949838	0.012589413447782546	0.012589413447782546
embryonic skeletal system morphogenesis	NA	NA	NA	0.010336538461538461	0.008999742864489586	0.0097442143727162	0.00973296730721238	NA	NA
endocardial cushion development	NA	NA	NA	0.005288461538461539	0.0061712522499357166	NA	NA	NA	NA
endocardial cushion formation	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
endocardial cushion morphogenesis	NA	NA	NA	0.0045673076923076926	0.005142710208279763	NA	NA	NA	NA
endochondral bone growth	NA	NA	NA	NA	NA	NA	0.0034938857000249564	NA	NA
endochondral bone morphogenesis	NA	NA	NA	NA	NA	NA	0.006488644871474919	0.006294706723891273	0.006294706723891273
endochondral ossification	NA	NA	NA	NA	NA	0.00389768574908648	NA	0.004005722460658083	0.004005722460658083
endocrine hormone secretion	NA	NA	NA	NA	NA	0.006577344701583435	0.006738208135762416	NA	NA
endocrine process	NA	0.012702078521939953	NA	NA	0.00977114939573155	0.009500609013398295	0.010481657100074869	0.010300429184549357	0.010300429184549357
endocrine system development	0.024489795918367346	NA	NA	0.012740384615384615	0.016199537156081256	0.013885505481120585	0.012977289742949838	0.014878397711015737	0.014878397711015737
endoderm development	0.013605442176870748	NA	NA	0.008894230769230769	NA	0.00925700365408039	NA	0.009728183118741058	0.009728183118741058
endoderm formation	NA	NA	NA	0.0069711538461538465	NA	0.007064555420219245	NA	0.006294706723891273	0.006294706723891273
endodermal cell differentiation	NA	NA	NA	0.006730769230769231	NA	0.005602923264311815	NA	NA	NA
endoplasmic reticulum calcium ion homeostasis	0.006802721088435374	NA	NA	NA	NA	NA	NA	NA	NA
endoplasmic reticulum unfolded protein response	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
endothelial cell apoptotic process	0.014965986394557823	0.008083140877598153	NA	0.006490384615384616	0.007456929802005657	NA	NA	NA	NA
endothelial cell chemotaxis	NA	NA	NA	0.0033653846153846156	NA	NA	0.004242575492887447	0.0037195994277539344	0.0037195994277539344
endothelial cell chemotaxis to fibroblast growth factor	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
endothelial cell differentiation	NA	NA	NA	NA	0.010542555926973516	NA	NA	0.010872675250357653	0.010872675250357653
endothelial cell fate commitment	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
endothelial cell proliferation	0.021768707482993196	0.02020785219399538	NA	0.014182692307692308	0.016456672666495243	0.01364190012180268	0.013725979535812328	0.013733905579399141	0.013733905579399141
endothelin receptor signaling pathway	0.006802721088435374	NA	NA	NA	0.0017999485728979173	NA	0.002246069378587472	NA	NA
endothelium development	NA	NA	NA	NA	0.012856775520699408	NA	NA	0.012875536480686695	0.012875536480686695
energy homeostasis	0.0163265306122449	NA	NA	NA	NA	NA	NA	NA	NA
energy reserve metabolic process	NA	NA	NA	NA	NA	0.00876979293544458	NA	0.010586552217453506	0.010586552217453506
ensheathment of neurons	NA	NA	NA	NA	0.015170995114425302	NA	0.014474669328674819	NA	NA
entrainment of circadian clock	0.00816326530612245	NA	NA	NA	NA	0.00341047503045067	0.003743448964312453	NA	NA
entrainment of circadian clock by photoperiod	0.006802721088435374	NA	NA	NA	0.00282849061455387	0.00292326431181486	0.0029947591714499623	0.0031473533619456365	0.0031473533619456365
entry of bacterium into host cell	NA	0.002886836027713626	NA	NA	NA	0.00146163215590743	NA	NA	NA
eosinophil activation involved in immune response	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
eosinophil chemotaxis	NA	NA	NA	0.0033653846153846156	0.0030856261249678583	0.00438489646772229	0.0034938857000249564	NA	NA
eosinophil degranulation	NA	NA	NA	NA	NA	0.00146163215590743	NA	NA	NA
eosinophil differentiation	0.004081632653061225	NA	NA	NA	NA	0.001218026796589525	NA	NA	NA
eosinophil migration	NA	NA	NA	0.004326923076923077	NA	0.0048721071863581	0.00399301222859995	NA	NA
ephrin receptor signaling pathway	0.02040816326530612	0.008660508083140877	NA	0.006490384615384616	0.00565698122910774	NA	NA	0.007439198855507869	0.007439198855507869
epiboly	NA	NA	NA	NA	0.004885574697865775	NA	NA	0.004864091559370529	0.004864091559370529
epiboly involved in wound healing	NA	NA	NA	NA	0.004628439187451787	NA	NA	0.004864091559370529	0.004864091559370529
epidermal growth factor receptor signaling pathway	0.02585034013605442	NA	NA	NA	0.010542555926973516	NA	0.012228599950087347	NA	NA
epidermis morphogenesis	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
epithelial cell apoptotic process	0.036734693877551024	0.01558891454965358	NA	NA	0.008742607354075598	0.009987819732034105	0.0072373346643374095	0.007725321888412017	0.007725321888412017
epithelial cell differentiation involved in kidney development	0.010884353741496598	NA	NA	NA	0.00565698122910774	NA	0.005240828550037434	0.006008583690987125	0.006008583690987125
epithelial cell maturation	0.006802721088435374	NA	NA	NA	NA	NA	0.0032443224357374596	NA	NA
epithelial cell migration	NA	NA	NA	NA	0.01105682694780149	NA	NA	NA	NA
epithelial cell proliferation involved in lung morphogenesis	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
epithelial cell-cell adhesion	NA	NA	NA	NA	0.0025713551041398816	NA	NA	NA	NA
epithelial fluid transport	NA	NA	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
epithelial to mesenchymal transition	0.02585034013605442	NA	NA	NA	0.014142453072769349	NA	0.014225106064387321	0.015736766809728183	0.015736766809728183
epithelial tube formation	NA	NA	NA	NA	0.011828233479043456	NA	0.012478163214374845	NA	NA
epithelium migration	NA	NA	NA	NA	0.01131396245821548	NA	NA	NA	NA
epoxygenase P450 pathway	NA	NA	NA	NA	0.0025713551041398816	NA	NA	NA	NA
ER-nucleus signaling pathway	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
ERBB signaling pathway	0.031292517006802724	NA	NA	NA	0.013371046541527385	NA	0.014225106064387321	NA	NA
ERBB2 signaling pathway	0.00816326530612245	NA	NA	NA	0.0035998971457958345	NA	0.0029947591714499623	NA	NA
ERBB2-EGFR signaling pathway	NA	NA	NA	NA	NA	NA	0.0014973795857249812	NA	NA
ERBB2-ERBB3 signaling pathway	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
erythrocyte development	NA	NA	NA	0.004807692307692308	NA	NA	NA	NA	NA
erythrocyte differentiation	0.034013605442176874	NA	NA	0.013221153846153846	0.01259964001028542	0.01510353227771011	0.012228599950087347	0.01201716738197425	0.01201716738197425
erythrocyte homeostasis	0.03537414965986395	NA	NA	0.014663461538461538	0.013628182051941374	0.016565164433617538	0.013725979535812328	0.013447782546494993	0.013447782546494993
establishment of cell polarity	0.02040816326530612	NA	NA	NA	NA	NA	NA	NA	NA
establishment of protein localization to mitochondrion	0.02040816326530612	NA	0.05154639175257732	NA	NA	NA	NA	NA	NA
establishment of protein localization to peroxisome	NA	NA	NA	NA	NA	NA	0.0027451959071624656	NA	NA
establishment of spindle orientation	NA	0.007505773672055427	NA	NA	NA	NA	NA	NA	NA
establishment of vesicle localization	NA	NA	NA	NA	NA	NA	0.016471175442974793	NA	NA
establishment or maintenance of transmembrane electrochemical gradient	NA	NA	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
estrogen metabolic process	NA	NA	NA	NA	0.004114168166623811	NA	NA	NA	NA
estrous cycle	NA	NA	NA	NA	0.0023142195937258937	NA	NA	NA	NA
excitatory postsynaptic potential	NA	NA	NA	0.011298076923076923	0.009514013885317562	0.01023142509135201	0.010731220364362366	0.01201716738197425	0.01201716738197425
excretion	NA	NA	NA	0.004086538461538462	0.0035998971457958345	NA	NA	NA	NA
execution phase of apoptosis	0.017687074829931974	NA	NA	NA	NA	NA	NA	NA	NA
exit from mitosis	NA	NA	NA	NA	NA	0.0036540803897685747	NA	NA	NA
exocrine system development	NA	NA	NA	NA	0.00565698122910774	NA	0.0049912652857499375	NA	NA
exocytic process	0.013605442176870748	NA	NA	NA	NA	NA	0.009233840778637384	NA	NA
exploration behavior	NA	NA	NA	NA	NA	NA	NA	0.004005722460658083	0.004005722460658083
export across plasma membrane	NA	NA	NA	NA	NA	0.007308160779537149	0.006987771400049913	0.008297567954220314	0.008297567954220314
extracellular matrix assembly	NA	NA	NA	NA	0.005142710208279763	NA	NA	NA	NA
extracellular matrix disassembly	NA	NA	NA	0.006490384615384616	0.0061712522499357166	NA	0.006239081607187422	0.0068669527896995704	0.0068669527896995704
extraembryonic membrane development	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
extrinsic apoptotic signaling pathway in absence of ligand	0.0163265306122449	0.009815242494226328	NA	0.006730769230769231	0.007199794291591669	NA	NA	0.008011444921316165	0.008011444921316165
extrinsic apoptotic signaling pathway via death domain receptors	0.021768707482993196	NA	NA	0.010336538461538461	0.007971200822833634	NA	0.008235587721487397	NA	NA
eye morphogenesis	NA	NA	NA	0.015865384615384615	NA	0.014372716199756394	0.013476416271524832	0.014592274678111588	0.014592274678111588
face development	NA	NA	NA	NA	NA	NA	NA	0.006008583690987125	0.006008583690987125
facial nerve development	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
facial nerve morphogenesis	NA	NA	NA	NA	NA	NA	0.0017469428500124782	NA	NA
facultative heterochromatin formation	0.010884353741496598	NA	NA	0.0021634615384615386	NA	NA	NA	NA	NA
fat cell proliferation	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
fatty acid alpha-oxidation	NA	NA	NA	NA	NA	NA	0.0012478163214374844	NA	NA
fatty acid beta-oxidation	0.013605442176870748	NA	NA	NA	0.007971200822833634	NA	NA	0.007439198855507869	0.007439198855507869
fatty acid catabolic process	0.0163265306122449	NA	NA	NA	0.00977114939573155	NA	NA	0.009728183118741058	0.009728183118741058
fatty acid oxidation	0.014965986394557823	NA	NA	NA	0.010542555926973516	0.009500609013398295	NA	NA	NA
fatty acid transport	0.017687074829931974	NA	NA	0.009615384615384616	0.01105682694780149	0.01071863580998782	0.01197903668579985	0.011158798283261802	0.011158798283261802
Fc receptor mediated stimulatory signaling pathway	0.0163265306122449	NA	NA	NA	NA	NA	NA	NA	NA
Fc receptor signaling pathway	0.02040816326530612	NA	NA	0.006490384615384616	NA	0.0060901339829476245	0.006488644871474919	NA	NA
Fc-epsilon receptor signaling pathway	0.009523809523809525	NA	NA	0.0033653846153846156	NA	NA	0.0034938857000249564	NA	NA
Fc-gamma receptor signaling pathway	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
