Description	dn_aggregated_microarray_0.8	dn_aggregated_microarray_DE	dn_aggregated_microarray	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood
cardiac muscle hypertrophy in response to stress	NA	0.004618937644341801	NA	NA	NA	NA	NA	0.004005722460658083	0.004005722460658083
cardiac muscle tissue growth	0.014965986394557823	NA	NA	0.007211538461538462	0.009514013885317562	0.007551766138855055	0.0072373346643374095	NA	NA
cardiac muscle tissue morphogenesis	NA	NA	NA	NA	NA	NA	NA	0.006294706723891273	0.006294706723891273
cardiac muscle tissue regeneration	NA	NA	0.020618556701030927	0.001201923076923077	NA	NA	NA	0.001430615164520744	0.001430615164520744
cardiac neural crest cell development involved in heart development	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
cardiac neural crest cell development involved in outflow tract morphogenesis	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
cardiac neural crest cell differentiation involved in heart development	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
cardiac neural crest cell migration involved in outflow tract morphogenesis	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
cardiac pacemaker cell development	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
cardiac pacemaker cell differentiation	NA	NA	NA	NA	0.0017999485728979173	NA	NA	NA	NA
cardiac septum development	0.017687074829931974	NA	NA	NA	0.010799691437387503	0.0097442143727162	NA	0.010872675250357653	0.010872675250357653
cardiac septum morphogenesis	0.013605442176870748	NA	NA	0.0069711538461538465	NA	NA	NA	0.008011444921316165	0.008011444921316165
cardiac ventricle development	0.01904761904761905	0.016166281755196306	NA	0.011778846153846154	0.01259964001028542	0.011936662606577345	NA	0.013161659513590844	0.013161659513590844
cardiac ventricle morphogenesis	NA	NA	NA	NA	NA	NA	NA	0.008583690987124463	0.008583690987124463
cardiocyte differentiation	0.02312925170068027	NA	NA	NA	0.015942401645667268	NA	NA	0.01430615164520744	0.01430615164520744
cartilage condensation	NA	NA	NA	NA	NA	0.00243605359317905	NA	NA	NA
cartilage development	NA	0.021362586605080832	NA	0.01730769230769231	0.020056569812291078	0.019732034104750305	0.018467681557274768	0.020314735336194562	0.020314735336194562
cartilage development involved in endochondral bone morphogenesis	NA	NA	NA	NA	NA	NA	0.00399301222859995	NA	NA
catechol-containing compound biosynthetic process	NA	NA	NA	NA	0.0030856261249678583	NA	0.0032443224357374596	0.0031473533619456365	0.0031473533619456365
catechol-containing compound catabolic process	NA	0.002886836027713626	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
catechol-containing compound metabolic process	NA	NA	NA	0.006009615384615385	0.006685523270763692	0.006577344701583435	0.006488644871474919	0.007725321888412017	0.007725321888412017
catecholamine biosynthetic process	NA	NA	NA	NA	0.0030856261249678583	NA	0.0032443224357374596	0.0031473533619456365	0.0031473533619456365
catecholamine catabolic process	NA	0.002886836027713626	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
catecholamine metabolic process	NA	NA	NA	0.006009615384615385	0.006685523270763692	0.006577344701583435	0.006488644871474919	0.007725321888412017	0.007725321888412017
catecholamine secretion	NA	0.009237875288683603	NA	0.006490384615384616	0.00565698122910774	0.00633373934226553	0.006987771400049913	0.0054363376251788265	0.0054363376251788265
catecholamine transport	NA	0.010969976905311778	NA	0.007932692307692307	0.007199794291591669	0.00779537149817296	0.008984277514349888	0.007725321888412017	0.007725321888412017
catecholamine uptake	NA	NA	NA	NA	NA	NA	0.0027451959071624656	NA	NA
catecholamine uptake involved in synaptic transmission	NA	NA	NA	NA	NA	NA	0.001996506114299975	NA	NA
cell adhesion mediated by integrin	0.017687074829931974	0.011547344110854504	NA	0.008653846153846154	0.00977114939573155	0.008282582216808769	0.009982530571499875	0.010872675250357653	0.010872675250357653
cell adhesion molecule production	NA	NA	NA	NA	NA	0.00194884287454324	NA	NA	NA
cell aggregation	NA	NA	NA	NA	NA	0.002679658952496955	NA	NA	NA
cell chemotaxis to fibroblast growth factor	NA	NA	NA	0.001201923076923077	NA	NA	NA	NA	NA
cell communication by electrical coupling	NA	NA	NA	0.0038461538461538464	0.004628439187451787	0.005115712545676005	0.004242575492887447	NA	NA
cell communication by electrical coupling involved in cardiac conduction	NA	NA	NA	NA	0.003342761635381846	0.0041412911084043845	NA	NA	NA
cell communication involved in cardiac conduction	NA	NA	NA	NA	0.007199794291591669	0.00682095006090134	0.005989518342899925	0.006580829756795422	0.006580829756795422
cell cycle checkpoint signaling	0.036734693877551024	NA	NA	NA	NA	NA	NA	NA	NA
cell cycle G2/M phase transition	0.044897959183673466	NA	0.061855670103092786	NA	0.013113911031113397	NA	NA	NA	NA
cell differentiation involved in embryonic placenta development	NA	NA	NA	NA	NA	0.00341047503045067	NA	0.0031473533619456365	0.0031473533619456365
cell differentiation involved in kidney development	0.012244897959183673	NA	NA	NA	NA	NA	NA	0.006294706723891273	0.006294706723891273
cell differentiation involved in metanephros development	NA	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
cell fate commitment involved in pattern specification	NA	NA	NA	NA	NA	NA	NA	0.0017167381974248926	0.0017167381974248926
cell fate determination	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
cell fate specification	NA	NA	NA	NA	NA	0.009500609013398295	NA	0.010872675250357653	0.010872675250357653
cell growth involved in cardiac muscle cell development	NA	NA	NA	NA	0.003342761635381846	NA	NA	NA	NA
cell killing	NA	0.023094688221709007	NA	NA	NA	NA	NA	NA	NA
cell maturation	0.02857142857142857	NA	NA	0.01706730769230769	0.016199537156081256	NA	NA	0.01659513590844063	0.01659513590844063
cell migration involved in sprouting angiogenesis	0.014965986394557823	NA	NA	NA	0.00565698122910774	NA	0.005490391814324931	NA	NA
cell proliferation in bone marrow	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
cell proliferation involved in kidney development	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
cell proliferation involved in metanephros development	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
cell surface pattern recognition receptor signaling pathway	NA	NA	NA	NA	0.006685523270763692	0.00682095006090134	NA	NA	NA
cell surface receptor signaling pathway via JAK-STAT	NA	NA	NA	0.011057692307692308	0.013628182051941374	NA	0.011729473421512353	0.01402002861230329	0.01402002861230329
cell surface receptor signaling pathway via STAT	NA	NA	NA	0.012740384615384615	0.016456672666495243	0.012180267965895249	0.013725979535812328	0.01659513590844063	0.01659513590844063
cell-cell adhesion mediated by cadherin	NA	NA	NA	NA	NA	NA	0.005240828550037434	NA	NA
cell-cell junction assembly	NA	NA	NA	NA	0.014913859604011315	NA	NA	NA	NA
cell-cell signaling involved in cardiac conduction	NA	NA	NA	0.0033653846153846156	0.004371303677037799	NA	0.00399301222859995	0.004291845493562232	0.004291845493562232
cell-substrate junction assembly	0.01904761904761905	0.011547344110854504	NA	0.009615384615384616	0.012856775520699408	NA	0.008984277514349888	NA	NA
cell-substrate junction organization	0.01904761904761905	NA	NA	0.010096153846153847	0.013371046541527385	NA	0.009483404042924881	0.00944206008583691	0.00944206008583691
cellular aldehyde metabolic process	NA	NA	NA	0.007211538461538462	NA	0.007064555420219245	NA	NA	NA
cellular anatomical entity morphogenesis	NA	NA	NA	NA	0.012342504499871433	NA	NA	NA	NA
cellular component assembly involved in morphogenesis	NA	NA	NA	NA	0.012342504499871433	NA	NA	NA	NA
cellular component disassembly involved in execution phase of apoptosis	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
cellular defense response	NA	NA	NA	NA	0.005914116739521728	0.00584652862362972	0.005989518342899925	NA	NA
cellular detoxification	NA	NA	NA	0.011538461538461539	0.010799691437387503	0.01071863580998782	NA	NA	NA
cellular extravasation	NA	NA	NA	0.007932692307692307	0.009256878374903575	0.007551766138855055	0.006987771400049913	NA	NA
cellular modified amino acid biosynthetic process	NA	NA	NA	NA	NA	NA	0.004741702021462441	0.005722460658082976	0.005722460658082976
cellular modified amino acid metabolic process	NA	NA	NA	NA	0.014142453072769349	0.01412911084043849	NA	0.014878397711015737	0.014878397711015737
cellular response to acetylcholine	NA	NA	NA	0.006009615384615385	0.004885574697865775	NA	NA	0.006008583690987125	0.006008583690987125
cellular response to acid chemical	0.013605442176870748	NA	NA	NA	NA	NA	NA	0.009155937052932762	0.009155937052932762
cellular response to alcohol	NA	NA	NA	0.011057692307692308	0.010542555926973516	0.0097442143727162	0.010731220364362366	NA	NA
cellular response to aldehyde	NA	NA	NA	0.0026442307692307694	0.0025713551041398816	NA	0.0024956326428749688	NA	NA
cellular response to aldosterone	NA	NA	NA	0.0014423076923076924	NA	NA	0.0014973795857249812	NA	NA
cellular response to alkaloid	NA	NA	NA	0.0045673076923076926	NA	NA	NA	NA	NA
cellular response to amino acid stimulus	0.012244897959183673	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to amyloid-beta	0.012244897959183673	NA	NA	0.005528846153846154	0.00565698122910774	NA	NA	0.004577968526466381	0.004577968526466381
cellular response to angiotensin	NA	NA	NA	NA	0.004371303677037799	NA	NA	NA	NA
cellular response to antibiotic	0.006802721088435374	NA	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
cellular response to BMP stimulus	NA	NA	NA	NA	0.013371046541527385	NA	0.012977289742949838	0.013733905579399141	0.013733905579399141
cellular response to cadmium ion	0.010884353741496598	NA	NA	0.004086538461538462	0.0030856261249678583	NA	0.0032443224357374596	NA	NA
cellular response to calcium ion	NA	0.010392609699769052	NA	NA	0.007199794291591669	0.007064555420219245	0.0072373346643374095	NA	NA
cellular response to cAMP	NA	NA	NA	0.006490384615384616	0.006428387760349704	0.005602923264311815	0.005739955078612428	0.006294706723891273	0.006294706723891273
cellular response to carbohydrate stimulus	0.021768707482993196	0.01558891454965358	NA	0.012980769230769231	0.016199537156081256	0.01510353227771011	0.013975542800099825	0.012875536480686695	0.012875536480686695
cellular response to catecholamine stimulus	NA	NA	NA	0.007451923076923077	NA	NA	0.006239081607187422	0.006008583690987125	0.006008583690987125
cellular response to cGMP	NA	NA	NA	NA	0.0015428130624839291	NA	NA	NA	NA
cellular response to chemokine	NA	NA	NA	0.010336538461538461	0.00977114939573155	0.011936662606577345	0.011729473421512353	0.011444921316165951	0.011444921316165951
cellular response to copper ion	NA	NA	NA	0.003125	0.00282849061455387	NA	0.0032443224357374596	NA	NA
cellular response to corticosteroid stimulus	NA	NA	NA	0.007692307692307693	0.006942658781177681	0.007308160779537149	0.007736461192912403	0.007725321888412017	0.007725321888412017
cellular response to decreased oxygen levels	0.03945578231292517	NA	NA	0.013701923076923077	0.014142453072769349	0.01364190012180268	0.014225106064387321	NA	NA
cellular response to dexamethasone stimulus	NA	NA	NA	NA	0.003342761635381846	0.00341047503045067	0.0034938857000249564	NA	NA
cellular response to dopamine	NA	NA	NA	0.0069711538461538465	NA	NA	0.005739955078612428	NA	NA
cellular response to electrical stimulus	NA	NA	NA	0.0019230769230769232	NA	NA	NA	NA	NA
cellular response to epidermal growth factor stimulus	0.0163265306122449	0.006928406466512702	NA	NA	NA	NA	0.005240828550037434	NA	NA
cellular response to epinephrine stimulus	NA	NA	NA	NA	NA	NA	NA	0.0020028612303290413	0.0020028612303290413
cellular response to estradiol stimulus	0.010884353741496598	NA	NA	NA	NA	NA	NA	0.005150214592274678	0.005150214592274678
cellular response to external stimulus	NA	NA	NA	0.008653846153846154	0.010799691437387503	0.007064555420219245	NA	0.009155937052932762	0.009155937052932762
cellular response to fatty acid	NA	NA	NA	0.004807692307692308	NA	NA	NA	NA	NA
cellular response to fibroblast growth factor stimulus	0.021768707482993196	NA	NA	0.010096153846153847	NA	NA	0.010980783628649862	NA	NA
cellular response to fluid shear stress	0.009523809523809525	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
cellular response to follicle-stimulating hormone stimulus	NA	NA	NA	0.0016826923076923078	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
cellular response to forskolin	NA	NA	NA	0.0021634615384615386	NA	NA	NA	NA	NA
cellular response to gamma radiation	0.006802721088435374	NA	NA	0.0033653846153846156	NA	NA	NA	NA	NA
cellular response to glucagon stimulus	NA	NA	NA	0.0021634615384615386	NA	NA	NA	NA	NA
cellular response to glucocorticoid stimulus	NA	NA	NA	0.006009615384615385	0.00565698122910774	0.00633373934226553	0.006239081607187422	0.006294706723891273	0.006294706723891273
cellular response to glucose starvation	0.013605442176870748	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to glucose stimulus	0.02040816326530612	NA	NA	0.011538461538461539	0.014399588583183338	0.01412911084043849	0.01272772647866234	0.012303290414878397	0.012303290414878397
cellular response to gonadotropin stimulus	0.005442176870748299	0.004618937644341801	NA	0.0028846153846153848	NA	NA	NA	0.0037195994277539344	0.0037195994277539344
cellular response to growth hormone stimulus	0.010884353741496598	NA	NA	NA	0.003342761635381846	NA	0.0032443224357374596	NA	NA
cellular response to heat	0.017687074829931974	NA	NA	NA	0.008485471843661609	NA	0.006987771400049913	NA	NA
cellular response to hepatocyte growth factor stimulus	NA	NA	NA	NA	NA	NA	0.0024956326428749688	NA	NA
cellular response to hexose stimulus	0.02040816326530612	NA	NA	0.011538461538461539	0.014656724093597326	0.01412911084043849	0.012977289742949838	0.012589413447782546	0.012589413447782546
cellular response to histamine	NA	NA	NA	NA	NA	NA	NA	0.001430615164520744	0.001430615164520744
cellular response to hydrogen peroxide	0.021768707482993196	NA	NA	0.006730769230769231	0.006685523270763692	NA	0.006987771400049913	0.007439198855507869	0.007439198855507869
cellular response to hypoxia	0.0380952380952381	NA	NA	0.013461538461538462	0.013371046541527385	0.012911084043848964	0.013725979535812328	NA	NA
cellular response to insulin stimulus	0.04353741496598639	0.021362586605080832	NA	NA	NA	NA	NA	NA	NA
cellular response to insulin-like growth factor stimulus	0.004081632653061225	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to interferon-beta	NA	NA	NA	NA	0.0030856261249678583	NA	NA	NA	NA
cellular response to interleukin-1	0.014965986394557823	NA	NA	NA	0.007971200822833634	0.00779537149817296	NA	NA	NA
cellular response to interleukin-17	0.005442176870748299	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to interleukin-4	0.00816326530612245	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to interleukin-6	NA	0.005773672055427252	NA	NA	0.0038570326562098224	NA	NA	0.004577968526466381	0.004577968526466381
cellular response to ionizing radiation	0.014965986394557823	NA	NA	0.008413461538461538	NA	NA	NA	NA	NA
cellular response to ketone	0.0163265306122449	NA	NA	0.01201923076923077	0.011571097968629467	0.009987819732034105	0.011729473421512353	0.010300429184549357	0.010300429184549357
cellular response to lectin	0.00816326530612245	NA	NA	NA	0.00282849061455387	NA	NA	NA	NA
cellular response to leptin stimulus	NA	NA	NA	NA	NA	0.002679658952496955	NA	NA	NA
cellular response to leukemia inhibitory factor	NA	NA	NA	0.009615384615384616	NA	0.009013398294762484	0.009982530571499875	0.010300429184549357	0.010300429184549357
cellular response to light stimulus	0.02312925170068027	NA	NA	0.011057692307692308	0.01131396245821548	NA	0.011729473421512353	0.010872675250357653	0.010872675250357653
cellular response to lipopolysaccharide	0.036734693877551024	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to lipoprotein particle stimulus	0.00816326530612245	NA	NA	NA	0.004628439187451787	0.004628501827040195	NA	NA	NA
cellular response to lithium ion	NA	NA	NA	NA	NA	NA	NA	0.0022889842632331904	0.0022889842632331904
cellular response to low-density lipoprotein particle stimulus	0.006802721088435374	NA	NA	NA	0.0038570326562098224	NA	NA	NA	NA
cellular response to luteinizing hormone stimulus	NA	0.0023094688221709007	NA	NA	NA	NA	NA	0.001430615164520744	0.001430615164520744
cellular response to macrophage colony-stimulating factor stimulus	NA	NA	NA	0.0019230769230769232	0.0020570840833119054	NA	NA	NA	NA
cellular response to mechanical stimulus	0.017687074829931974	NA	NA	0.008413461538461538	0.010542555926973516	NA	NA	0.009155937052932762	0.009155937052932762
cellular response to metal ion	0.0326530612244898	0.020785219399538105	NA	0.019951923076923075	0.0195422987914631	0.01705237515225335	0.01946593461442476	0.01688125894134478	0.01688125894134478
cellular response to mineralocorticoid stimulus	NA	NA	NA	0.0019230769230769232	0.0020570840833119054	NA	0.001996506114299975	NA	NA
cellular response to monoamine stimulus	NA	NA	NA	0.007451923076923077	NA	NA	0.006239081607187422	0.006008583690987125	0.006008583690987125
cellular response to monosaccharide stimulus	0.02040816326530612	0.014434180138568129	NA	0.011778846153846154	0.014913859604011315	0.014616321559074299	0.013226853007237334	0.012589413447782546	0.012589413447782546
cellular response to nerve growth factor stimulus	NA	NA	NA	0.005048076923076923	0.00565698122910774	NA	0.005989518342899925	0.0068669527896995704	0.0068669527896995704
cellular response to nitric oxide	0.005442176870748299	NA	NA	NA	0.0025713551041398816	NA	0.0024956326428749688	NA	NA
cellular response to nutrient	NA	NA	NA	NA	0.005914116739521728	0.0060901339829476245	0.005240828550037434	NA	NA
cellular response to osmotic stress	0.009523809523809525	NA	NA	NA	NA	NA	NA	NA	NA
cellular response to oxygen levels	0.04081632653061224	NA	NA	0.014423076923076924	0.015942401645667268	0.014616321559074299	0.015722485650112302	NA	NA
