organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE83456	GSM2203563	disease without treatment	Blood Human EPTB rep24	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 33	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203564	disease without treatment	Blood Human EPTB rep25	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 29	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203565	disease without treatment	Blood Human EPTB rep26	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 42	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203566	disease without treatment	Blood Human EPTB rep27	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 45	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203567	disease without treatment	Blood Human EPTB rep28	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 29	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203568	disease without treatment	Blood Human EPTB rep29	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 51	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203569	disease without treatment	Blood Human EPTB rep30	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Other	age: 47	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203570	disease without treatment	Blood Human EPTB rep31	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Black	age: 34	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203571	disease without treatment	Blood Human EPTB rep32	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: White	age: 47	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203572	disease without treatment	Blood Human EPTB rep33	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 74	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203573	disease without treatment	Blood Human EPTB rep34	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Other	age: 52	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203574	disease without treatment	Blood Human EPTB rep35	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 27	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203575	disease without treatment	Blood Human EPTB rep36	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Black	age: 51	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203576	disease without treatment	Blood Human EPTB rep37	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Black	age: 35	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203577	disease without treatment	Blood Human EPTB rep38	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: ISC	age: 33	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203578	disease without treatment	Blood Human EPTB rep39	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: ISC	age: 30	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203579	disease without treatment	Blood Human EPTB rep40	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Other	age: 41	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203580	disease without treatment	Blood Human EPTB rep41	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: White	age: 30	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203581	disease without treatment	Blood Human EPTB rep42	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Black	age: 52	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203582	disease without treatment	Blood Human EPTB rep43	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 22	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203583	disease without treatment	Blood Human EPTB rep44	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: Other	age: 50	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203584	disease without treatment	Blood Human EPTB rep45	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: White	age: 30	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203585	disease without treatment	Blood Human EPTB rep46	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: F	ethnicity: Other	age: 47	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203586	disease without treatment	Blood Human EPTB rep47	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human EPTB	gender: M	ethnicity: ISC	age: 48	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203587	healthy control without treatment	Blood Human Control rep1	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: ISC	age: 22	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203588	healthy control without treatment	Blood Human Control rep2	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Other	age: 27	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203589	healthy control without treatment	Blood Human Control rep3	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: ISC	age: 24	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203590	healthy control without treatment	Blood Human Control rep4	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Other	age: 21	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203591	healthy control without treatment	Blood Human Control rep5	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Other	age: 27	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203592	healthy control without treatment	Blood Human Control rep6	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 33	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203593	healthy control without treatment	Blood Human Control rep7	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 42	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203594	healthy control without treatment	Blood Human Control rep8	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: ISC	age: 29	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203595	healthy control without treatment	Blood Human Control rep9	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 52	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203596	healthy control without treatment	Blood Human Control rep10	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: ISC	age: 22	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203597	healthy control without treatment	Blood Human Control rep11	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 47	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203598	healthy control without treatment	Blood Human Control rep12	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Black	age: 49	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203599	healthy control without treatment	Blood Human Control rep13	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 23	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203600	healthy control without treatment	Blood Human Control rep14	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Other	age: 49	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203601	healthy control without treatment	Blood Human Control rep15	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: ISC	age: 41	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203602	healthy control without treatment	Blood Human Control rep16	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 35	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203603	healthy control without treatment	Blood Human Control rep17	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: White	age: 52	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203604	healthy control without treatment	Blood Human Control rep18	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 28	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203605	healthy control without treatment	Blood Human Control rep19	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 36	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203606	healthy control without treatment	Blood Human Control rep20	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Other	age: 25	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203607	healthy control without treatment	Blood Human Control rep21	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 34	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203608	healthy control without treatment	Blood Human Control rep22	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: Black	age: 46	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203609	healthy control without treatment	Blood Human Control rep23	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: F	ethnicity: White	age: 53	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203610	healthy control without treatment	Blood Human Control rep24	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 23	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203611	healthy control without treatment	Blood Human Control rep25	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 56	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203612	healthy control without treatment	Blood Human Control rep26	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Other	age: 23	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203613	healthy control without treatment	Blood Human Control rep27	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 30	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203614	healthy control without treatment	Blood Human Control rep28	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Black	age: 43	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203615	healthy control without treatment	Blood Human Control rep29	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: White	age: 53	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203616	healthy control without treatment	Blood Human Control rep30	PRIMARY_SAMPLE		BLOOD	EPTB	Blood Human Control	gender: M	ethnicity: Black	age: 64	total RNA	GPL10558		Blood			EPTB_control	GSE83456_GPL10558_EPTB_control_blood	GSE83456_EPTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203617	healthy control without treatment	Blood Human Control rep31	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: Black	age: 35	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203618	healthy control without treatment	Blood Human Control rep32	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: ISC	age: 35	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203619	healthy control without treatment	Blood Human Control rep33	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 22	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203620	healthy control without treatment	Blood Human Control rep34	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: ISC	age: 51	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203621	healthy control without treatment	Blood Human Control rep35	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 26	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203622	healthy control without treatment	Blood Human Control rep36	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 38	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203623	healthy control without treatment	Blood Human Control rep37	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 30	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203624	healthy control without treatment	Blood Human Control rep38	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 34	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203625	healthy control without treatment	Blood Human Control rep39	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 42	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203626	healthy control without treatment	Blood Human Control rep40	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: ISC	age: 34	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203627	healthy control without treatment	Blood Human Control rep41	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 33	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203628	healthy control without treatment	Blood Human Control rep42	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: ISC	age: 23	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203629	healthy control without treatment	Blood Human Control rep43	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 28	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203630	healthy control without treatment	Blood Human Control rep44	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: Black	age: 24	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203631	healthy control without treatment	Blood Human Control rep45	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 39	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203632	healthy control without treatment	Blood Human Control rep46	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: ISC	age: 29	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203633	healthy control without treatment	Blood Human Control rep47	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 54	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203634	healthy control without treatment	Blood Human Control rep48	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 32	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203635	healthy control without treatment	Blood Human Control rep49	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: F	ethnicity: White	age: 51	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203636	healthy control without treatment	Blood Human Control rep50	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: ISC	age: 21	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
Homo sapiens	GSE83456	GSM2203637	healthy control without treatment	Blood Human Control rep51	PRIMARY_SAMPLE		BLOOD	PTB	Blood Human Control	gender: M	ethnicity: White	age: 30	total RNA	GPL10558		Blood			PTB_control	GSE83456_GPL10558_PTB_control_blood	GSE83456_PTB_blood	data/v2/microarray_data_forDE/expression_matrices/GSE83456.tsv
