organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TB	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	cell.type.ch1	tissue.ch1	time.ch1	TIME_POINT	CONTRAST	SIGNATURE_NAME	SAMPLE_CONDITION	EXPRMAT_PATH
Homo sapiens	GSE34151	GSM843122	disease without treatment	DCs ID80 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID80	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843123	healthy control without treatment	DCs ID81 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID81	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843124	disease without treatment	DCs ID81 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID81	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843125	healthy control without treatment	DCs ID82 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID82	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843126	disease without treatment	DCs ID82 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID82	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843127	healthy control without treatment	DCs ID81 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID81	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843128	disease without treatment	DCs ID81 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID81	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843129	healthy control without treatment	DCs ID82 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID82	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843130	disease without treatment	DCs ID82 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID82	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843131	healthy control without treatment	DCs ID83 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID83	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843132	disease without treatment	DCs ID83 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID83	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843133	healthy control without treatment	DCs ID84 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID84	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843134	disease without treatment	DCs ID84 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID84	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843135	healthy control without treatment	DCs ID85 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID85	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843136	disease without treatment	DCs ID85 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID85	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843137	healthy control without treatment	DCs ID86 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID86	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843138	disease without treatment	DCs ID86 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID86	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843139	healthy control without treatment	DCs ID83 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID83	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843140	disease without treatment	DCs ID83 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID83	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843141	healthy control without treatment	DCs ID84 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID84	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843142	disease without treatment	DCs ID84 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID84	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843143	healthy control without treatment	DCs ID85 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID85	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843144	disease without treatment	DCs ID85 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID85	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843145	healthy control without treatment	DCs ID86 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID86	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843146	disease without treatment	DCs ID86 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID86	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843147	healthy control without treatment	DCs ID87 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID87	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843148	disease without treatment	DCs ID87 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID87	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843149	healthy control without treatment	DCs ID88 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID88	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843150	disease without treatment	DCs ID88 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID88	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843151	healthy control without treatment	DCs ID69 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID69	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843152	disease without treatment	DCs ID69 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID69	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843153	healthy control without treatment	DCs ID70 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID70	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843154	disease without treatment	DCs ID70 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID70	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843155	healthy control without treatment	DCs ID71 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID71	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843156	disease without treatment	DCs ID71 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID71	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843157	healthy control without treatment	DCs ID72 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID72	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843158	disease without treatment	DCs ID72 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID72	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843159	healthy control without treatment	DCs ID69 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID69	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843160	disease without treatment	DCs ID69 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID69	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843161	healthy control without treatment	DCs ID70 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID70	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843162	disease without treatment	DCs ID70 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID70	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843163	healthy control without treatment	DCs ID71 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID71	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843164	disease without treatment	DCs ID71 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID71	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843165	healthy control without treatment	DCs ID72 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID72	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843166	disease without treatment	DCs ID72 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID72	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843167	healthy control without treatment	DCs ID73 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID73	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843168	disease without treatment	DCs ID73 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID73	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843169	healthy control without treatment	DCs ID74 non-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID74	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843170	disease without treatment	DCs ID74 MTB-infected rep_1	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID74	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843171	healthy control without treatment	DCs ID73 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID73	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843172	disease without treatment	DCs ID73 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID73	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843173	healthy control without treatment	DCs ID74 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID74	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843174	disease without treatment	DCs ID74 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID74	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843175	healthy control without treatment	DCs ID75 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID75	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843176	disease without treatment	DCs ID75 MTB-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID75	infection status: MTB-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
Homo sapiens	GSE34151	GSM843177	healthy control without treatment	DCs ID77 non-infected rep_2	PRIMARY_SAMPLE	DCs	BLOOD	MTB	Human dendritic cells	gender: Male	sample: ID77	infection status: non-infected	total RNA	GPL10558					MTB_control	GSE34151_GPL10558_MTB_control_blood_dcs	GSE34151_MTB_blood_dcs	data/v2/microarray_data_forDE/expression_matrices/GSE34151.tsv
