from	to	type
fluvastatin	presynaptic membrane organization	drug-pathway
fluvastatin	lipid transport involved in lipid storage	drug-pathway
fluvastatin	cellular response to very-low-density lipoprotein particle stimulus	drug-pathway
fluvastatin	positive regulation of postsynaptic membrane organization	drug-pathway
fluvastatin	regulation of presynaptic membrane organization	drug-pathway
fluvastatin	negative regulation of presynaptic membrane organization	drug-pathway
fluvastatin	intestinal cholesterol absorption	drug-pathway
fluvastatin	vitamin transport	drug-pathway
fluvastatin	cholesterol efflux	drug-pathway
fluvastatin	reverse cholesterol transport	drug-pathway
fluvastatin	positive regulation of triglyceride biosynthetic process	drug-pathway
fluvastatin	ossification involved in bone maturation	drug-pathway
fluvastatin	positive regulation of triglyceride metabolic process	drug-pathway
fluvastatin	regulation of vascular wound healing	drug-pathway
fluvastatin	positive regulation of phospholipid transport	drug-pathway
fluvastatin	glycerolipid catabolic process	drug-pathway
fluvastatin	negative regulation of astrocyte differentiation	drug-pathway
fluvastatin	establishment or maintenance of apical/basal cell polarity	drug-pathway
fluvastatin	establishment or maintenance of bipolar cell polarity	drug-pathway
fluvastatin	low-density lipoprotein particle receptor catabolic process	drug-pathway
fluvastatin	regulation of cholesterol efflux	drug-pathway
fluvastatin	regulation of vascular smooth muscle contraction	drug-pathway
fluvastatin	positive regulation of lipid storage	drug-pathway
fluvastatin	Roundabout signaling pathway	drug-pathway
fluvastatin	membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	regulation of protein homooligomerization	drug-pathway
fluvastatin	positive regulation of lymphocyte migration	drug-pathway
fluvastatin	mitotic cytokinetic process	drug-pathway
fluvastatin	establishment of planar polarity	drug-pathway
fluvastatin	regulation of phospholipid efflux	drug-pathway
fluvastatin	membrane to membrane docking	drug-pathway
fluvastatin	regulation of systemic arterial blood pressure by renin-angiotensin	drug-pathway
fluvastatin	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	drug-pathway
fluvastatin	regulation of plasma membrane bounded cell projection assembly	drug-pathway
fluvastatin	regulation of monocyte chemotaxis	drug-pathway
fluvastatin	endothelial cell apoptotic process	drug-pathway
fluvastatin	positive regulation of actin filament bundle assembly	drug-pathway
fluvastatin	negative regulation of muscle cell apoptotic process	drug-pathway
fluvastatin	positive regulation of interleukin-6 production	drug-pathway
fluvastatin	regulation of leukocyte mediated cytotoxicity	drug-pathway
fluvastatin	regulation of oxidative phosphorylation	drug-pathway
fluvastatin	telencephalon cell migration	drug-pathway
fluvastatin	regulation of digestive system process	drug-pathway
fluvastatin	urea metabolic process	drug-pathway
fluvastatin	neural nucleus development	drug-pathway
fluvastatin	regulation of blood volume by renin-angiotensin	drug-pathway
fluvastatin	renal system process involved in regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	regulation of renal system process	drug-pathway
fluvastatin	positive regulation of leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	T cell extravasation	drug-pathway
fluvastatin	substantia nigra development	drug-pathway
fluvastatin	regulation of systemic arterial blood pressure by endothelin	drug-pathway
fluvastatin	regulation of toll-like receptor 2 signaling pathway	drug-pathway
fluvastatin	respiratory burst	drug-pathway
fluvastatin	negative regulation of cell-substrate adhesion	drug-pathway
fluvastatin	modification of postsynaptic actin cytoskeleton	drug-pathway
fluvastatin	postsynaptic membrane organization	drug-pathway
fluvastatin	artery morphogenesis	drug-pathway
fluvastatin	negative regulation of interleukin-1 production	drug-pathway
fluvastatin	cytokine secretion involved in immune response	drug-pathway
fluvastatin	regulation of postsynaptic membrane organization	drug-pathway
fluvastatin	regulation of fear response	drug-pathway
fluvastatin	regulation of behavioral fear response	drug-pathway
fluvastatin	cytoskeleton-dependent cytokinesis	drug-pathway
fluvastatin	mitotic spindle assembly	drug-pathway
fluvastatin	trabecula morphogenesis	drug-pathway
fluvastatin	mucus secretion	drug-pathway
fluvastatin	regulation of mucus secretion	drug-pathway
fluvastatin	replicative senescence	drug-pathway
fluvastatin	cellular response to interleukin-6	drug-pathway
fluvastatin	positive regulation of mucus secretion	drug-pathway
fluvastatin	positive regulation of lipoprotein particle clearance	drug-pathway
fluvastatin	positive regulation of nitric-oxide synthase activity	drug-pathway
fluvastatin	glutamate receptor clustering	drug-pathway
fluvastatin	steroid esterification	drug-pathway
fluvastatin	sterol esterification	drug-pathway
fluvastatin	cholesterol esterification	drug-pathway
fluvastatin	heterotypic cell-cell adhesion	drug-pathway
fluvastatin	regulation of odontoblast differentiation	drug-pathway
fluvastatin	microglial cell activation	drug-pathway
fluvastatin	leukocyte activation involved in inflammatory response	drug-pathway
fluvastatin	cell-cell adhesion via plasma-membrane adhesion molecules	drug-pathway
fluvastatin	regulation of protein oligomerization	drug-pathway
fluvastatin	regulation of neuronal synaptic plasticity	drug-pathway
fluvastatin	regulation of macrophage activation	drug-pathway
fluvastatin	protein catabolic process in the vacuole	drug-pathway
fluvastatin	establishment or maintenance of cytoskeleton polarity	drug-pathway
fluvastatin	radial glial cell differentiation	drug-pathway
fluvastatin	negative regulation of smooth muscle cell-matrix adhesion	drug-pathway
fluvastatin	positive regulation of skeletal muscle tissue development	drug-pathway
fluvastatin	positive regulation of amyloid-beta clearance	drug-pathway
fluvastatin	regulation of stress fiber assembly	drug-pathway
fluvastatin	negative regulation of astrocyte activation	drug-pathway
fluvastatin	wound healing, spreading of cells	drug-pathway
fluvastatin	regulation of leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	carbohydrate derivative transport	drug-pathway
fluvastatin	cellular response to ionizing radiation	drug-pathway
fluvastatin	cell migration involved in sprouting angiogenesis	drug-pathway
fluvastatin	regulation of cholesterol transport	drug-pathway
fluvastatin	positive regulation of smooth muscle contraction	drug-pathway
fluvastatin	negative regulation of triglyceride metabolic process	drug-pathway
fluvastatin	axon regeneration	drug-pathway
fluvastatin	response to dietary excess	drug-pathway
fluvastatin	negative regulation of long-term synaptic potentiation	drug-pathway
fluvastatin	negative regulation of cytokine secretion	drug-pathway
fluvastatin	positive regulation of podosome assembly	drug-pathway
fluvastatin	negative regulation of smooth muscle cell migration	drug-pathway
fluvastatin	amyloid precursor protein catabolic process	drug-pathway
fluvastatin	establishment of monopolar cell polarity	drug-pathway
fluvastatin	establishment or maintenance of monopolar cell polarity	drug-pathway
fluvastatin	regulation of membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	regulation of actin filament polymerization	drug-pathway
fluvastatin	cellular extravasation	drug-pathway
fluvastatin	antibiotic biosynthetic process	drug-pathway
fluvastatin	negative regulation of endothelial cell apoptotic process	drug-pathway
fluvastatin	phospholipid catabolic process	drug-pathway
fluvastatin	positive regulation of striated muscle cell apoptotic process	drug-pathway
fluvastatin	positive regulation of cardiac muscle cell apoptotic process	drug-pathway
fluvastatin	negative regulation of reactive oxygen species biosynthetic process	drug-pathway
fluvastatin	smooth muscle cell migration	drug-pathway
fluvastatin	cellular response to alkaloid	drug-pathway
fluvastatin	lymphocyte migration	drug-pathway
fluvastatin	intracellular lipid transport	drug-pathway
fluvastatin	positive regulation of alpha-beta T cell activation	drug-pathway
fluvastatin	alpha-beta T cell lineage commitment	drug-pathway
fluvastatin	regulation of mononuclear cell migration	drug-pathway
fluvastatin	regulation of cell adhesion mediated by integrin	drug-pathway
fluvastatin	regulation of postsynapse organization	drug-pathway
fluvastatin	regulation of lipid transport across blood brain barrier	drug-pathway
fluvastatin	positive regulation of lipid transport across blood brain barrier	drug-pathway
fluvastatin	regulation of heparan sulfate binding	drug-pathway
fluvastatin	positive regulation of heparan sulfate binding	drug-pathway
fluvastatin	regulation of heparan sulfate proteoglycan binding	drug-pathway
fluvastatin	positive regulation of heparan sulfate proteoglycan binding	drug-pathway
fluvastatin	epiboly	drug-pathway
fluvastatin	epiboly involved in wound healing	drug-pathway
fluvastatin	dendritic spine development	drug-pathway
fluvastatin	protein oxidation	drug-pathway
fluvastatin	phosphatidylcholine metabolic process	drug-pathway
fluvastatin	regulation of heterotypic cell-cell adhesion	drug-pathway
fluvastatin	positive regulation of stress fiber assembly	drug-pathway
fluvastatin	ruffle organization	drug-pathway
fluvastatin	adhesion of symbiont to host	drug-pathway
fluvastatin	regulation of cell killing	drug-pathway
fluvastatin	negative regulation of steroid biosynthetic process	drug-pathway
fluvastatin	positive regulation of protein catabolic process in the vacuole	drug-pathway
fluvastatin	negative regulation of amyloid precursor protein catabolic process	drug-pathway
fluvastatin	response to selenium ion	drug-pathway
fluvastatin	coenzyme A metabolic process	drug-pathway
fluvastatin	forebrain radial glial cell differentiation	drug-pathway
fluvastatin	cytokinetic process	drug-pathway
fluvastatin	negative regulation of glial cell differentiation	drug-pathway
fluvastatin	lipoprotein metabolic process	drug-pathway
fluvastatin	insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	receptor-mediated endocytosis involved in cholesterol transport	drug-pathway
fluvastatin	amyloid-beta formation	drug-pathway
fluvastatin	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	drug-pathway
fluvastatin	positive regulation of neuron apoptotic process	drug-pathway
fluvastatin	cellular response to dexamethasone stimulus	drug-pathway
fluvastatin	negative regulation of amyloid fibril formation	drug-pathway
fluvastatin	animal organ maturation	drug-pathway
fluvastatin	regulation of astrocyte differentiation	drug-pathway
fluvastatin	endothelial tube morphogenesis	drug-pathway
fluvastatin	behavioral fear response	drug-pathway
fluvastatin	behavioral defense response	drug-pathway
fluvastatin	odontoblast differentiation	drug-pathway
fluvastatin	protein-lipid complex remodeling	drug-pathway
fluvastatin	plasma lipoprotein particle remodeling	drug-pathway
fluvastatin	protein-containing complex remodeling	drug-pathway
fluvastatin	bone maturation	drug-pathway
fluvastatin	positive regulation of membrane protein ectodomain proteolysis	drug-pathway
fluvastatin	glycerophospholipid catabolic process	drug-pathway
fluvastatin	positive regulation of cholesterol efflux	drug-pathway
fluvastatin	ubiquinone metabolic process	drug-pathway
fluvastatin	neurotransmitter-gated ion channel clustering	drug-pathway
fluvastatin	chronological cell aging	drug-pathway
fluvastatin	positive regulation of lysosomal protein catabolic process	drug-pathway
fluvastatin	regulation of microglial cell activation	drug-pathway
fluvastatin	mitotic cytokinesis	drug-pathway
fluvastatin	positive regulation of monocyte chemotaxis	drug-pathway
fluvastatin	negative regulation of fibrinolysis	drug-pathway
fluvastatin	positive regulation of receptor-mediated endocytosis	drug-pathway
fluvastatin	angiogenesis involved in wound healing	drug-pathway
fluvastatin	leukocyte adhesion to vascular endothelial cell	drug-pathway
fluvastatin	positive regulation of axonogenesis	drug-pathway
fluvastatin	positive regulation of mononuclear cell migration	drug-pathway
fluvastatin	very-low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	negative regulation of canonical Wnt signaling pathway	drug-pathway
fluvastatin	integrin-mediated signaling pathway	drug-pathway
fluvastatin	regulation of amyloid precursor protein catabolic process	drug-pathway
fluvastatin	neuroepithelial cell differentiation	drug-pathway
fluvastatin	myoblast differentiation	drug-pathway
fluvastatin	high-density lipoprotein particle assembly	drug-pathway
fluvastatin	quinone metabolic process	drug-pathway
fluvastatin	regulation of dendritic spine maintenance	drug-pathway
fluvastatin	exploration behavior	drug-pathway
fluvastatin	T cell activation involved in immune response	drug-pathway
fluvastatin	negative regulation of cell migration involved in sprouting angiogenesis	drug-pathway
fluvastatin	low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	response to copper ion	drug-pathway
fluvastatin	hydrogen peroxide biosynthetic process	drug-pathway
fluvastatin	production of molecular mediator involved in inflammatory response	drug-pathway
fluvastatin	angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	endothelial tube lumen extension	drug-pathway
fluvastatin	regulation of amyloid-beta formation	drug-pathway
fluvastatin	regulation of triglyceride biosynthetic process	drug-pathway
fluvastatin	regulation of intestinal absorption	drug-pathway
fluvastatin	regulation of intestinal lipid absorption	drug-pathway
fluvastatin	phospholipid efflux	drug-pathway
fluvastatin	positive regulation of dendritic spine maintenance	drug-pathway
fluvastatin	regulation of dendritic spine development	drug-pathway
fluvastatin	regulation of interleukin-1 beta production	drug-pathway
fluvastatin	regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	low-density lipoprotein particle clearance	drug-pathway
fluvastatin	positive regulation of low-density lipoprotein particle receptor catabolic process	drug-pathway
fluvastatin	podosome assembly	drug-pathway
fluvastatin	regulation of podosome assembly	drug-pathway
fluvastatin	regulation of sterol transport	drug-pathway
fluvastatin	mitotic cleavage furrow formation	drug-pathway
fluvastatin	membrane protein proteolysis	drug-pathway
fluvastatin	nitrogen cycle metabolic process	drug-pathway
fluvastatin	plasma lipoprotein particle assembly	drug-pathway
fluvastatin	negative regulation of amyloid-beta formation	drug-pathway
fluvastatin	protein-lipid complex assembly	drug-pathway
fluvastatin	intestinal absorption	drug-pathway
fluvastatin	regulation of interleukin-8 production	drug-pathway
fluvastatin	positive regulation of small GTPase mediated signal transduction	drug-pathway
fluvastatin	lipid digestion	drug-pathway
fluvastatin	negative chemotaxis	drug-pathway
fluvastatin	NMDA glutamate receptor clustering	drug-pathway
fluvastatin	positive regulation of amyloid fibril formation	drug-pathway
fluvastatin	phosphatidylcholine catabolic process	drug-pathway
fluvastatin	negative regulation of I-kappaB kinase/NF-kappaB signaling	drug-pathway
fluvastatin	regulation of gastrulation	drug-pathway
fluvastatin	astrocyte activation	drug-pathway
fluvastatin	positive regulation of dendrite development	drug-pathway
fluvastatin	high-density lipoprotein particle remodeling	drug-pathway
fluvastatin	regulation of phospholipid transport	drug-pathway
fluvastatin	actin filament polymerization	drug-pathway
fluvastatin	artery development	drug-pathway
fluvastatin	chylomicron remnant clearance	drug-pathway
fluvastatin	positive regulation of actin filament polymerization	drug-pathway
fluvastatin	negative regulation of sprouting angiogenesis	drug-pathway
fluvastatin	neutral lipid biosynthetic process	drug-pathway
fluvastatin	exogenous drug catabolic process	drug-pathway
fluvastatin	monoterpenoid metabolic process	drug-pathway
fluvastatin	negative regulation of oxidative phosphorylation	drug-pathway
fluvastatin	negative regulation of insulin secretion involved in cellular response to glucose stimulus	drug-pathway
fluvastatin	positive regulation of neuroepithelial cell differentiation	drug-pathway
fluvastatin	regulation of phospholipid catabolic process	drug-pathway
fluvastatin	negative regulation of nucleotide metabolic process	drug-pathway
fluvastatin	dendritic spine maintenance	drug-pathway
fluvastatin	regulation of axon extension	drug-pathway
fluvastatin	response to caloric restriction	drug-pathway
fluvastatin	chylomicron assembly	drug-pathway
fluvastatin	acylglycerol catabolic process	drug-pathway
fluvastatin	superoxide anion generation	drug-pathway
fluvastatin	apolipoprotein A-I-mediated signaling pathway	drug-pathway
fluvastatin	negative regulation of platelet activation	drug-pathway
fluvastatin	regulation of protein catabolic process in the vacuole	drug-pathway
fluvastatin	vasodilation	drug-pathway
fluvastatin	cell adhesion molecule production	drug-pathway
fluvastatin	regulation of extrinsic apoptotic signaling pathway via death domain receptors	drug-pathway
fluvastatin	maintenance of location in cell	drug-pathway
fluvastatin	long-chain fatty acid biosynthetic process	drug-pathway
fluvastatin	regulation of modification of postsynaptic actin cytoskeleton	drug-pathway
fluvastatin	regulation of modification of synaptic structure	drug-pathway
fluvastatin	morphogenesis of a polarized epithelium	drug-pathway
fluvastatin	negative regulation of microglial cell activation	drug-pathway
fluvastatin	regulation of T cell migration	drug-pathway
fluvastatin	establishment or maintenance of actin cytoskeleton polarity	drug-pathway
fluvastatin	osteoblast proliferation	drug-pathway
fluvastatin	high-density lipoprotein particle clearance	drug-pathway
fluvastatin	regulation of alpha-beta T cell activation	drug-pathway
fluvastatin	response to mineralocorticoid	drug-pathway
fluvastatin	regulation of cell adhesion molecule production	drug-pathway
fluvastatin	regulation of smooth muscle cell migration	drug-pathway
fluvastatin	neutral lipid catabolic process	drug-pathway
fluvastatin	forebrain generation of neurons	drug-pathway
fluvastatin	positive regulation of blood pressure	drug-pathway
fluvastatin	peripheral nervous system axon regeneration	drug-pathway
fluvastatin	glucocorticoid metabolic process	drug-pathway
fluvastatin	amyloid-beta clearance	drug-pathway
fluvastatin	isoprenoid biosynthetic process	drug-pathway
fluvastatin	phospholipid homeostasis	drug-pathway
fluvastatin	negative regulation of cellular amide metabolic process	drug-pathway
fluvastatin	negative regulation of epithelial cell migration	drug-pathway
fluvastatin	regulation of lysosomal protein catabolic process	drug-pathway
fluvastatin	triglyceride catabolic process	drug-pathway
fluvastatin	cGMP-mediated signaling	drug-pathway
fluvastatin	beta selection	drug-pathway
fluvastatin	positive regulation of substrate adhesion-dependent cell spreading	drug-pathway
fluvastatin	T cell migration	drug-pathway
fluvastatin	regulation of leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	positive regulation of leukotriene production involved in inflammatory response	drug-pathway
fluvastatin	triglyceride mobilization	drug-pathway
fluvastatin	synaptic transmission, cholinergic	drug-pathway
fluvastatin	regulation of amyloid fibril formation	drug-pathway
fluvastatin	negative regulation of interleukin-1 beta production	drug-pathway
fluvastatin	regulation of osteoblast proliferation	drug-pathway
fluvastatin	negative regulation of blood vessel endothelial cell migration	drug-pathway
fluvastatin	negative regulation of endothelial cell migration	drug-pathway
fluvastatin	negative regulation of supramolecular fiber organization	drug-pathway
fluvastatin	membrane invagination	drug-pathway
fluvastatin	cerebral cortex cell migration	drug-pathway
fluvastatin	flagellated sperm motility	drug-pathway
fluvastatin	sperm motility	drug-pathway
fluvastatin	positive regulation of translation	drug-pathway
fluvastatin	negative regulation of vascular wound healing	drug-pathway
fluvastatin	positive regulation of odontoblast differentiation	drug-pathway
fluvastatin	cholesterol storage	drug-pathway
fluvastatin	positive regulation of cholesterol esterification	drug-pathway
fluvastatin	negative regulation of heterotypic cell-cell adhesion	drug-pathway
fluvastatin	receptor catabolic process	drug-pathway
fluvastatin	lysosomal protein catabolic process	drug-pathway
fluvastatin	negative regulation of ATP metabolic process	drug-pathway
fluvastatin	regulation of alpha-beta T cell differentiation	drug-pathway
fluvastatin	regulation of actomyosin structure organization	drug-pathway
fluvastatin	negative regulation of cytokine-mediated signaling pathway	drug-pathway
fluvastatin	modification of synaptic structure	drug-pathway
fluvastatin	positive regulation of T cell migration	drug-pathway
fluvastatin	polarized epithelial cell differentiation	drug-pathway
fluvastatin	establishment of epithelial cell apical/basal polarity	drug-pathway
fluvastatin	negative regulation of cell adhesion molecule production	drug-pathway
fluvastatin	negative regulation of cytokine secretion involved in immune response	drug-pathway
fluvastatin	negative regulation of lipase activity	drug-pathway
fluvastatin	fertilization	drug-pathway
fluvastatin	lipoprotein transport	drug-pathway
fluvastatin	vascular smooth muscle contraction	drug-pathway
fluvastatin	virion assembly	drug-pathway
fluvastatin	morphogenesis of an epithelial sheet	drug-pathway
fluvastatin	sterol catabolic process	drug-pathway
fluvastatin	morphogenesis of an endothelium	drug-pathway
fluvastatin	cell-cell adhesion involved in gastrulation	drug-pathway
fluvastatin	regulation of cell-cell adhesion involved in gastrulation	drug-pathway
fluvastatin	regulation of intestinal cholesterol absorption	drug-pathway
fluvastatin	peptidyl-methionine modification	drug-pathway
fluvastatin	positive regulation of systemic arterial blood pressure	drug-pathway
fluvastatin	locomotory exploration behavior	drug-pathway
fluvastatin	dentinogenesis	drug-pathway
fluvastatin	positive regulation of epithelial cell differentiation	drug-pathway
fluvastatin	positive regulation of T cell differentiation	drug-pathway
fluvastatin	smooth muscle cell-matrix adhesion	drug-pathway
fluvastatin	non-canonical Wnt signaling pathway	drug-pathway
fluvastatin	cleavage furrow formation	drug-pathway
fluvastatin	establishment of epithelial cell polarity	drug-pathway
fluvastatin	regulation of very-low-density lipoprotein particle remodeling	drug-pathway
fluvastatin	negative regulation of cell-matrix adhesion	drug-pathway
fluvastatin	negative regulation of axonogenesis	drug-pathway
fluvastatin	triglyceride-rich lipoprotein particle clearance	drug-pathway
fluvastatin	phosphatidylcholine biosynthetic process	drug-pathway
fluvastatin	cellular response to lipoprotein particle stimulus	drug-pathway
fluvastatin	adrenal gland development	drug-pathway
fluvastatin	chylomicron remodeling	drug-pathway
fluvastatin	positive regulation of superoxide anion generation	drug-pathway
fluvastatin	long-term memory	drug-pathway
fluvastatin	positive regulation of viral process	drug-pathway
fluvastatin	substrate adhesion-dependent cell spreading	drug-pathway
fluvastatin	negative regulation of neuroinflammatory response	drug-pathway
fluvastatin	establishment of tissue polarity	drug-pathway
fluvastatin	negative regulation of cytokine production involved in immune response	drug-pathway
fluvastatin	regulation of phosphatidylcholine catabolic process	drug-pathway
fluvastatin	AMPA glutamate receptor clustering	drug-pathway
fluvastatin	negative regulation of interleukin-1 beta secretion	drug-pathway
fluvastatin	regulation of Cdc42 protein signal transduction	drug-pathway
fluvastatin	negative regulation of response to cytokine stimulus	drug-pathway
fluvastatin	positive regulation of muscle cell apoptotic process	drug-pathway
fluvastatin	organophosphate ester transport	drug-pathway
fluvastatin	lipoprotein biosynthetic process	drug-pathway
fluvastatin	modulation by host of viral process	drug-pathway
fluvastatin	regulation of superoxide anion generation	drug-pathway
fluvastatin	acylglycerol homeostasis	drug-pathway
fluvastatin	triglyceride homeostasis	drug-pathway
fluvastatin	positive regulation of steroid metabolic process	drug-pathway
fluvastatin	regulation of lipoprotein particle clearance	drug-pathway
fluvastatin	positive regulation by host of viral process	drug-pathway
fluvastatin	amyloid fibril formation	drug-pathway
fluvastatin	positive regulation of phagocytosis	drug-pathway
rosuvastatin	HMGCR inhibitor	drug-moa
lovastatin	HMGCR inhibitor	drug-moa
simvastatin	HMGCR inhibitor	drug-moa
fluvastatin	HMGCR inhibitor	drug-moa
