pert	n_reversed_cells	min_score_cell	all_reversed_cells
clarithromycin	3	PC3	PC3, A549, MCF7
cytarabine	3	MCF7	A549, MCF7, VCAP
dactinomycin	3	SKB	SKB, ASC, A549
decitabine	3	NPC	NPC, A549, VCAP
desoximetasone	3	HCC515	PC3, MCF7, HCC515
dextromethorphan	3	PC3	NEU, PC3, PHH
diclofenamide	3	VCAP	A549, PC3, VCAP
dolasetron	3	VCAP	VCAP, A549, PC3
dosulepin	3	MCF7	MCF7, PHH, PC3
doxapram	3	PC3	PC3, MCF7, VCAP
duloxetine	3	NPC	A549, NPC, PHH
enalaprilat	3	MCF7	VCAP, A549, MCF7
eplerenone	3	VCAP	ASC, VCAP, PC3
estradiol-valerate	3	MCF7	MCF7, SKB, ASC
estropipate	3	HCC515	HCC515, A549, PC3
ethisterone	3	VCAP	MCF7, HA1E, VCAP
etodolac	3	PC3	PC3, ASC, HA1E
felbamate	3	VCAP	VCAP, A549, MCF7
finasteride	3	PHH	VCAP, PHH, PC3
fipronil	3	SKB	NPC, SKB, ASC
flucytosine	3	VCAP	PC3, VCAP, MCF7
flunisolide	3	PC3	PC3, SKB, HCC515
fluorometholone	3	A549	PC3, A549, VCAP
galantamine	3	PC3	A549, PC3, HT29
gemcitabine	3	A549	PC3, A549, MCF7
gemfibrozil	3	VCAP	HT29, VCAP, A549
gliquidone	3	NEU	MCF7, HA1E, NEU
granisetron	3	A549	A549, PC3, VCAP
homatropine	3	HT29	A549, PC3, HT29
hydralazine	3	A549	NEU, A549, VCAP
ibudilast	3	VCAP	VCAP, PC3, HCC515
ifenprodil	3	VCAP	VCAP, PC3, MCF7
iloprost	3	MCF7	PC3, MCF7, NPC
ingenol	3	VCAP	VCAP, A375, A549
irinotecan	3	VCAP	VCAP, SKB, HCC515
isocarboxazid	3	PC3	PC3, MCF7, NPC
isotretinoin	3	VCAP	FIBRNPC, VCAP, PHH
ketanserin	3	ASC	ASC, PC3, MCF7
lamivudine	3	VCAP	PC3, VCAP, A549
lapatinib	3	SKB	A549, SKB, PHH
letrozole	3	PC3	MCF7, PC3, A375
levofloxacin	3	A549	MCF7, VCAP, A549
levomepromazine	3	MCF7	SKB, MCF7, HA1E
linezolid	3	NPC	NPC, A549, ASC
losartan	3	PC3	SKB, MCF7, PC3
mafenide	3	VCAP	VCAP, PC3, A549
masitinib	3	SKB	SKB, PC3, NPC
medrysone	3	A549	VCAP, HCC515, A549
mefloquine	3	VCAP	VCAP, MCF7, PC3
mephentermine	3	PHH	PC3, PHH, ASC
metoclopramide	3	ASC	ASC, PC3, MCF7
metyrapone	3	MCF7	A549, MCF7, VCAP
mianserin	3	A549	A549, SKB, MCF7
midodrine	3	MCF7	SKB, PC3, MCF7
midostaurin	3	ASC	PC3, ASC, MCF7
moexipril	3	A549	MCF7, A549, PC3
molsidomine	3	A549	A549, ASC, VCAP
moxonidine	3	NEU	MCF7, PC3, NEU
nabumetone	3	PC3	A549, PC3, A375
naftifine	3	PC3	A549, PC3, HCC515
naftopidil	3	PC3	VCAP, PC3, A549
nelfinavir	3	NPC	NPC, VCAP, A549
neratinib	3	VCAP	MCF7, HCC515, VCAP
nevirapine	3	PC3	PC3, A549, VCAP
nicorandil	3	MCF7	A549, MCF7, PC3
nimesulide	3	HCC515	HCC515, A549, NPC
norepinephrine	3	NPC	VCAP, NPC, MCF7
olmesartan	3	A549	A549, MCF7, PC3
olopatadine	3	PC3	VCAP, PC3, A549
ondansetron	3	MCF7	MCF7, PC3, VCAP
pantoprazole	3	NPC	MCF7, NPC, PC3
parachlorophenol	3	A549	A549, NPC, PC3
pefloxacin	3	MCF7	PC3, A549, MCF7
pentoxifylline	3	PHH	MCF7, PHH, VCAP
pheniramine	3	SKB	ASC, PHH, SKB
phentolamine	3	VCAP	VCAP, SKB, PC3
physostigmine	3	HA1E	ASC, VCAP, HA1E
pindolol	3	PHH	PHH, A549, HA1E
piperidolate	3	PC3	ASC, A549, PC3
pirenzepine	3	HCC515	ASC, MCF7, HCC515
piroxicam	3	PC3	HCC515, HA1E, PC3
pravastatin	3	FIBRNPC	NEU, PHH, FIBRNPC
prednisone	3	HA1E	HA1E, PHH, PC3
primidone	3	MCF7	MCF7, A549, PHH
procarbazine	3	SKB	SKB, VCAP, A549
prochlorperazine	3	HCC515	PC3, VCAP, HCC515
propranolol	3	PC3	PC3, MCF7, VCAP
protriptyline	3	PHH	PC3, PHH, ASC
quetiapine	3	A549	HCC515, MCF7, A549
quinapril	3	MCF7	VCAP, HA1E, MCF7
raclopride	3	SKB	SKB, A549, PC3
rifabutin	3	PC3	PC3, A549, VCAP
riluzole	3	NEU	NEU, NPC, PC3
rosmarinic-acid	3	PHH	A549, PHH, MCF7
sertaconazole	3	PC3	A549, MCF7, PC3
sitagliptin	3	PC3	ASC, NEU, PC3
sotalol	3	HT29	HT29, MCF7, VCAP
spironolactone	3	VCAP	PC3, VCAP, HA1E
sulindac	3	NPC	NPC, NEU, VCAP
tacrine	3	MCF7	A549, MCF7, VCAP
tacrolimus	3	MCF7	MCF7, HA1E, NEU
tadalafil	3	A549	SKB, A549, MCF7
talipexole	3	MCF7	NPC, MCF7, VCAP
talniflumate	3	ASC	ASC, NPC, A549
tamibarotene	3	NPC	NPC, SKB, VCAP
telmisartan	3	HCC515	HCC515, ASC, SKB
terconazole	3	VCAP	VCAP, PC3, MCF7
thiothixene	3	HA1E	HA1E, HCC515, ASC
tiagabine	3	A549	MCF7, A549, PC3
tocainide	3	PC3	HA1E, PC3, MCF7
tubocurarine	3	A549	SKB, A549, MCF7
urapidil	3	A549	MCF7, A549, PC3
vinpocetine	3	A549	A549, MCF7, HA1E
voriconazole	3	A549	PC3, A549, NPC
acarbose	2	PHH	VCAP, PHH
acitretin	2	FIBRNPC	FIBRNPC, PC3
ambroxol	2	HCC515	HCC515, PC3
amlexanox	2	MCF7	PC3, MCF7
anastrozole	2	A549	VCAP, A549
argatroban	2	PC3	A549, PC3
axitinib	2	ASC	NEU, ASC
azithromycin	2	MCF7	MCF7, VCAP
benidipine	2	MCF7	A549, MCF7
bethanechol	2	VCAP	PC3, VCAP
bifonazole	2	VCAP	PC3, VCAP
buflomedil	2	A549	VCAP, A549
captopril	2	VCAP	VCAP, MCF7
carbidopa	2	VCAP	MCF7, VCAP
carvedilol	2	MCF7	MCF7, ASC
cefazolin	2	VCAP	VCAP, PC3
cetirizine	2	PC3	ASC, PC3
chloramphenicol	2	MCF7	VCAP, MCF7
cilostazol	2	PHH	PHH, PC3
ciprofibrate	2	A549	PHH, A549
clebopride	2	A375	A549, A375
clemastine	2	PHH	PHH, HA1E
clopidogrel	2	PC3	VCAP, PC3
clotrimazole	2	MCF7	VCAP, MCF7
cyproheptadine	2	VCAP	VCAP, MCF7
didanosine	2	PC3	A549, PC3
digoxin	2	PHH	ASC, PHH
dihydroergotamine	2	HT29	HT29, VCAP
diphenhydramine	2	A549	PC3, A549
disulfiram	2	MCF7	VCAP, MCF7
dobutamine	2	MCF7	MCF7, HA1E
escitalopram	2	MCF7	MCF7, PC3
esmolol	2	MCF7	A549, MCF7
everolimus	2	A549	NEU, A549
famotidine	2	PC3	A549, PC3
flecainide	2	PHH	ASC, PHH
floxuridine	2	A549	A549, VCAP
flumazenil	2	VCAP	PHH, VCAP
fluocinonide	2	PC3	VCAP, PC3
fosinopril	2	VCAP	VCAP, PC3
gabexate	2	PC3	PHH, PC3
gestrinone	2	PC3	PC3, VCAP
glycopyrrolate	2	VCAP	PC3, VCAP
guanfacine	2	MCF7	ASC, MCF7
haloperidol	2	A549	HA1E, A549
hexylcaine	2	A549	A549, VCAP
homoharringtonine	2	HA1E	ASC, HA1E
irbesartan	2	MCF7	PC3, MCF7
itopride	2	VCAP	VCAP, MCF7
ketoconazole	2	MCF7	MCF7, VCAP
lamotrigine	2	NPC	NEU, NPC
lansoprazole	2	NEU	NPC, NEU
latanoprost	2	PC3	PC3, MCF7
levetiracetam	2	A549	A549, MCF7
levocetirizine	2	PC3	PC3, A549
lobeline	2	PC3	MCF7, PC3
lofepramine	2	PC3	PC3, MCF7
lofexidine	2	MCF7	PC3, MCF7
lypressin	2	VCAP	ASC, VCAP
maraviroc	2	MCF7	MCF7, VCAP
meloxicam	2	MCF7	HCC515, MCF7
memantine	2	PC3	VCAP, PC3
mephenytoin	2	VCAP	VCAP, HT29
mercaptopurine	2	VCAP	MCF7, VCAP
methylene-blue	2	HCC515	HA1E, HCC515
methylprednisolone	2	A549	A549, VCAP
methysergide	2	PC3	PHH, PC3
metronidazole	2	VCAP	VCAP, A549
montelukast	2	A549	A549, MCF7
nicergoline	2	MCF7	MCF7, ASC
nicotinamide	2	VCAP	VCAP, PC3
nicotine	2	HT29	HT29, MCF7
niflumic-acid	2	VCAP	MCF7, VCAP
nisoldipine	2	A549	VCAP, A549
norethindrone	2	VCAP	VCAP, PC3
ouabain	2	ASC	PHH, ASC
oxiconazole	2	MCF7	MCF7, VCAP
oxybutynin	2	PC3	PC3, MCF7
oxyphenonium	2	PC3	PC3, VCAP
pancuronium	2	MCF7	VCAP, MCF7
parecoxib	2	PC3	PC3, MCF7
pargyline	2	PC3	SKB, PC3
perospirone	2	MCF7	PC3, MCF7
pitavastatin	2	A549	MCF7, A549
pizotifen	2	VCAP	VCAP, HA1E
primaquine	2	PHH	SKB, PHH
probenecid	2	MCF7	VCAP, MCF7
profenamine	2	A549	A549, A375
pyrvinium-pamoate	2	MCF7	HA1E, MCF7
quinethazone	2	MCF7	MCF7, A549
rabeprazole	2	MCF7	PC3, MCF7
repaglinide	2	MCF7	MCF7, PC3
riboflavin	2	VCAP	HCC515, VCAP
rifaximin	2	MCF7	MCF7, A549
ritonavir	2	MCF7	MCF7, VCAP
ropivacaine	2	VCAP	A549, VCAP
selegiline	2	A549	A549, PC3
stiripentol	2	MCF7	VCAP, MCF7
sulfasalazine	2	MCF7	PC3, MCF7
sumatriptan	2	PC3	A549, PC3
synephrine	2	VCAP	A549, VCAP
teniposide	2	HCC515	MCF7, HCC515
terbinafine	2	VCAP	A549, VCAP
terbutaline	2	PC3	PC3, VCAP
thiostrepton	2	A549	A549, ASC
tibolone	2	MCF7	MCF7, PC3
tizanidine	2	PC3	MCF7, PC3
tolbutamide	2	PC3	HCC515, PC3
tolterodine	2	A549	MCF7, A549
torasemide	2	A549	A549, MCF7
triclabendazole	2	MCF7	MCF7, A549
trimebutine	2	PC3	MCF7, PC3
triprolidine	2	VCAP	VCAP, PC3
ubenimex	2	VCAP	ASC, VCAP
vardenafil	2	PHH	A549, PHH
zileuton	2	PC3	VCAP, PC3
SN-38	1	A549	A549
abiraterone	1	MCF7	MCF7
acebutolol	1	VCAP	VCAP
acyclovir	1	VCAP	VCAP
alfacalcidol	1	MCF7	MCF7
aripiprazole	1	VCAP	VCAP
atracurium	1	PC3	PC3
auranofin	1	PC3	PC3
azelastine	1	A549	A549
balsalazide	1	MCF7	MCF7
bimatoprost	1	PC3	PC3
bosentan	1	PC3	PC3
carmofur	1	A549	A549
cromoglicic-acid	1	VCAP	VCAP
dapsone	1	PC3	PC3
deferiprone	1	PC3	PC3
desloratadine	1	MCF7	MCF7
digitoxin	1	ASC	ASC
domperidone	1	PHH	PHH
doxazosin	1	PC3	PC3
edaravone	1	MCF7	MCF7
entacapone	1	VCAP	VCAP
eprosartan	1	VCAP	VCAP
exemestane	1	VCAP	VCAP
flavoxate	1	VCAP	VCAP
flubendazole	1	MCF7	MCF7
ganciclovir	1	VCAP	VCAP
gefitinib	1	SKB	SKB
griseofulvin	1	MCF7	MCF7
idebenone	1	A549	A549
indinavir	1	A549	A549
lacidipine	1	MCF7	MCF7
levonorgestrel	1	PC3	PC3
lomerizine	1	A549	A549
loratadine	1	MCF7	MCF7
loteprednol	1	MCF7	MCF7
loxapine	1	A549	A549
medroxyprogesterone	1	VCAP	VCAP
mepivacaine	1	MCF7	MCF7
mesalazine	1	MCF7	MCF7
mestinon	1	VCAP	VCAP
methazolamide	1	VCAP	VCAP
methimazole	1	VCAP	VCAP
methocarbamol	1	SKB	SKB
miglitol	1	VCAP	VCAP
mupirocin	1	VCAP	VCAP
ofloxacin	1	MCF7	MCF7
olanzapine	1	VCAP	VCAP
olaparib	1	VCAP	VCAP
orlistat	1	MCF7	MCF7
phenytoin	1	MCF7	MCF7
phloretin	1	A549	A549
pilocarpine	1	PC3	PC3
pramipexole	1	PC3	PC3
prilocaine	1	VCAP	VCAP
pyrazinamide	1	MCF7	MCF7
ribavirin	1	MCF7	MCF7
rifapentine	1	PC3	PC3
rivaroxaban	1	VCAP	VCAP
safinamide	1	A549	A549
sildenafil	1	PHH	PHH
terazosin	1	PC3	PC3
tetracycline	1	MCF7	MCF7
topiramate	1	A549	A549
vidarabine	1	MCF7	MCF7
vindesine	1	A549	A549
vinorelbine	1	VCAP	VCAP
zidovudine	1	MCF7	MCF7
