Description	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	up_aggregated_RNAseq_0.8	up_aggregated_RNAseq_DE	up_aggregated_RNAseq
antigen processing and presentation of exogenous peptide antigen via MHC class II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0034965034965034965	NA	NA	NA	NA	0.0035012939564621707	0.0035012939564621707	NA	NA	NA	NA	NA	NA	0.020618556701030927	NA	NA
antigen processing and presentation of peptide antigen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006160506160506161	NA	NA	NA	NA	0.007154818084944436	0.007154818084944436	NA	NA	NA	NA	NA	NA	NA	0.010149253731343283	NA
antigen processing and presentation of peptide antigen via MHC class I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006567164179104477	NA
antigen processing and presentation of peptide antigen via MHC class Ib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
antigen processing and presentation of peptide antigen via MHC class II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003663003663003663	NA	NA	NA	NA	0.0038057543005023597	0.0038057543005023597	NA	NA	NA	NA	NA	NA	0.020618556701030927	NA	NA
antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0038295038295038295	NA	NA	NA	NA	0.004110214644542549	0.004110214644542549	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.005970149253731343	NA
antigen processing and presentation via MHC class Ib	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
antigen receptor-mediated signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023283582089552238	NA
antimicrobial humoral immune response mediated by antimicrobial peptide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013134328358208954	NA
antimicrobial humoral response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017313432835820895	NA
antiviral innate immune response	0.0054694621695533276	0.0054694621695533276	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005444081505677399	0.006241437052823869	NA	0.00549278091650973	0.006512637618235386	0.005827505827505828	NA	0.0063119927862939585	NA	0.004766655581421128	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00955223880597015	NA
apoptotic cell clearance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004306907002711757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
apoptotic mitochondrial changes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008077748327653667	0.009102322661644695	NA	0.008824508824508824	0.008980029486663986	0.010099188458070334	0.00925187430212155	0.008203081698259616	NA	NA	NA	NA	NA	NA	0.008607594936708861	0.00938492636442391	0.030927835051546393	0.011940298507462687	0.041237113402061855
aromatic amino acid family catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
aromatic amino acid transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	NA
Arp2/3 complex-mediated actin nucleation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043552652045419195	NA	NA	NA	NA	NA	NA	NA	0.004625937151060775	NA	NA	NA	NA	NA	0.003938299967180834	NA	NA	NA	NA	NA	NA
artery development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011343283582089553	NA
artery morphogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
associative learning	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	NA	NA
astral microtubule organization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014718869590815426	NA	NA	NA	NA	0.0015506280043417584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
astrocyte activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
astrocyte cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
astrocyte development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.007164179104477612	NA
astrocyte differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.011940298507462687	NA
asymmetric cell division	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002233211038443133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP biosynthetic process	NA	NA	NA	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	0.013315579227696404	NA	NA	NA	NA	NA	NA	NA	NA	0.009248090068355449	0.011000901713255185	0.010847025043866646	0.007870524332113956	NA	NA	NA	NA	0.007767202713051089	NA	0.008860759493670886	0.010828761189719895	NA	NA	NA
ATP synthesis coupled electron transport	NA	NA	NA	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.014203284509542832	0.007693232359658613	NA	0.008243894851454348	NA	0.007699103874794901	NA	NA	NA	0.00938212035920118	0.011361587015329125	0.010208964747168607	0.007648819421350183	NA	NA	NA	NA	0.007876599934361668	NA	0.008607594936708861	0.010828761189719895	NA	NA	NA
attachment of mitotic spindle microtubules to kinetochore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0026505111700113595	NA	0.002791130407815165	NA	NA	NA	NA	0.002660458929165281	NA	NA	NA	NA	0.002625533311453889	NA	NA	NA	NA	NA	NA
attachment of spindle microtubules to kinetochore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005301022340022719	NA	0.005737323616064506	NA	0.0053612116338292454	NA	NA	0.005210065402948675	NA	NA	NA	NA	0.005360463844218357	NA	NA	NA	NA	NA	NA
autonomic nervous system development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	NA
autophagosome assembly	0.01109085384381647	0.01109085384381647	NA	NA	NA	NA	NA	NA	NA	0.009856953960812598	NA	0.011199253383107793	0.00974273100928604	0.011611763221002146	0.01051475204017577	NA	0.010156510156510156	NA	NA	0.011963630563088213	0.010752688172043012	0.009894961181306134	0.009894961181306134	NA	NA	NA	0.009489254814401339	NA	NA	NA	NA	NA
autophagosome maturation	0.005773321178972957	0.005773321178972957	NA	NA	NA	NA	NA	NA	NA	0.005649717514124294	NA	0.007310623736195365	NA	0.00605831124574025	0.006591337099811676	NA	0.00715950715950716	NA	NA	0.007178178337852927	0.005542622769094336	0.005936976708783681	0.005936976708783681	NA	NA	0.0051416694015972	NA	NA	NA	NA	NA	NA
autophagosome organization	0.011698571862655728	0.011698571862655728	NA	NA	NA	NA	NA	NA	NA	0.01033778098329126	NA	0.011976979312490279	NA	0.0121166224914805	0.010828625235404897	NA	0.010822510822510822	NA	NA	0.01244217578561174	0.01141780290433433	0.010503881869386512	0.010503881869386512	NA	NA	0.009517558254020347	0.00990789840915434	NA	NA	NA	NA	NA
autophagy of mitochondrion	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009135713427094603	NA	NA	NA	0.009844755774327906	NA	NA	NA	0.008845999195818254	NA	0.011166055192215665	0.009755016073606031	NA	NA	NA	NA	NA	NA	NA	0.009962460294542305	NA	NA	NA
autophagy of peroxisome	NA	NA	NA	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	0.0039946737683089215	NA	NA	NA	NA	0.0017670074466742396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
axo-dendritic transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006815600151457781	0.007532956685499058	NA	NA	NA	NA	0.007497208486201946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
axon extension	0.009115770282588878	0.009115770282588878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01253731343283582	NA
axon extension involved in axon guidance	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007164179104477612	NA
axonal transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005649717514124294	NA	NA	NA	0.005679666792881484	0.006434400502197113	NA	NA	NA	NA	0.00622108789280587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
axonogenesis involved in innervation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0023880597014925373	NA
B cell activation involved in immune response	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011940298507462687	NA
B cell apoptotic process	NA	NA	NA	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	0.004882379050155349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	0.020618556701030927
B cell differentiation	NA	NA	NA	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	NA	NA	NA	NA	0.010728259497665026	NA	NA	NA	0.011124514140195683	NA	NA	0.010530983261279237	NA	NA	NA	NA	NA	NA	NA	NA	0.03608247422680412	0.021492537313432834	NA
B cell homeostasis	0.0036463081130355514	0.0036463081130355514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003653524128482265	0.0036602297109680675	NA	NA	0.003663003663003663	NA	NA	NA	0.003436426116838488	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.005373134328358209	0.030927835051546393
B cell mediated immunity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.013153513153513154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02507462686567164	NA
B cell proliferation	NA	NA	NA	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	0.012427873945849977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006983704689058862	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.016119402985074627	0.041237113402061855
B cell receptor signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393
barbed-end actin filament capping	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002644268159900451	NA	NA	0.002824858757062147	NA	0.0028305028305028305	NA	NA	0.0027117562609666615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
base conversion or substitution editing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004776119402985075	NA
base-excision repair	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004496821212591099	NA	0.00469106017960059	0.004688908926961226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
biological process involved in interaction with host	0.01564873898511091	0.01564873898511091	NA	NA	NA	NA	NA	NA	NA	0.015386464719317226	NA	0.01773215118992067	NA	0.01476713366149186	0.01647834274952919	NA	0.018648018648018648	NA	0.01587015329125338	0.016589567714148986	0.014743376565790932	0.0162886284061501	0.0162886284061501	NA	NA	NA	NA	NA	0.015882183078255847	NA	NA	0.05154639175257732
biological process involved in interaction with symbiont	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010008831321754489	NA	NA	0.00946611132146914	NA	NA	NA	NA	NA	0.010368479821343117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01253731343283582	NA
biomineral tissue development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017313432835820895	NA
blastocyst development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010389207629089781	NA	0.008980029486663986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastocyst formation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004121283485428319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastocyst growth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0031012560086835167	NA	0.0022785149443774293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blood vessel endothelial cell migration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04639175257731959	0.01671641791044776	0.07216494845360824
blood vessel endothelial cell proliferation involved in sprouting angiogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
BMP signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016119402985074627	NA
bone cell development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002197112366603892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
bone mineralization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015522388059701492	NA
branch elongation of an epithelium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
branching involved in mammary gland duct morphogenesis	0.002582801580066849	0.002582801580066849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
branching morphogenesis of an epithelial tube	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018507462686567163	NA
C-X-C chemokine receptor CXCR4 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010309278350515464	NA	0.020618556701030927
calcium import into the mitochondrion	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001998001998001998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
canonical inflammasome complex assembly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003912659346207245	NA	NA	NA	NA	NA	0.003987876854362737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carbohydrate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015313447120752912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carbohydrate catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014136059573393917	NA	NA	NA	NA	NA	0.016908597862498004	0.013634852011972065	NA	NA	NA	NA	NA	NA	NA	NA	0.05154639175257732	NA	0.07216494845360824
carbohydrate derivative catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021492537313432834	NA
carbohydrate phosphorylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0025247971145175834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
carbohydrate transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393	NA	0.061855670103092786
carbohydrate transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061855670103092786
cardiac muscle cell apoptotic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004162504162504163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030927835051546393
cardiac muscle tissue regeneration	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001791044776119403	NA
cardiac neural crest cell development involved in heart development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
cardiac neural crest cell development involved in outflow tract morphogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029850746268656717	0.020618556701030927
cardiac neural crest cell differentiation involved in heart development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0032455824017309774	NA	0.0035775392751594337	NA	NA	0.0036095417451349654	NA	NA	0.0036188178528347406	0.003967538322813345	NA	NA	NA	NA	0.0036590943741423997	0.0036590943741423997	NA	0.003907340217694669	NA	NA	0.015463917525773196	0.006567164179104477	0.030927835051546393
CD4-positive, alpha-beta T cell activation	0.010938924339106655	0.010938924339106655	0.011378366700273658	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.017310252996005325	0.01009736747205193	0.011775095672652341	0.011665888940737284	NA	0.009844755774327906	0.011142498430634024	0.01193983563343154	0.012654012654012654	0.010990483849349954	0.011361587015329125	NA	0.010752688172043012	NA	NA	0.011434669919195	0.011434669919195	NA	0.012419759977672341	0.01050632911392405	NA	NA	0.029850746268656716	NA
CD4-positive, alpha-beta T cell cytokine production	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0024975024975024975	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0020932179737650014	NA	NA	NA	0.006567164179104477	NA
CD4-positive, alpha-beta T cell differentiation	0.009419629292008508	0.009419629292008508	0.008785827452110038	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.013759431868619618	0.00865488640461594	0.00971445392993818	0.009643801524342821	NA	0.007951533510034078	0.009259259259259259	0.01007908202822143	0.010156510156510156	0.00938212035920118	0.009738503155996394	NA	0.008424786609023389	NA	NA	0.009910047263302333	0.009910047263302333	NA	0.009768350544236673	NA	NA	0.02577319587628866	0.02626865671641791	NA
CD4-positive, alpha-beta T cell differentiation involved in immune response	0.007900334244910361	0.007900334244910361	NA	0.010652463382157125	0.010652463382157125	0.010652463382157125	0.010652463382157125	0.010652463382157125	0.010652463382157125	0.006851785070320952	0.00794818957904033	0.00808834966557785	0.0074592784289846245	NA	0.007689893283113622	0.008373391223445496	0.008658008658008658	0.007639726578206675	0.00793507664562669	NA	0.006761999778295089	NA	NA	0.008385424607409667	0.008385424607409667	NA	0.008651967624895339	NA	NA	NA	0.022686567164179106	NA
CD4-positive, alpha-beta T cell lineage commitment	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0032664489034064394	NA	NA	0.003138731952291274	NA	NA	0.003350757271143278	0.0036068530207394047	NA	NA	NA	NA	NA	NA	NA	0.0033491487580240022	NA	NA	NA	0.005970149253731343	NA
CD4-positive, alpha-beta T cell proliferation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0021061966522558473	NA	NA	NA	NA	NA	0.0023723137036003347	NA	NA	NA	0.00417910447761194	NA
CD40 signaling pathway	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0018832391713747645	0.002015816405644286	NA	NA	0.002164111812443643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
CD8-positive, alpha-beta T cell activation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005970149253731343	NA
CD8-positive, alpha-beta T cell differentiation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0014410819199645272	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003582089552238806	NA
CDP-diacylglycerol biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013302294645826404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDP-diacylglycerol metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013302294645826404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cell adhesion mediated by integrin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010149253731343283	0.041237113402061855
cell cycle DNA replication	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005737323616064506	NA	0.005495241924674977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cell cycle G2/M phase transition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012369052126719677	NA	0.014730966041246706	NA	0.013805119957110307	NA	NA	0.012082917636625652	NA	NA	NA	NA	0.013018269335958867	0.012838403572425341	NA	NA	0.041237113402061855	NA	NA
cell differentiation involved in kidney development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008955223880597015	0.030927835051546393
cell differentiation involved in metanephros development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00417910447761194	NA
cell maturation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041237113402061855	0.018507462686567163	0.05154639175257732
cell migration involved in sprouting angiogenesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00835820895522388	NA
cell proliferation involved in kidney development	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.020618556701030927	0.00417910447761194	0.030927835051546393
