pert	n_reversed_cells	min_score_cell	all_reversed_cells
venlafaxine	6	PHH	ASC, PC3, SKB, HA1E, PHH, NPC
vorinostat	6	VCAP	PHH, HEK293T, VCAP, HCC515, NOMO1, FIBRNPC
yohimbine	6	HA1E	PHH, NPC, HA1E, ASC, A375, MCF7
acamprosate	5	NPC	ASC, MCF7, NPC, PC3, A549
amiloride	5	PHH	A375, NPC, VCAP, PHH, ASC
amisulpride	5	MCF7	A375, A549, VCAP, PC3, MCF7
amsacrine	5	PC3	ASC, MCF7, NPC, HCC515, PC3
anagrelide	5	PC3	A549, PC3, NPC, HA1E, VCAP
axitinib	5	A549	A549, NPC, PC3, NEU, VCAP
azasetron	5	ASC	NPC, PHH, ASC, HCC515, A549
azathioprine	5	HT29	HT29, MCF7, VCAP, PC3, HA1E
benzydamine	5	PHH	PC3, MCF7, PHH, HCC515, NPC
benzylpenicillin	5	SKB	PHH, SKB, VCAP, HCC515, ASC
bepridil	5	A549	A549, ASC, NEU, MCF7, PC3
betahistine	5	NPC	HCC515, NPC, PC3, VCAP, MCF7
bisoprolol	5	HCC515	HCC515, PHH, SKB, VCAP, A549
brinzolamide	5	HCC515	PHH, SKB, HCC515, VCAP, NPC
butoconazole	5	VCAP	PC3, MCF7, VCAP, HCC515, HA1E
calcipotriol	5	VCAP	PC3, A375, VCAP, MCF7, HA1E
capecitabine	5	PC3	MCF7, NPC, PC3, VCAP, ASC
carbetocin	5	NEU	NPC, NEU, A549, PC3, VCAP
carbidopa	5	PC3	PC3, A549, NPC, NKDBA, VCAP
carteolol	5	SKB	ASC, PC3, A549, PHH, SKB
chloroxine	5	HA1E	VCAP, PC3, ASC, HA1E, NPC
chlorprothixene	5	MCF7	HCC515, MCF7, HA1E, ASC, A549
dantrolene	5	A549	HCC515, NPC, PC3, A549, PHH
digoxin	5	PC3	PC3, PHH, ASC, HA1E, MCF7
diltiazem	5	PC3	PC3, NPC, SKB, ASC, MCF7
dipivefrine	5	A375	HA1E, MCF7, PC3, VCAP, A375
disopyramide	5	HCC515	VCAP, PC3, NPC, HCC515, HA1E
dobutamine	5	SKB	VCAP, SKB, NPC, MCF7, A549
doxercalciferol	5	A549	SKB, A549, MCF7, VCAP, NPC
econazole	5	PC3	ASC, HA1E, MCF7, PC3, A549
eplerenone	5	ASC	NPC, PC3, ASC, HCC515, A549
equol	5	MCF7	PC3, HA1E, HEPG2, MCF7, A375
erythromycin	5	PC3	PHH, PC3, NPC, HCC515, SKB
ethinyl-estradiol	5	VCAP	MCF7, VCAP, HA1E, HT29, PC3
etilefrine	5	A549	MCF7, A375, A549, VCAP, HA1E
etodolac	5	PC3	A549, SKB, PC3, VCAP, NEU
exemestane	5	PHH	PHH, VCAP, ASC, PC3, SKB
ezetimibe	5	VCAP	SKB, ASC, PC3, VCAP, A549
febuxostat	5	PHH	SKB, MCF7, VCAP, PHH, HA1E
fenofibrate	5	A549	VCAP, MCF7, A549, NPC, SKB
fenoldopam	5	SKB	NPC, PHH, SKB, A549, VCAP
finasteride	5	A549	ASC, A549, HCC515, NPC, PC3
flavoxate	5	A549	A549, VCAP, PHH, NPC, HA1E
flunisolide	5	PC3	VCAP, ASC, HCC515, A549, PC3
galantamine	5	PC3	A375, MCF7, PC3, HT29, HA1E
hexylcaine	5	HCC515	SKB, PC3, HCC515, VCAP, A549
hydralazine	5	VCAP	SKB, VCAP, A549, HA1E, NPC
iloperidone	5	ASC	NEU, PHH, A549, ASC, MCF7
imiquimod	5	A375	VCAP, NEU, HA1E, A375, NPC
ingenol	5	A375	A375, PC3, HT29, A549, VCAP
irsogladine	5	ASC	VCAP, MCF7, ASC, HCC515, A549
lenalidomide	5	MCF7	SKB, NEU, MCF7, PC3, VCAP
levonorgestrel	5	VCAP	HCC515, VCAP, NEU, NPC, ASC
lidoflazine	5	A549	MCF7, NPC, A549, NEU, HCC515
linezolid	5	NPC	ASC, VCAP, NEU, NPC, PC3
lisuride	5	PC3	NPC, NEU, PC3, A549, ASC
lonidamine	5	HCC515	HCC515, NPC, A549, VCAP, ASC
loxapine	5	NEU	A549, MCF7, NEU, VCAP, HCC515
mepacrine	5	HA1E	A549, PC3, HA1E, MCF7, HCC515
mepyramine	5	VCAP	PHH, HCC515, HA1E, VCAP, NPC
mestranol	5	PC3	PHH, A549, HA1E, PC3, NPC
methantheline	5	ASC	ASC, PHH, NPC, A549, MCF7
methoxsalen	5	A375	A549, A375, MCF7, VCAP, PC3
metixene	5	A375	MCF7, A375, A549, PC3, VCAP
metoprolol	5	PC3	PC3, MCF7, SKB, NPC, PHH
midostaurin	5	A549	PC3, PHH, A549, VCAP, ASC
milrinone	5	HA1E	HCC515, HA1E, VCAP, ASC, A549
moxifloxacin	5	NPC	VCAP, PHH, NEU, NPC, A549
nabumetone	5	A375	PC3, A375, MCF7, VCAP, HT29
nateglinide	5	NPC	NPC, HCC515, PHH, A549, SKB
nelfinavir	5	A549	A549, NEU, VCAP, ASC, PHH
neratinib	5	MCF10A	PC3, HS578T, HT29, A549, MCF10A
nicotinamide	5	MCF7	A549, FIBRNPC, MCF7, PC3, VCAP
nifedipine	5	VCAP	HA1E, PHH, A549, ASC, VCAP
norepinephrine	5	MCF7	NEU, NPC, VCAP, MCF7, PC3
norgestrel	5	HA1E	HCC515, VCAP, HA1E, ASC, PC3
olaparib	5	VCAP	MDAMB231, HS578T, BT20, VCAP, SKBR3
orphenadrine	5	PHH	MCF7, SKB, A549, NPC, PHH
oxibendazole	5	PC3	PC3, SKB, VCAP, HCC515, HA1E
oxymetazoline	5	VCAP	VCAP, ASC, MCF7, NPC, A549
perindopril	5	PC3	PC3, MCF7, HA1E, SKB, PHH
perphenazine	5	NPC	NPC, MCF7, VCAP, PC3, HCC515
pinacidil	5	PC3	PC3, PHH, SKB, NPC, HCC515
piretanide	5	A549	NPC, PC3, A549, VCAP, MCF7
prazosin	5	MCF7	A549, HCC515, MCF7, ASC, HA1E
pregnenolone	5	SKB	FIBRNPC, SKB, ASC, NPC, A549
primaquine	5	A549	SKB, VCAP, A549, ASC, MCF7
primidone	5	MCF7	ASC, VCAP, MCF7, HA1E, HCC515
proguanil	5	MCF7	HA1E, NPC, MCF7, PHH, VCAP
raclopride	5	PC3	MCF7, PC3, NEU, HA1E, VCAP
raltitrexed	5	NEU	A549, MCF7, NEU, PC3, SKB
ranolazine	5	PC3	ASC, PHH, NPC, PC3, VCAP
rosmarinic-acid	5	VCAP	SKB, PHH, A549, VCAP, NPC
saquinavir	5	A549	ASC, MCF7, PC3, A549, PHH
sertaconazole	5	A549	ASC, PC3, A549, MCF7, HA1E
sildenafil	5	VCAP	NKDBA, PHH, PC3, HA1E, VCAP
somatostatin	5	VCAP	SKB, PC3, A549, VCAP, NPC
spiperone	5	HA1E	FIBRNPC, SKB, HA1E, ASC, A549
tacrolimus	5	NPC	VCAP, MCF7, ASC, NPC, PHH
talniflumate	5	PHH	PHH, HCC515, VCAP, NPC, MCF7
telmisartan	5	HCC515	NEU, HCC515, A549, HA1E, VCAP
terconazole	5	SKB	A549, NEU, MCF7, PC3, SKB
terguride	5	PHH	MCF7, PHH, ASC, NPC, SKB
ticlopidine	5	PC3	PHH, ASC, HCC515, PC3, SKB
tivozanib	5	A375	HA1E, HT29, A375, VCAP, MCF10A
triclosan	5	HA1E	PHH, MCF7, HA1E, A549, HCC515
triprolidine	5	HA1E	VCAP, HT29, PC3, A375, HA1E
tubocurarine	5	PC3	A549, ASC, PC3, NPC, VCAP
ubenimex	5	MCF7	VCAP, MCF7, ASC, A549, NPC
vinorelbine	5	PHH	ASC, A549, PHH, MCF7, VCAP
voriconazole	5	A549	PC3, A549, SKB, ASC, NPC
zolmitriptan	5	HCC515	A549, ASC, NPC, HCC515, PC3
acepromazine	4	ASC	ASC, A549, PC3, NPC
atovaquone	4	A549	A549, VCAP, MCF7, PC3
belinostat	4	VCAP	ASC, A549, VCAP, NPC
bifonazole	4	A549	A549, PC3, MCF7, VCAP
capsaicin	4	NPC	PC3, NEU, NPC, MCF7
cefdinir	4	MCF7	PC3, VCAP, A549, MCF7
cilostazol	4	ASC	ASC, A549, VCAP, HA1E
cladribine	4	VCAP	A549, VCAP, MCF7, PC3
clofazimine	4	A549	VCAP, MCF7, PC3, A549
clofibrate	4	VCAP	PC3, NPC, HA1E, VCAP
cyclopentolate	4	PHH	MCF7, PC3, PHH, HCC515
cytarabine	4	VCAP	A549, PC3, MCF7, VCAP
danazol	4	MCF7	ASC, MCF7, VCAP, HA1E
decitabine	4	FIBRNPC	FIBRNPC, NEU, NPC, SKB
desipramine	4	ASC	SKB, MCF7, HA1E, ASC
desloratadine	4	A549	MCF7, A549, VCAP, PC3
dilazep	4	A549	VCAP, A549, A375, PC3
dopamine	4	FIBRNPC	FIBRNPC, MCF7, VCAP, ASC
doxapram	4	PC3	A549, VCAP, MCF7, PC3
dydrogesterone	4	A549	A549, SKB, NPC, HCC515
etacrynic-acid	4	PC3	PC3, MCF7, VCAP, A549
etoposide	4	VCAP	NPC, VCAP, A549, MCF7
everolimus	4	PC3	PC3, NPC, PHH, ASC
fasudil	4	HCC515	HCC515, MCF7, SKB, A549
felbamate	4	SKB	HA1E, NPC, SKB, A549
floxuridine	4	A549	NPC, PC3, A549, VCAP
flubendazole	4	VCAP	VCAP, A549, MCF7, PC3
fludroxycortide	4	ASC	VCAP, ASC, PC3, A549
flumazenil	4	MCF7	VCAP, MCF7, HA1E, A549
haloperidol	4	MCF7	A375, VCAP, MCF7, HA1E
homochlorcyclizine	4	PC3	HT29, HA1E, A549, PC3
ibudilast	4	HCC515	A549, NPC, HCC515, VCAP
ibuprofen	4	MCF7	A375, A549, HT29, MCF7
idebenone	4	A549	A549, PC3, VCAP, MCF7
iloprost	4	A549	CD34, NPC, A549, SKB
imipramine	4	VCAP	VCAP, HEK293T, HA1E, A549
irbesartan	4	SKB	SKB, HA1E, A549, ASC
isotretinoin	4	A549	ASC, FIBRNPC, NPC, A549
lacidipine	4	A549	A549, MCF7, PC3, VCAP
lamotrigine	4	SKB	SKB, NEU, A549, NPC
lansoprazole	4	NPC	NPC, MCF7, VCAP, A549
letrozole	4	A375	VCAP, PC3, A375, HA1E
lidocaine	4	MCF7	NPC, MCF7, PHH, A549
liothyronine	4	A549	HA1E, A549, MCF7, VCAP
lomerizine	4	A549	A549, VCAP, MCF7, PC3
meclofenamic-acid	4	A549	ASC, A549, NPC, PHH
mepivacaine	4	PC3	PC3, MCF7, A549, VCAP
meptazinol	4	PHH	NPC, MCF7, ASC, PHH
methocarbamol	4	PHH	ASC, SKB, PHH, NPC
methylergometrine	4	MCF7	MCF7, VCAP, NPC, A375
metolazone	4	HA1E	NPC, PHH, HA1E, VCAP
mexiletine	4	VCAP	NPC, VCAP, MCF7, PHH
naftopidil	4	PC3	VCAP, A549, PC3, MCF7
nicotine	4	A375	VCAP, A375, A549, HA1E
norethindrone	4	A375	A375, MCF7, VCAP, A549
oxiconazole	4	PC3	PC3, MCF7, VCAP, A549
paclitaxel	4	ASC	NPC, PHH, HCC515, ASC
pipamperone	4	HCC515	PHH, HCC515, VCAP, HA1E
piperidolate	4	SKB	SKB, NPC, VCAP, A549
pirarubicin	4	PC3	PC3, PHH, A549, ASC
piribedil	4	MCF7	VCAP, A375, MCF7, PC3
rabeprazole	4	VCAP	A549, MCF7, PC3, VCAP
resorcinol	4	VCAP	NPC, PC3, VCAP, HA1E
riluzole	4	HCC515	NEU, PC3, HCC515, A549
ropivacaine	4	VCAP	PC3, A549, VCAP, MCF7
safinamide	4	NPC	A549, SKB, NPC, ASC
scopolamine	4	PHH	NEU, PHH, SKB, NPC
sotalol	4	MCF7	A375, VCAP, MCF7, HA1E
spironolactone	4	VCAP	PC3, VCAP, SKB, ASC
sumatriptan	4	PC3	A549, MCF7, PC3, VCAP
synephrine	4	VCAP	VCAP, PC3, A549, MCF7
teniposide	4	ASC	ASC, A549, PC3, VCAP
thiostrepton	4	NKDBA	A549, VCAP, NKDBA, ASC
tofacitinib	4	A549	ASC, NEU, A549, VCAP
tolbutamide	4	A549	PHH, A549, VCAP, HCC515
topotecan	4	A549	VCAP, A549, NEU, PHH
treprostinil	4	A549	A549, PHH, VCAP, PC3
valsartan	4	SKB	ASC, SKB, HCC515, A549
vecuronium	4	ASC	PHH, PC3, ASC, VCAP
vinpocetine	4	SKB	MCF7, SKB, PC3, A549
17-hydroxyprogesterone-caproate	3	VCAP	VCAP, PC3, MCF7
NECA	3	A549	NPC, A549, HCC515
alfacalcidol	3	MCF7	VCAP, MCF7, PC3
alfuzosin	3	SKB	ASC, SKB, VCAP
amlexanox	3	MCF7	A549, MCF7, VCAP
amoxicillin	3	PC3	MCF7, VCAP, PC3
amperozide	3	A549	PC3, A549, ASC
ampicillin	3	MCF7	MCF7, PC3, VCAP
anastrozole	3	A549	VCAP, A549, MCF7
argatroban	3	VCAP	A549, VCAP, MCF7
ascorbic-acid	3	PC3	MCF7, PC3, VCAP
aspirin	3	MCF7	MCF7, PC3, VCAP
atomoxetine	3	A549	A549, HA1E, VCAP
atracurium	3	PC3	VCAP, A549, PC3
azelastine	3	A549	A549, PC3, MCF7
balsalazide	3	MCF7	MCF7, VCAP, PC3
benidipine	3	PC3	PC3, A549, VCAP
benzbromarone	3	HA1E	HA1E, VCAP, MCF7
benzthiazide	3	PHH	NPC, PHH, VCAP
biotin	3	VCAP	HCC515, VCAP, HA1E
buflomedil	3	PC3	VCAP, PC3, A549
carmofur	3	MCF7	A549, VCAP, MCF7
cefazolin	3	VCAP	PC3, VCAP, MCF7
chloramphenicol	3	PC3	MCF7, VCAP, PC3
cimetidine	3	HCC515	MCF7, HCC515, HA1E
clebopride	3	VCAP	VCAP, MCF7, A549
clopidogrel	3	VCAP	VCAP, A549, FIBRNPC
clozapine	3	PC3	HCC515, HA1E, PC3
cromoglicic-acid	3	PC3	VCAP, PC3, MCF7
cyproheptadine	3	PC3	VCAP, PC3, MCF7
dactinomycin	3	A549	VCAP, PC3, A549
daunorubicin	3	A549	HA1E, A549, VCAP
dimercaptosuccinic-acid	3	PHH	MCF7, ASC, PHH
dipyridamole	3	NPC	HCC515, NPC, VCAP
doxycycline	3	MCF7	MCF7, PC3, VCAP
enalaprilat	3	A549	MCF7, A549, VCAP
ethotoin	3	VCAP	A549, VCAP, MCF7
flucytosine	3	VCAP	PC3, MCF7, VCAP
fludarabine	3	NPC	PHH, A549, NPC
formestane	3	MCF7	PC3, MCF7, VCAP
fosinopril	3	PC3	MCF7, VCAP, PC3
gemcitabine	3	MCF7	A549, PC3, MCF7
glimepiride	3	A549	SKB, VCAP, A549
griseofulvin	3	VCAP	VCAP, MCF7, PC3
ifenprodil	3	A549	PC3, MCF7, A549
isradipine	3	NPC	MCF7, NPC, PC3
ketoprofen	3	A549	VCAP, A549, PC3
lamivudine	3	PC3	PC3, A549, VCAP
levetiracetam	3	PC3	PC3, MCF7, A549
lofexidine	3	PC3	MCF7, PC3, VCAP
loteprednol	3	PC3	A549, PC3, VCAP
maraviroc	3	VCAP	HT29, VCAP, A375
medroxyprogesterone	3	PC3	VCAP, PC3, MCF7
memantine	3	A549	VCAP, A549, PC3
methimazole	3	VCAP	VCAP, MCF7, PC3
methylene-blue	3	NKDBA	A375, NKDBA, HT29
metyrapone	3	A549	A549, HT29, A375
mianserin	3	ASC	NEU, HA1E, ASC
miglitol	3	MCF7	A549, VCAP, MCF7
milnacipran	3	A549	VCAP, MCF7, A549
moclobemide	3	MCF7	A549, VCAP, MCF7
molindone	3	HA1E	HA1E, HT29, VCAP
montelukast	3	PC3	A549, PC3, VCAP
nizatidine	3	MCF7	PC3, PHH, MCF7
olanzapine	3	PC3	A549, PC3, MCF7
olmesartan	3	MCF7	VCAP, A549, MCF7
ondansetron	3	A549	HT29, A549, A375
orlistat	3	A549	PC3, VCAP, A549
ouabain	3	VCAP	VCAP, NEU, ASC
oxcarbazepine	3	MCF7	PC3, MCF7, A549
pancuronium	3	A549	VCAP, MCF7, A549
pargyline	3	A549	VCAP, MCF7, A549
penfluridol	3	ASC	ASC, PC3, HCC515
perospirone	3	A549	A549, VCAP, PC3
pheniramine	3	VCAP	SKB, HCC515, VCAP
phenylbutyrate	3	VCAP	FIBRNPC, NPC, VCAP
picotamide	3	SKB	HA1E, NPC, SKB
pirfenidone	3	A549	A549, SKB, HCC515
pitavastatin	3	A549	A549, PC3, VCAP
pramipexole	3	PC3	VCAP, PC3, A549
procarbazine	3	VCAP	ASC, HA1E, VCAP
propantheline	3	MCF7	MCF7, VCAP, PC3
propranolol	3	A549	PC3, A549, VCAP
pyrazinamide	3	MCF7	VCAP, MCF7, PC3
ramipril	3	VCAP	A549, HT29, VCAP
rifaximin	3	PC3	PC3, A549, VCAP
salmeterol	3	PC3	SKB, PC3, ASC
stiripentol	3	VCAP	VCAP, MCF7, A549
sulfasalazine	3	A549	PC3, A549, VCAP
terazosin	3	VCAP	MCF7, VCAP, PC3
tetracycline	3	MCF7	MCF7, VCAP, PC3
tianeptine	3	VCAP	A375, VCAP, HA1E
tibolone	3	MCF7	MCF7, VCAP, PC3
tolazoline	3	A375	A375, HT29, A549
topiramate	3	MCF7	MCF7, VCAP, PC3
triclabendazole	3	VCAP	A549, PC3, VCAP
trimebutine	3	VCAP	MCF7, PC3, VCAP
xylazine	3	HCC515	A549, HCC515, NPC
zileuton	3	VCAP	PC3, VCAP, A549
acyclovir	2	A549	A549, MCF7
aripiprazole	2	PC3	A549, PC3
artemether	2	PC3	PC3, VCAP
azithromycin	2	VCAP	PC3, VCAP
bethanechol	2	PC3	PC3, MCF7
bosentan	2	VCAP	MCF7, VCAP
candesartan	2	MCF7	MCF7, PC3
cefotaxime	2	VCAP	VCAP, MCF7
clarithromycin	2	A549	MCF7, A549
clotrimazole	2	PC3	A549, PC3
cyclophosphamide	2	VCAP	PC3, VCAP
dapsone	2	VCAP	PC3, VCAP
deferiprone	2	PC3	PC3, MCF7
diclofenamide	2	NPC	NPC, HCC515
didanosine	2	A549	MCF7, A549
diphenhydramine	2	A549	A549, VCAP
dolasetron	2	MCF7	PC3, MCF7
edaravone	2	MCF7	PC3, MCF7
efavirenz	2	MCF7	MCF7, A549
entacapone	2	MCF7	MCF7, PC3
esmolol	2	VCAP	VCAP, PC3
eugenol	2	HT29	A375, HT29
famotidine	2	PC3	MCF7, PC3
fluocinonide	2	MCF7	MCF7, PC3
ganciclovir	2	PC3	MCF7, PC3
glycopyrrolate	2	VCAP	VCAP, A549
granisetron	2	MCF7	VCAP, MCF7
homoharringtonine	2	PHH	PHH, ASC
hydroflumethiazide	2	VCAP	PC3, VCAP
hyoscyamine	2	VCAP	VCAP, A375
idarubicin	2	A549	PC3, A549
indinavir	2	A549	A549, PC3
irinotecan	2	A549	A549, SKB
isocarboxazid	2	PC3	PC3, SKB
ketoconazole	2	MCF7	PC3, MCF7
latanoprost	2	VCAP	MCF7, VCAP
levocetirizine	2	PC3	PC3, A549
lofepramine	2	A549	PC3, A549
loratadine	2	A549	A549, VCAP
mafenide	2	A549	VCAP, A549
medetomidine	2	PC3	A375, PC3
mefloquine	2	PC3	PC3, MCF7
mercaptopurine	2	PC3	MCF7, PC3
mesalazine	2	PC3	PC3, A549
metformin	2	FIBRNPC	PC3, FIBRNPC
methazolamide	2	MCF7	VCAP, MCF7
methotrexate	2	PC3	A549, PC3
methylprednisolone	2	PC3	PC3, VCAP
metronidazole	2	A549	VCAP, A549
molsidomine	2	VCAP	VCAP, HA1E
mupirocin	2	MCF7	MCF7, PC3
nicorandil	2	PC3	VCAP, PC3
nisoldipine	2	PC3	A549, PC3
ofloxacin	2	VCAP	PC3, VCAP
olopatadine	2	PC3	PC3, VCAP
oxprenolol	2	HT29	HT29, A549
oxybutynin	2	PC3	PC3, VCAP
oxyphenonium	2	A549	VCAP, A549
palonosetron	2	PC3	PC3, MCF7
panobinostat	2	VCAP	PHH, VCAP
parecoxib	2	VCAP	MCF7, VCAP
phenelzine	2	MCF7	A549, MCF7
phenytoin	2	MCF7	MCF7, VCAP
pilocarpine	2	MCF7	VCAP, MCF7
pirlindole	2	VCAP	VCAP, PC3
procyclidine	2	MCF7	MCF7, VCAP
propylthiouracil	2	PC3	MCF7, PC3
pyrvinium-pamoate	2	VCAP	NKDBA, VCAP
quinapril	2	NPC	NPC, VCAP
quinethazone	2	HA1E	HA1E, MCF7
repaglinide	2	VCAP	HT29, VCAP
ribavirin	2	MCF7	MCF7, VCAP
rifapentine	2	PC3	A549, PC3
ritonavir	2	VCAP	MCF7, VCAP
selegiline	2	PC3	A549, PC3
streptozotocin	2	PC3	VCAP, PC3
sulfinpyrazone	2	VCAP	VCAP, HA1E
tacrine	2	A549	A549, VCAP
temsirolimus	2	A375	A375, HA1E
terbutaline	2	MCF7	VCAP, MCF7
tiagabine	2	A549	VCAP, A549
tizanidine	2	PC3	MCF7, PC3
tolterodine	2	A549	A549, VCAP
tranilast	2	SKB	SKB, PC3
urapidil	2	A549	PC3, A549
varenicline	2	PHH	PHH, NEU
vinburnine	2	A549	MCF7, A549
vindesine	2	VCAP	VCAP, MCF7
zafirlukast	2	A549	A549, VCAP
SN-38	1	A549	A549
abiraterone	1	VCAP	VCAP
acebutolol	1	VCAP	VCAP
acetylcholine	1	PC3	PC3
ataluren	1	VCAP	VCAP
auranofin	1	A549	A549
azacitidine	1	VCAP	VCAP
bimatoprost	1	VCAP	VCAP
busulfan	1	PC3	PC3
disulfiram	1	MCF7	MCF7
doxazosin	1	PC3	PC3
edrophonium	1	PC3	PC3
eprosartan	1	MCF7	MCF7
esomeprazole	1	A549	A549
gestrinone	1	PC3	PC3
indapamide	1	A375	A375
itopride	1	A549	A549
levofloxacin	1	A549	A549
lobeline	1	MCF7	MCF7
mephenytoin	1	HT29	HT29
mestinon	1	VCAP	VCAP
nevirapine	1	PC3	PC3
niacin	1	PC3	PC3
niflumic-acid	1	VCAP	VCAP
pefloxacin	1	VCAP	VCAP
phloretin	1	A549	A549
quinine	1	HT29	HT29
sulfacetamide	1	VCAP	VCAP
terbinafine	1	A549	A549
torasemide	1	HT29	HT29
vidarabine	1	MCF7	MCF7
zidovudine	1	MCF7	MCF7
