pert	n_reversed_cells	min_score_cell	all_reversed_cells
norgestrel	4	MCF7	PHH, MCF7, SKB, NPC
oxybuprocaine	4	NPC	NPC, HCC515, PC3, PHH
palmitoylethanolamide	4	MCF7	ASC, PHH, MCF7, VCAP
parachlorophenol	4	A549	A549, PHH, NPC, PC3
pazopanib	4	NPC	A549, NPC, ASC, SKB
phenoxybenzamine	4	A549	PC3, HA1E, PHH, A549
picotamide	4	MCF7	NPC, MCF7, PC3, SKB
pimozide	4	HT29	HA1E, ASC, HT29, PC3
pinacidil	4	NPC	VCAP, PHH, NPC, A549
pipamperone	4	PC3	PC3, HCC515, PHH, ASC
prednisone	4	VCAP	HA1E, VCAP, PHH, PC3
primaquine	4	PHH	VCAP, PHH, PC3, SKB
progesterone	4	HA1E	NEU, A549, HA1E, ASC
propentofylline	4	A549	MCF7, VCAP, A549, HA1E
propofol	4	MCF7	PHH, A549, SKB, MCF7
protriptyline	4	PHH	SKB, PC3, PHH, A549
proxymetacaine	4	A549	A549, MCF7, HCC515, NEU
pyrvinium-pamoate	4	MCF7	VCAP, HA1E, MCF7, PC3
riluzole	4	NEU	NPC, HA1E, NEU, PC3
sertaconazole	4	A549	A549, SKB, MCF7, PC3
sorafenib	4	NPC	NPC, A375, VCAP, NEU
spironolactone	4	VCAP	HA1E, PC3, VCAP, NEU
sulfinpyrazone	4	PC3	PC3, VCAP, MCF7, A549
sulindac	4	NPC	A375, NEU, VCAP, NPC
temozolomide	4	MCF7	HT29, MCF7, PC3, NPC
terconazole	4	VCAP	VCAP, A549, MCF7, HA1E
terguride	4	A549	PHH, VCAP, NPC, A549
tetrabenazine	4	HT29	NPC, HT29, A549, FIBRNPC
thiothixene	4	HA1E	PHH, HA1E, HCC515, ASC
tofacitinib	4	ASC	ASC, MCF7, SKB, NEU
trapidil	4	SKB	PC3, SKB, NEU, HCC515
trimipramine	4	HA1E	MCF7, HA1E, VCAP, A549
ubenimex	4	VCAP	ASC, MCF7, VCAP, A549
venlafaxine	4	PC3	PC3, MCF7, A549, VCAP
vinburnine	4	VCAP	A549, VCAP, MCF7, PC3
vinpocetine	4	A549	MCF7, A549, HA1E, HCC515
voriconazole	4	PC3	PC3, A549, NPC, SKB
xylazine	4	PHH	SKB, HCC515, A549, PHH
ziprasidone	4	ASC	ASC, PHH, PC3, MCF7
zonisamide	4	HT29	MCF7, A549, HT29, A375
acarbose	3	PHH	VCAP, SKB, PHH
acepromazine	3	PC3	PHH, PC3, A549
acetyl-farnesyl-cysteine	3	SKB	SKB, PC3, A549
acetylcholine	3	MCF7	PC3, MCF7, VCAP
alprenolol	3	HCC515	A549, MCF7, HCC515
amcinonide	3	A549	ASC, A549, PHH
amlexanox	3	MCF7	MCF7, VCAP, A549
artemether	3	MCF7	VCAP, MCF7, PC3
aspirin	3	MCF7	VCAP, MCF7, PC3
atomoxetine	3	HCC515	HCC515, VCAP, A549
axitinib	3	ASC	NEU, NPC, ASC
azasetron	3	MCF7	MCF7, PHH, A549
benazepril	3	MCF7	MCF7, HCC515, A549
bifonazole	3	VCAP	PC3, VCAP, A549
biotin	3	A549	A549, MCF7, PHH
buflomedil	3	A549	MCF7, VCAP, A549
calcitriol	3	A549	A549, FIBRNPC, NEU
cefotaxime	3	PC3	MCF7, PC3, A549
citalopram	3	A549	A549, HA1E, PC3
clarithromycin	3	PC3	PC3, A549, MCF7
clebopride	3	A375	VCAP, A549, A375
clemastine	3	PHH	PHH, MCF7, HA1E
clofarabine	3	MCF7	VCAP, PC3, MCF7
cyclopentolate	3	NPC	SKB, MCF7, NPC
dextromethorphan	3	NEU	NEU, PC3, PHH
dolasetron	3	PC3	A549, PC3, VCAP
dosulepin	3	MCF7	PHH, MCF7, SKB
doxapram	3	VCAP	PC3, MCF7, VCAP
doxepin	3	A549	MCF7, A549, VCAP
droperidol	3	VCAP	PC3, VCAP, ASC
duloxetine	3	A549	A549, HCC515, NPC
eplerenone	3	HA1E	HA1E, ASC, PC3
esomeprazole	3	PC3	MCF7, PC3, A549
ethinyl-estradiol	3	A549	HT29, A549, VCAP
ethotoin	3	MCF7	VCAP, MCF7, HT29
eugenol	3	VCAP	A375, VCAP, HT29
everolimus	3	A549	ASC, NPC, A549
felbamate	3	VCAP	VCAP, A549, MCF7
fenofibrate	3	HA1E	PHH, HA1E, A549
finasteride	3	PHH	PHH, NPC, PC3
flavoxate	3	PC3	MCF7, PC3, VCAP
flumazenil	3	PHH	MCF7, PHH, VCAP
fluorometholone	3	A549	PC3, A549, VCAP
formestane	3	VCAP	PC3, MCF7, VCAP
gabexate	3	PHH	PHH, ASC, PC3
galantamine	3	A549	A549, PC3, HT29
gemcitabine	3	MCF7	PC3, A549, MCF7
glimepiride	3	SKB	PC3, NPC, SKB
gliquidone	3	NEU	HA1E, NEU, MCF7
granisetron	3	A549	A549, PC3, VCAP
guanfacine	3	ASC	ASC, MCF7, PC3
haloperidol	3	A549	VCAP, HA1E, A549
hexylresorcinol	3	PC3	HT29, A549, PC3
hydralazine	3	A549	NEU, VCAP, A549
idebenone	3	VCAP	A549, PC3, VCAP
iloperidone	3	PC3	PC3, A549, VCAP
iloprost	3	MCF7	PC3, MCF7, NPC
indapamide	3	PC3	A549, PC3, A375
irinotecan	3	VCAP	MCF7, VCAP, SKB
isocarboxazid	3	PC3	PC3, MCF7, NPC
ketoconazole	3	MCF7	PC3, MCF7, VCAP
lidoflazine	3	NEU	A549, NEU, HA1E
linezolid	3	NPC	NPC, A549, ASC
lofexidine	3	PC3	PC3, MCF7, VCAP
lonidamine	3	VCAP	NPC, VCAP, PC3
lypressin	3	VCAP	ASC, VCAP, NPC
mefloquine	3	VCAP	VCAP, MCF7, PC3
mestranol	3	MCF7	SKB, MCF7, PC3
methimazole	3	PC3	VCAP, PC3, MCF7
methoxsalen	3	PC3	A549, PC3, VCAP
methylene-blue	3	HCC515	HA1E, HCC515, A375
methysergide	3	PC3	PHH, NPC, PC3
metixene	3	A549	A549, HT29, VCAP
metoclopramide	3	ASC	ASC, VCAP, MCF7
milnacipran	3	A549	VCAP, MCF7, A549
molindone	3	VCAP	HT29, MCF7, VCAP
molsidomine	3	A549	A549, PHH, VCAP
montelukast	3	A549	A549, MCF7, VCAP
mosapride	3	A549	ASC, PC3, A549
naftifine	3	PC3	A549, PC3, NPC
nevirapine	3	VCAP	PC3, A549, VCAP
niacin	3	PHH	MCF7, PHH, A549
norepinephrine	3	NPC	VCAP, NPC, MCF7
noretynodrel	3	A549	PC3, A549, HA1E
olopatadine	3	VCAP	VCAP, PC3, A549
orphenadrine	3	A549	A549, PHH, ASC
ouabain	3	ASC	VCAP, ASC, PHH
oxyphenonium	3	PC3	PC3, MCF7, VCAP
palonosetron	3	A549	PC3, A549, MCF7
pentoxifylline	3	MCF7	MCF7, VCAP, PHH
pirlindole	3	A549	MCF7, A549, VCAP
pitavastatin	3	A549	A549, VCAP, MCF7
pizotifen	3	VCAP	VCAP, NPC, HA1E
procainamide	3	PHH	PHH, VCAP, NPC
prochlorperazine	3	VCAP	PC3, VCAP, HCC515
profenamine	3	A549	A549, A375, HT29
propranolol	3	PC3	PC3, MCF7, A549
quetiapine	3	A549	HCC515, ASC, A549
quinethazone	3	VCAP	VCAP, MCF7, A549
quinine	3	PC3	A549, VCAP, PC3
raloxifene	3	A375	HT29, A375, MCF7
repaglinide	3	MCF7	MCF7, PC3, HT29
resorcinol	3	MCF7	ASC, MCF7, SKB
riboflavin	3	VCAP	HCC515, VCAP, NEU
sildenafil	3	PHH	MCF7, PHH, HCC515
sitagliptin	3	PC3	NPC, NEU, PC3
stiripentol	3	MCF7	PC3, VCAP, MCF7
tacrine	3	A549	A549, MCF7, VCAP
telmisartan	3	SKB	HCC515, ASC, SKB
tiagabine	3	A549	MCF7, A549, PC3
tranylcypromine	3	VCAP	VCAP, MCF7, A549
tropicamide	3	A375	A375, PC3, VCAP
warfarin	3	A549	ASC, A549, NPC
17-hydroxyprogesterone-caproate	2	MCF7	PC3, MCF7
SN-38	2	A549	MCF7, A549
acebutolol	2	VCAP	VCAP, PC3
acitretin	2	FIBRNPC	FIBRNPC, PC3
acyclovir	2	A549	A549, VCAP
anagrelide	2	PHH	PC3, PHH
anastrozole	2	A549	VCAP, A549
ascorbic-acid	2	PC3	PC3, VCAP
azithromycin	2	MCF7	MCF7, VCAP
balsalazide	2	MCF7	MCF7, VCAP
benidipine	2	A549	A549, MCF7
bethanechol	2	VCAP	PC3, VCAP
brinzolamide	2	PHH	PHH, SKB
bucladesine	2	VCAP	HCC515, VCAP
capsaicin	2	NPC	NPC, FIBRNPC
captopril	2	VCAP	VCAP, MCF7
carbidopa	2	MCF7	MCF7, VCAP
cefazolin	2	VCAP	VCAP, PC3
chloramphenicol	2	VCAP	VCAP, MCF7
cladribine	2	A549	A549, VCAP
clotrimazole	2	VCAP	VCAP, MCF7
cyproheptadine	2	VCAP	VCAP, MCF7
dapsone	2	VCAP	VCAP, PC3
decitabine	2	NPC	NPC, VCAP
diclofenamide	2	A549	A549, VCAP
didanosine	2	PC3	A549, PC3
digoxin	2	PHH	PHH, ASC
dihydroergotamine	2	ASC	HT29, ASC
disulfiram	2	MCF7	VCAP, MCF7
domperidone	2	PHH	PHH, ASC
doxycycline	2	MCF7	MCF7, VCAP
ethisterone	2	VCAP	VCAP, SKB
famotidine	2	PC3	A549, PC3
fenoldopam	2	VCAP	VCAP, A549
flecainide	2	PHH	ASC, PHH
floxuridine	2	A549	A549, VCAP
flucytosine	2	VCAP	VCAP, MCF7
flunisolide	2	HCC515	SKB, HCC515
fluocinonide	2	PC3	VCAP, PC3
fosinopril	2	VCAP	VCAP, PC3
gestrinone	2	PC3	PC3, VCAP
glycopyrrolate	2	VCAP	MCF7, VCAP
idarubicin	2	PC3	A549, PC3
imipramine	2	MCF7	VCAP, MCF7
itopride	2	VCAP	VCAP, PC3
lacidipine	2	MCF7	PC3, MCF7
lamivudine	2	VCAP	PC3, VCAP
lamotrigine	2	NPC	NEU, NPC
letrozole	2	PC3	PC3, A375
levetiracetam	2	A549	MCF7, A549
levofloxacin	2	A549	VCAP, A549
levomepromazine	2	MCF7	SKB, MCF7
lofepramine	2	MCF7	PC3, MCF7
lomerizine	2	A549	A549, VCAP
losartan	2	PC3	SKB, PC3
maraviroc	2	MCF7	MCF7, VCAP
medroxyprogesterone	2	VCAP	A549, VCAP
memantine	2	PC3	VCAP, PC3
mephenytoin	2	VCAP	VCAP, HT29
mepivacaine	2	MCF7	PC3, MCF7
mercaptopurine	2	VCAP	MCF7, VCAP
mesalazine	2	VCAP	MCF7, VCAP
mestinon	2	VCAP	MCF7, VCAP
methazolamide	2	VCAP	PC3, VCAP
methylprednisolone	2	A549	PC3, A549
metronidazole	2	VCAP	VCAP, A549
mianserin	2	A549	A549, MCF7
midodrine	2	MCF7	PC3, MCF7
moxifloxacin	2	A549	A549, NPC
naftopidil	2	PC3	VCAP, PC3
nicorandil	2	MCF7	MCF7, VCAP
nicotinamide	2	PC3	VCAP, PC3
nilutamide	2	SKB	A549, SKB
olmesartan	2	MCF7	MCF7, VCAP
orlistat	2	MCF7	A549, MCF7
oxiconazole	2	MCF7	MCF7, VCAP
oxprenolol	2	MCF7	MCF7, A549
oxybutynin	2	PC3	PC3, MCF7
pantoprazole	2	NPC	MCF7, NPC
parecoxib	2	PC3	PC3, MCF7
pargyline	2	PHH	PHH, SKB
pefloxacin	2	MCF7	PC3, MCF7
phentolamine	2	SKB	VCAP, SKB
piperidolate	2	PC3	ASC, PC3
pramipexole	2	PC3	A549, PC3
quinapril	2	MCF7	VCAP, MCF7
rabeprazole	2	PC3	PC3, MCF7
raclopride	2	SKB	HCC515, SKB
ribavirin	2	MCF7	MCF7, A549
rifaximin	2	MCF7	MCF7, A549
ritonavir	2	VCAP	MCF7, VCAP
ropinirole	2	MCF7	PC3, MCF7
ropivacaine	2	A549	A549, VCAP
safinamide	2	A549	MCF7, A549
sotalol	2	HT29	HT29, MCF7
sulfacetamide	2	VCAP	VCAP, MCF7
sulfasalazine	2	MCF7	MCF7, A549
synephrine	2	VCAP	A549, VCAP
tadalafil	2	A549	SKB, A549
talipexole	2	MCF7	NPC, MCF7
terbinafine	2	VCAP	A549, VCAP
thiostrepton	2	A549	A549, ASC
tibolone	2	MCF7	MCF7, VCAP
tolazoline	2	MCF7	MCF7, HT29
tolbutamide	2	PC3	HCC515, PC3
tolterodine	2	MCF7	MCF7, A549
torasemide	2	MCF7	MCF7, A549
triclabendazole	2	MCF7	A549, MCF7
triprolidine	2	VCAP	VCAP, PC3
tropisetron	2	SKB	VCAP, SKB
urapidil	2	A549	MCF7, A549
vardenafil	2	A549	A549, PHH
vecuronium	2	SKB	MCF7, SKB
abiraterone	1	VCAP	VCAP
alfacalcidol	1	MCF7	MCF7
amoxicillin	1	MCF7	MCF7
argatroban	1	A549	A549
aripiprazole	1	MCF7	MCF7
ataluren	1	VCAP	VCAP
atracurium	1	PC3	PC3
azacitidine	1	VCAP	VCAP
azelastine	1	A549	A549
bimatoprost	1	PC3	PC3
bosentan	1	PC3	PC3
brimonidine	1	A549	A549
carmofur	1	A549	A549
cefdinir	1	MCF7	MCF7
cetirizine	1	PC3	PC3
ciprofibrate	1	PHH	PHH
cyclophosphamide	1	VCAP	VCAP
deferiprone	1	PC3	PC3
desloratadine	1	MCF7	MCF7
digitoxin	1	ASC	ASC
diphenhydramine	1	A549	A549
doxazosin	1	PC3	PC3
edaravone	1	MCF7	MCF7
efavirenz	1	VCAP	VCAP
enalaprilat	1	MCF7	MCF7
entacapone	1	MCF7	MCF7
eprosartan	1	VCAP	VCAP
ganciclovir	1	PC3	PC3
gefitinib	1	SKB	SKB
griseofulvin	1	MCF7	MCF7
indinavir	1	A549	A549
irsogladine	1	PC3	PC3
latanoprost	1	VCAP	VCAP
levocetirizine	1	PC3	PC3
levonorgestrel	1	PC3	PC3
lobeline	1	MCF7	MCF7
loratadine	1	MCF7	MCF7
loteprednol	1	MCF7	MCF7
mafenide	1	VCAP	VCAP
methocarbamol	1	SKB	SKB
miglitol	1	VCAP	VCAP
moclobemide	1	A549	A549
mupirocin	1	VCAP	VCAP
nicotine	1	HT29	HT29
niflumic-acid	1	VCAP	VCAP
norethindrone	1	VCAP	VCAP
olanzapine	1	MCF7	MCF7
olaparib	1	VCAP	VCAP
oxcarbazepine	1	PC3	PC3
pancuronium	1	MCF7	MCF7
phenelzine	1	MCF7	MCF7
phenylbutyrate	1	MCF7	MCF7
phloretin	1	A549	A549
prilocaine	1	VCAP	VCAP
procarbazine	1	A549	A549
procyclidine	1	VCAP	VCAP
propantheline	1	MCF7	MCF7
pyrazinamide	1	MCF7	MCF7
rifabutin	1	A549	A549
rifapentine	1	MCF7	MCF7
selegiline	1	A549	A549
terbutaline	1	PC3	PC3
tetracycline	1	MCF7	MCF7
tizanidine	1	PC3	PC3
topiramate	1	A549	A549
trimebutine	1	PC3	PC3
vidarabine	1	MCF7	MCF7
vindesine	1	A549	A549
vinorelbine	1	VCAP	VCAP
zidovudine	1	MCF7	MCF7
zileuton	1	VCAP	VCAP
