Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	up_aggregated_microarray_0.8	up_aggregated_microarray_DE	up_aggregated_microarray
positive regulation of GTPase activity	NA	0.012493492972410203	NA	NA	0.012030075187969926	0.012030075187969926	NA	NA	NA
positive regulation of hair follicle development	0.0019431624969638087	NA	0.002472187886279357	NA	NA	NA	NA	NA	NA
positive regulation of heart contraction	0.004129220306048093	0.004424778761061947	NA	NA	NA	NA	NA	NA	NA
positive regulation of heart growth	NA	NA	0.003955500618046972	0.0045871559633027525	0.003651987110633727	0.003651987110633727	NA	NA	NA
positive regulation of heat generation	NA	0.0018219677251431546	NA	NA	NA	NA	NA	NA	NA
positive regulation of hematopoietic stem cell proliferation	0.0017002671848433326	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of hemopoiesis	0.019431624969638087	0.021343050494534097	0.020024721878862794	0.01859005311443747	0.016756176154672394	0.016756176154672394	0.05128205128205128	0.024277456647398842	0.0625
positive regulation of hemostasis	0.0036434296818071412	0.004164497657470068	0.004202719406674907	NA	NA	NA	NA	NA	NA
positive regulation of heterotypic cell-cell adhesion	NA	0.002082248828735034	NA	NA	NA	NA	NA	0.003468208092485549	NA
positive regulation of homotypic cell-cell adhesion	NA	NA	NA	0.0024142926122646064	NA	NA	NA	NA	NA
positive regulation of hormone secretion	0.013116346854505708	0.01353461738677772	0.012360939431396786	0.013037180106228875	0.014822771213748658	0.014822771213748658	NA	NA	NA
positive regulation of humoral immune response	NA	NA	NA	NA	NA	NA	NA	0.004046242774566474	NA
positive regulation of icosanoid secretion	0.002914743745445713	NA	NA	0.0028971511347175277	NA	NA	NA	NA	NA
positive regulation of immune response to tumor cell	NA	0.0031233732431025507	NA	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
positive regulation of immunoglobulin production	0.005829487490891426	NA	NA	NA	NA	NA	NA	0.008092485549132947	NA
positive regulation of inflammatory response	NA	0.014836022904737116	0.015327564894932014	0.01545147271849348	0.013963480128893663	0.013963480128893663	NA	0.016184971098265895	NA
positive regulation of inflammatory response to antigenic stimulus	NA	NA	0.001977750309023486	NA	NA	NA	NA	NA	NA
positive regulation of insulin secretion	NA	NA	NA	0.008208594881699663	0.008807733619763695	0.008807733619763695	0.03076923076923077	NA	0.041666666666666664
positive regulation of insulin secretion involved in cellular response to glucose stimulus	NA	NA	NA	0.0036214389183969096	0.0034371643394199786	0.0034371643394199786	0.020512820512820513	NA	0.03125
positive regulation of interleukin-1 beta production	NA	NA	0.006180469715698393	NA	0.005585392051557465	0.005585392051557465	NA	NA	NA
positive regulation of interleukin-1 production	0.007043964051493806	0.00676730869338886	0.007169344870210136	NA	0.006659505907626208	0.006659505907626208	NA	NA	NA
positive regulation of interleukin-10 production	NA	NA	NA	0.0043457267020762915	NA	NA	NA	0.008092485549132947	NA
positive regulation of interleukin-12 production	NA	0.004685059864653826	NA	0.005070014485755674	0.005800214822771214	0.005800214822771214	NA	0.008092485549132947	NA
positive regulation of interleukin-13 production	NA	0.002342529932326913	NA	NA	NA	NA	NA	NA	NA
positive regulation of interleukin-17 production	NA	NA	NA	NA	0.00322234156820623	0.00322234156820623	NA	NA	NA
positive regulation of interleukin-2 production	NA	NA	NA	0.00386286817962337	NA	NA	NA	NA	NA
positive regulation of interleukin-4 production	NA	0.004424778761061947	NA	NA	NA	NA	NA	NA	NA
positive regulation of interleukin-6 production	NA	NA	NA	0.009415741187831965	NA	NA	NA	0.011560693641618497	NA
positive regulation of interleukin-8 production	0.006315278115132378	0.007027589796980739	NA	NA	0.006229860365198711	0.006229860365198711	NA	0.008670520231213872	NA
positive regulation of intracellular protein transport	0.009472917172698566	0.009370119729307652	0.00865265760197775	0.009174311926605505	NA	NA	NA	NA	NA
positive regulation of intracellular transport	0.013845032790867136	0.011712649661634565	0.01211372064276885	0.012554321583775953	NA	NA	NA	NA	NA
positive regulation of intrinsic apoptotic signaling pathway	NA	0.006507027589796981	0.007169344870210136	NA	NA	NA	NA	NA	NA
positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator	NA	NA	0.0012360939431396785	NA	NA	NA	NA	NA	NA
positive regulation of isomerase activity	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
positive regulation of JNK cascade	NA	NA	0.009147095179233622	0.009174311926605505	0.008592910848549946	0.008592910848549946	NA	0.012138728323699421	NA
positive regulation of JUN kinase activity	NA	NA	0.004449938195302843	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
positive regulation of keratinocyte differentiation	NA	0.0028630921395106715	NA	NA	NA	NA	NA	NA	NA
positive regulation of keratinocyte migration	NA	NA	0.001977750309023486	NA	NA	NA	NA	NA	NA
positive regulation of keratinocyte proliferation	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
positive regulation of leukocyte adhesion to vascular endothelial cell	0.0038863249939276173	0.0039042165538781884	NA	0.003380009657170449	0.00322234156820623	0.00322234156820623	NA	NA	NA
positive regulation of leukocyte chemotaxis	0.009230021860578091	0.009109838625715773	NA	NA	NA	NA	NA	NA	NA
positive regulation of leukocyte degranulation	NA	NA	NA	NA	0.0034371643394199786	0.0034371643394199786	0.015384615384615385	0.004624277456647399	NA
positive regulation of leukocyte differentiation	0.019431624969638087	0.021343050494534097	0.020024721878862794	0.01859005311443747	0.016756176154672394	0.016756176154672394	0.05128205128205128	0.024277456647398842	0.0625
positive regulation of leukocyte mediated cytotoxicity	0.0072868593636142825	0.00676730869338886	NA	NA	0.0079484425349087	0.0079484425349087	NA	NA	NA
positive regulation of leukocyte mediated immunity	0.014330823415108088	0.014575741801145237	0.0138442521631644	NA	0.015037593984962405	0.015037593984962405	NA	NA	NA
positive regulation of leukocyte migration	0.014573718727228565	0.013794898490369599	0.01334981458590853	0.013520038628681796	0.012244897959183673	0.012244897959183673	NA	0.01676300578034682	NA
positive regulation of leukocyte proliferation	0.01797425309691523	0.015096304008328995	0.016316440049443756	0.0159343312409464	0.015682062298603652	0.015682062298603652	NA	0.02601156069364162	NA
positive regulation of leukocyte tethering or rolling	NA	NA	NA	0.001931434089811685	NA	NA	NA	NA	NA
positive regulation of lipid biosynthetic process	NA	0.008589276418532014	NA	NA	NA	NA	NA	NA	NA
positive regulation of lipid catabolic process	0.003157639057566189	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of lipid localization	0.011658974981782852	0.01015096304008329	0.009888751545117428	0.010622887493964268	0.00945220193340494	0.00945220193340494	NA	NA	NA
positive regulation of lipid metabolic process	0.01238766091814428	0.011972930765226444	NA	NA	0.01117078410311493	0.01117078410311493	NA	NA	NA
positive regulation of lipid storage	NA	NA	NA	0.0028971511347175277	NA	NA	NA	NA	NA
positive regulation of lipid transport	0.009472917172698566	NA	NA	0.0079671656204732	0.007733619763694952	0.007733619763694952	NA	NA	NA
positive regulation of lipopolysaccharide-mediated signaling pathway	NA	NA	0.00173053152039555	NA	0.0015037593984962407	0.0015037593984962407	NA	NA	NA
positive regulation of long-term synaptic potentiation	NA	0.0031233732431025507	NA	NA	NA	NA	NA	NA	NA
positive regulation of lyase activity	0.0038863249939276173	NA	NA	0.003380009657170449	0.004081632653061225	0.004081632653061225	NA	NA	NA
positive regulation of lymphocyte chemotaxis	NA	NA	NA	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
positive regulation of lymphocyte differentiation	0.014087928102987613	0.014836022904737116	0.015822002472187888	0.014485755673587638	0.012030075187969926	0.012030075187969926	0.041025641025641026	0.01907514450867052	0.052083333333333336
positive regulation of lymphocyte mediated immunity	0.013116346854505708	0.013014055179593961	0.01211372064276885	NA	0.013104189044038667	0.013104189044038667	NA	NA	NA
positive regulation of lymphocyte migration	0.004615010930289046	NA	NA	NA	0.00472610096670247	0.00472610096670247	NA	NA	NA
positive regulation of lymphocyte proliferation	0.015302404663589992	0.01327433628318584	0.0138442521631644	0.0147271849348141	0.013533834586466165	0.013533834586466165	NA	0.023699421965317918	NA
positive regulation of macroautophagy	NA	NA	NA	NA	NA	NA	0.02564102564102564	NA	NA
positive regulation of macrophage activation	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of macrophage chemotaxis	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
positive regulation of macrophage cytokine production	NA	NA	NA	NA	NA	NA	NA	0.004624277456647399	NA
positive regulation of macrophage derived foam cell differentiation	NA	0.0031233732431025507	0.0032138442521631645	NA	NA	NA	NA	NA	NA
positive regulation of macrophage differentiation	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
positive regulation of macrophage migration	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of MAP kinase activity	0.007043964051493806	0.008589276418532014	0.011124845488257108	0.00748430709802028	0.007518796992481203	0.007518796992481203	NA	NA	NA
positive regulation of membrane potential	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of mesenchymal cell proliferation	0.003157639057566189	NA	0.0034610630407911	0.00386286817962337	0.0034371643394199786	0.0034371643394199786	NA	0.005202312138728324	NA
positive regulation of mesenchymal stem cell proliferation	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
positive regulation of MHC class II biosynthetic process	NA	NA	NA	NA	NA	NA	NA	0.004046242774566474	NA
positive regulation of microtubule polymerization or depolymerization	NA	NA	NA	0.004104297440849831	NA	NA	NA	NA	NA
positive regulation of miRNA metabolic process	0.007043964051493806	0.007808433107756377	0.006427688504326329	0.007242877836793819	0.006015037593984963	0.006015037593984963	0.03076923076923077	NA	NA
positive regulation of miRNA transcription	0.00680106873937333	0.0075481520041644976	0.005933250927070457	0.007001448575567359	0.005585392051557465	0.005585392051557465	0.03076923076923077	NA	NA
positive regulation of mitochondrial membrane potential	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of mitochondrion organization	NA	NA	NA	NA	NA	NA	0.03076923076923077	NA	NA
positive regulation of mitotic cell cycle	0.010687393733300948	0.012233211868818324	0.010877626699629172	NA	0.012030075187969926	0.012030075187969926	0.035897435897435895	NA	NA
positive regulation of mitotic nuclear division	NA	0.005465903175429464	NA	NA	NA	NA	0.020512820512820513	0.008092485549132947	NA
positive regulation of monoatomic ion transmembrane transport	0.014330823415108088	0.015356585111920874	0.012608158220024722	0.014002897151134718	0.012459720730397422	0.012459720730397422	NA	NA	NA
positive regulation of mononuclear cell migration	0.008501335924216662	0.008589276418532014	NA	NA	0.00816326530612245	0.00816326530612245	NA	0.009248554913294798	NA
positive regulation of mononuclear cell proliferation	0.015302404663589992	0.013794898490369599	0.014091470951792336	0.01521004345726702	0.013748657357679914	0.013748657357679914	NA	0.023699421965317918	NA
positive regulation of monooxygenase activity	NA	0.0031233732431025507	NA	0.0028971511347175277	0.0030075187969924814	0.0030075187969924814	0.02564102564102564	NA	NA
positive regulation of mRNA metabolic process	NA	NA	NA	NA	0.01117078410311493	0.01117078410311493	NA	NA	NA
positive regulation of mRNA processing	NA	NA	NA	NA	0.003866809881847476	0.003866809881847476	NA	NA	NA
positive regulation of mRNA splicing, via spliceosome	NA	NA	NA	NA	0.003651987110633727	0.003651987110633727	NA	NA	NA
positive regulation of muscle cell differentiation	NA	0.007027589796980739	0.0069221260815822	NA	0.006015037593984963	0.006015037593984963	NA	0.008670520231213872	NA
positive regulation of muscle contraction	NA	NA	0.00519159456118665	NA	NA	NA	NA	NA	NA
positive regulation of muscle hypertrophy	0.003157639057566189	NA	NA	0.004104297440849831	NA	NA	NA	NA	NA
positive regulation of muscle organ development	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of muscle tissue development	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of myelination	0.002428953121204761	NA	0.0029666254635352285	0.0024142926122646064	NA	NA	NA	NA	NA
positive regulation of myeloid cell differentiation	0.009472917172698566	0.010931806350858927	NA	NA	NA	NA	0.03076923076923077	NA	NA
positive regulation of myeloid leukocyte differentiation	NA	0.0075481520041644976	NA	NA	NA	NA	NA	NA	NA
positive regulation of myoblast fusion	0.0021860578090842847	0.002342529932326913	NA	NA	NA	NA	NA	NA	NA
positive regulation of natural killer cell mediated cytotoxicity	0.003400534369686665	NA	NA	NA	0.003651987110633727	0.003651987110633727	NA	NA	NA
positive regulation of natural killer cell mediated immunity	NA	NA	NA	NA	0.004081632653061225	0.004081632653061225	NA	NA	NA
positive regulation of nervous system process	NA	NA	0.004449938195302843	NA	NA	NA	NA	NA	NA
positive regulation of neural precursor cell proliferation	NA	0.0075481520041644976	NA	0.007242877836793819	NA	NA	NA	0.008670520231213872	NA
positive regulation of neuroblast proliferation	NA	0.004424778761061947	NA	0.004104297440849831	NA	NA	NA	NA	NA
positive regulation of neuroinflammatory response	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
positive regulation of neuron apoptotic process	0.00680106873937333	0.00676730869338886	0.007663782447466007	NA	0.007303974221267454	0.007303974221267454	NA	NA	NA
positive regulation of neuron differentiation	0.00801554529997571	0.010671525247267048	0.009394313967861558	0.01110574601641719	0.008592910848549946	0.008592910848549946	NA	0.010404624277456647	NA
positive regulation of neuron projection development	0.013845032790867136	0.014055179593961478	0.016810877626699628	0.013520038628681796	0.015252416756176154	0.015252416756176154	NA	0.017341040462427744	NA
positive regulation of neurotransmitter secretion	0.002428953121204761	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of neurotransmitter transport	0.003157639057566189	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of NF-kappaB transcription factor activity	0.010930289045421423	0.011452368558042686	0.012608158220024722	0.012312892322549493	0.011600429645542427	0.011600429645542427	NA	NA	NA
positive regulation of nitric oxide biosynthetic process	NA	NA	0.004449938195302843	0.004104297440849831	0.004940923737916219	0.004940923737916219	NA	NA	NA
positive regulation of nitric oxide metabolic process	NA	NA	0.004449938195302843	0.004104297440849831	0.004940923737916219	0.004940923737916219	NA	NA	NA
positive regulation of nitric-oxide synthase activity	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
positive regulation of nitric-oxide synthase biosynthetic process	NA	NA	0.0022249690976514215	0.0024142926122646064	0.0021482277121374865	0.0021482277121374865	NA	NA	NA
positive regulation of non-motile cilium assembly	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
positive regulation of nuclear division	NA	0.00676730869338886	NA	NA	0.006229860365198711	0.006229860365198711	NA	0.009826589595375723	NA
positive regulation of nuclease activity	NA	NA	NA	NA	NA	NA	0.010256410256410256	NA	0.020833333333333332
positive regulation of nucleocytoplasmic transport	NA	0.00676730869338886	0.007169344870210136	0.00748430709802028	NA	NA	NA	NA	NA
positive regulation of nucleotide catabolic process	NA	NA	0.0029666254635352285	0.0031385803959439883	0.00322234156820623	0.00322234156820623	NA	NA	NA
positive regulation of nucleotide metabolic process	NA	NA	NA	0.004104297440849831	0.004296455424274973	0.004296455424274973	NA	NA	NA
positive regulation of odontogenesis	NA	NA	0.00173053152039555	NA	NA	NA	NA	NA	NA
positive regulation of organ growth	0.004857906242409522	NA	0.004697156983930779	0.006035731530661516	0.004940923737916219	0.004940923737916219	NA	0.007514450867052023	NA
positive regulation of organelle assembly	NA	0.008849557522123894	NA	NA	NA	NA	NA	NA	NA
positive regulation of organic acid transport	0.004857906242409522	0.005465903175429464	NA	NA	NA	NA	NA	NA	NA
positive regulation of ossification	0.006315278115132378	0.005465903175429464	NA	0.005552873008208595	NA	NA	NA	NA	NA
positive regulation of osteoblast differentiation	0.006558173427252854	0.007808433107756377	0.007169344870210136	0.008691453404152583	NA	NA	NA	NA	NA
positive regulation of oxidoreductase activity	NA	NA	0.003955500618046972	NA	0.003866809881847476	0.003866809881847476	0.02564102564102564	NA	NA
positive regulation of p38MAPK cascade	0.003157639057566189	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
positive regulation of peptidase activity	NA	0.011972930765226444	NA	0.013278609367455336	0.01417830290010741	0.01417830290010741	NA	NA	NA
positive regulation of peptide hormone secretion	NA	0.010411244143675169	NA	0.010622887493964268	0.011385606874328678	0.011385606874328678	0.03076923076923077	NA	NA
positive regulation of peptide secretion	0.009715812484819043	0.010411244143675169	NA	0.010864316755190728	0.011385606874328678	0.011385606874328678	0.03076923076923077	NA	NA
positive regulation of peptidyl-lysine acetylation	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
positive regulation of peptidyl-serine phosphorylation	NA	NA	0.005933250927070457	0.005311443746982134	0.005585392051557465	0.005585392051557465	NA	NA	NA
positive regulation of peptidyl-tyrosine phosphorylation	0.0111731843575419	0.010671525247267048	0.01211372064276885	0.01110574601641719	0.011600429645542427	0.011600429645542427	NA	0.018497109826589597	NA
positive regulation of peroxisome proliferator activated receptor signaling pathway	NA	NA	NA	NA	0.0015037593984962407	0.0015037593984962407	NA	NA	NA
positive regulation of phagocytosis	NA	NA	0.0069221260815822	0.006760019314340898	0.007303974221267454	0.007303974221267454	NA	0.009826589595375723	NA
positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.02040320621811999	0.02030192608016658	0.020271940667490728	0.017624336069531628	0.021697099892588615	0.021697099892588615	NA	0.020809248554913295	NA
positive regulation of phospholipase activity	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of plasminogen activation	NA	NA	0.0014833127317676143	NA	NA	NA	NA	NA	NA
positive regulation of platelet activation	NA	NA	NA	0.0024142926122646064	NA	NA	NA	NA	NA
positive regulation of positive chemotaxis	0.003157639057566189	0.00338365434669443	0.0032138442521631645	0.003380009657170449	NA	NA	NA	NA	NA
positive regulation of potassium ion transport	0.0043721156181685695	0.004424778761061947	NA	NA	NA	NA	NA	NA	NA
positive regulation of production of molecular mediator of immune response	0.012630556230264756	0.014315460697553357	NA	0.013037180106228875	0.012674543501611171	0.012674543501611171	NA	0.017341040462427744	NA
positive regulation of prostaglandin secretion	NA	0.002082248828735034	NA	NA	NA	NA	NA	NA	NA
positive regulation of proteasomal protein catabolic process	NA	NA	NA	NA	NA	NA	0.035897435897435895	NA	0.052083333333333336
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	NA	NA	NA	NA	NA	NA	0.035897435897435895	NA	0.041666666666666664
positive regulation of protein binding	NA	0.005726184279021343	0.005933250927070457	NA	NA	NA	NA	NA	NA
positive regulation of protein import into nucleus	0.0043721156181685695	0.004424778761061947	0.004449938195302843	0.004828585224529213	NA	NA	NA	NA	NA
positive regulation of protein localization to cell periphery	NA	NA	0.0069221260815822	0.00748430709802028	0.006874328678839957	0.006874328678839957	NA	0.009826589595375723	NA
positive regulation of protein localization to cell surface	NA	0.0026028110359187923	NA	0.002655721873491067	NA	NA	NA	NA	NA
positive regulation of protein localization to membrane	NA	NA	0.009888751545117428	NA	0.009881847475832439	0.009881847475832439	NA	0.012138728323699421	NA
positive regulation of protein localization to nucleus	0.01044449842118047	0.009630400832899531	NA	0.009415741187831965	NA	NA	NA	NA	NA
positive regulation of protein localization to plasma membrane	NA	NA	0.006180469715698393	0.006518590053114438	0.005800214822771214	0.005800214822771214	NA	0.008092485549132947	NA
positive regulation of protein localization to synapse	NA	NA	NA	0.0012071463061323032	NA	NA	NA	NA	NA
positive regulation of protein secretion	0.012873451542385232	0.012493492972410203	0.012608158220024722	0.014002897151134718	0.013533834586466165	0.013533834586466165	NA	NA	NA
positive regulation of protein serine/threonine kinase activity	NA	0.011452368558042686	0.01557478368355995	0.011830033800096573	0.01117078410311493	0.01117078410311493	NA	NA	NA
positive regulation of protein-containing complex assembly	NA	NA	0.017799752781211372	NA	NA	NA	NA	NA	NA
positive regulation of proteolysis involved in protein catabolic process	NA	NA	NA	NA	NA	NA	0.035897435897435895	NA	0.052083333333333336
positive regulation of purine nucleotide catabolic process	NA	NA	0.0029666254635352285	0.0031385803959439883	0.00322234156820623	0.00322234156820623	NA	NA	NA
positive regulation of purine nucleotide metabolic process	NA	NA	NA	0.004104297440849831	0.004296455424274973	0.004296455424274973	NA	NA	NA
positive regulation of Ras protein signal transduction	NA	0.0026028110359187923	NA	NA	NA	NA	NA	NA	NA
positive regulation of reactive oxygen species metabolic process	NA	NA	0.007416563658838072	0.00772573635924674	0.0079484425349087	0.0079484425349087	NA	NA	NA
positive regulation of receptor internalization	NA	0.0039042165538781884	NA	NA	NA	NA	NA	NA	NA
positive regulation of receptor-mediated endocytosis	0.006558173427252854	0.007027589796980739	0.005686032138442522	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
positive regulation of regulated secretory pathway	0.005829487490891426	0.005465903175429464	0.004944375772558714	0.005070014485755674	0.006229860365198711	0.006229860365198711	0.020512820512820513	0.006936416184971098	NA
positive regulation of regulatory T cell differentiation	NA	NA	0.0029666254635352285	NA	0.0030075187969924814	0.0030075187969924814	NA	NA	NA
positive regulation of release of cytochrome c from mitochondria	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of release of sequestered calcium ion into cytosol	0.004857906242409522	0.0052056220718375845	NA	0.0045871559633027525	0.004940923737916219	0.004940923737916219	NA	NA	NA
positive regulation of reproductive process	0.007772649987855235	NA	0.00865265760197775	NA	NA	NA	NA	NA	NA
positive regulation of response to endoplasmic reticulum stress	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
positive regulation of response to tumor cell	NA	0.0031233732431025507	NA	NA	0.0025778732545649837	0.0025778732545649837	NA	NA	NA
positive regulation of response to wounding	0.0072868593636142825	0.009370119729307652	0.00865265760197775	0.007242877836793819	0.00816326530612245	0.00816326530612245	NA	NA	NA
positive regulation of Rho protein signal transduction	0.003157639057566189	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of RNA splicing	NA	NA	NA	0.004828585224529213	0.004940923737916219	0.004940923737916219	NA	NA	NA
positive regulation of skeletal muscle fiber development	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
positive regulation of skeletal muscle tissue development	NA	0.0028630921395106715	NA	NA	NA	NA	NA	NA	NA
positive regulation of SMAD protein signal transduction	0.0043721156181685695	NA	NA	0.0045871559633027525	NA	NA	NA	NA	NA
positive regulation of small GTPase mediated signal transduction	0.006072382803011902	0.00676730869338886	0.007663782447466007	NA	NA	NA	NA	NA	NA
positive regulation of small molecule metabolic process	0.015059509351469517	0.014315460697553357	0.013102595797280594	0.013278609367455336	0.013319011815252416	0.013319011815252416	NA	0.01560693641618497	NA
positive regulation of smooth muscle cell migration	NA	NA	0.005438813349814586	NA	0.006015037593984963	0.006015037593984963	NA	NA	NA
positive regulation of smooth muscle cell proliferation	0.008744231236337139	0.009630400832899531	0.009888751545117428	0.008932882665379043	0.009022556390977444	0.009022556390977444	NA	0.013294797687861272	NA
positive regulation of smooth muscle contraction	NA	NA	0.003708281829419036	NA	NA	NA	NA	NA	NA
positive regulation of sodium ion transport	NA	NA	NA	NA	0.003651987110633727	0.003651987110633727	NA	NA	NA
positive regulation of stem cell proliferation	0.005343696866650474	0.005465903175429464	0.00519159456118665	NA	0.005800214822771214	0.005800214822771214	NA	0.008092485549132947	NA
positive regulation of steroid metabolic process	0.0036434296818071412	0.003643935450286309	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
positive regulation of sterol biosynthetic process	0.0019431624969638087	NA	NA	NA	0.0017185821697099893	0.0017185821697099893	NA	NA	NA
positive regulation of sterol transport	0.004129220306048093	NA	NA	NA	0.003866809881847476	0.003866809881847476	NA	NA	NA
positive regulation of stress fiber assembly	0.007043964051493806	NA	0.005686032138442522	NA	0.0051557465091299675	0.0051557465091299675	NA	NA	NA
positive regulation of stress granule assembly	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
positive regulation of stress-activated MAPK cascade	NA	NA	NA	NA	NA	NA	NA	0.01560693641618497	NA
positive regulation of stress-activated protein kinase signaling cascade	NA	NA	NA	NA	NA	NA	NA	0.01560693641618497	NA
positive regulation of striated muscle cell differentiation	0.004129220306048093	NA	NA	0.0043457267020762915	NA	NA	NA	NA	NA
positive regulation of striated muscle tissue development	NA	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of substrate adhesion-dependent cell spreading	0.004615010930289046	NA	0.005438813349814586	NA	NA	NA	NA	NA	NA
positive regulation of superoxide anion generation	NA	NA	NA	NA	0.0034371643394199786	0.0034371643394199786	NA	NA	NA
positive regulation of supramolecular fiber organization	0.017002671848433324	0.014315460697553357	0.018046971569839306	0.01521004345726702	0.015037593984962405	0.015037593984962405	NA	NA	NA
positive regulation of synapse maturation	NA	NA	NA	NA	0.0012889366272824919	0.0012889366272824919	NA	NA	NA
positive regulation of synaptic transmission	0.015302404663589992	0.015096304008328995	0.014585908529048208	0.015692901979719943	0.015467239527389903	0.015467239527389903	NA	NA	NA
positive regulation of synaptic transmission, GABAergic	NA	NA	NA	NA	0.002363050483351235	0.002363050483351235	NA	NA	NA
positive regulation of synaptic vesicle fusion to presynaptic active zone membrane	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of synaptic vesicle membrane organization	0.0019431624969638087	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of syncytium formation by plasma membrane fusion	NA	0.0031233732431025507	NA	NA	NA	NA	NA	NA	NA
positive regulation of systemic arterial blood pressure	NA	NA	0.0022249690976514215	NA	NA	NA	NA	NA	NA
positive regulation of T cell cytokine production	0.0036434296818071412	NA	0.0034610630407911	NA	NA	NA	NA	NA	NA
positive regulation of T cell differentiation	0.012873451542385232	0.01327433628318584	0.014338689740420272	0.013520038628681796	0.011385606874328678	0.011385606874328678	0.041025641025641026	0.017919075144508672	0.052083333333333336
positive regulation of T cell differentiation in thymus	0.0021860578090842847	0.002082248828735034	0.0022249690976514215	NA	NA	NA	NA	0.004046242774566474	NA
positive regulation of T cell mediated cytotoxicity	NA	0.004685059864653826	NA	NA	0.004296455424274973	0.004296455424274973	NA	NA	NA
positive regulation of T cell mediated immune response to tumor cell	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell mediated immunity	0.00801554529997571	0.008589276418532014	0.0069221260815822	NA	0.007733619763694952	0.007733619763694952	NA	NA	NA
positive regulation of T cell proliferation	0.010687393733300948	0.009630400832899531	0.010135970333745364	0.010864316755190728	0.010311493018259935	0.010311493018259935	NA	0.017341040462427744	NA
positive regulation of T cell receptor signaling pathway	NA	NA	0.0029666254635352285	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 1 cell differentiation	NA	0.0013014055179593961	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper cell differentiation	0.003157639057566189	0.00338365434669443	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomerase RNA localization to Cajal body	NA	0.0015616866215512754	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomere maintenance	0.0075297546757347586	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of the force of heart contraction	NA	NA	NA	NA	NA	NA	NA	0.0023121387283236996	NA
positive regulation of toll-like receptor 2 signaling pathway	NA	NA	NA	NA	0.0010741138560687433	0.0010741138560687433	NA	NA	NA
positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of transcription from RNA polymerase II promoter in response to stress	NA	NA	NA	NA	NA	NA	0.015384615384615385	NA	NA
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	NA	NA	NA	NA	NA	NA	0.020512820512820513	NA	NA
