Source	Target	Path
BIRC2	TUBB4B	BIRC2,UBC,TUBB4B
BIRC2	ADRA2B	BIRC2,UBC,HSP90AA1,RAF1,YWHAZ,ADRA2B
BIRC2	APC	BIRC2,UBC,CTNNB1,APC
BIRC2	FZD1	BIRC2,UBC,AKT1,GSK3B,FZD1
BIRC2	STAT3	BIRC2,UBC,EGFR,STAT3
BIRC2	SLC12A3	BIRC2,UBC,SLC12A3
BIRC2	ASS1	BIRC2,UBC,USP7,GMPS,CAD,CPS1,ASS1
BIRC2	HMOX2	BIRC2,UBC,HMOX2
BIRC2	PTGER4	BIRC2,UBC,MDM2,ARRB1,PTGER4
BIRC2	ERCC6	BIRC2,UBC,NEDD8,CUL4A,DDB1,ERCC8,ERCC6
BIRC2	TBX21	BIRC2,UBC,ESR1,EP300,TBX21
BIRC2	HIF1A	BIRC2,UBC,HIF1A
BIRC2	GLCCI1	BIRC2,UBC,DCAF7,DYRK1B,GLCCI1
BIRC2	CD1A	BIRC2,UBC,TFRC,HFE,B2M,CD1A
BIRC2	SPG7	BIRC2,UBC,TOMM70A,SFXN2,SPG7
BIRC2	CHST3	BIRC2,UBC,CCNE1,RB1,KDM5B,CHST3
BIRC2	SULT1C4	BIRC2,UBC,SLC12A2,SULT1C4
BIRC2	MECOM	BIRC2,UBC,RNF2,BMI1,CBX4,CTBP1,MECOM
BIRC2	TEK	BIRC2,UBC,CBL,PLCG1,PDGFRB,RASA1,DOK2,TEK
BIRC2	SULT1A1	BIRC2,UBC,PRDX1,SRXN1,SULT1A1
BIRC2	KCNJ1	BIRC2,UBC,KCNJ1
BIRC2	CYP11A1	BIRC2,UBC,USP7,GMPS,CAD,DPYD,FDXR,FDX1,CYP11A1
BIRC2	CCL11	BIRC2,UBC,CXCR4,CCR5,CCL5,CCR3,CCL11
BIRC2	AGTR1	BIRC2,UBC,ARRB2,AGTR1
BIRC2	ICMT	BIRC2,UBC,HSP90AA1,RAF1,HRAS,ICMT
BIRC2	SYK	BIRC2,UBC,CBL,SYK
BIRC2	DBH	BIRC2,UBC,RHOA,ARHGAP1,CDC42,ITSN1,DBH
BIRC2	ANKK1	BIRC2,UBC,HSP90AA1,SUGT1,PHLPP1,ANKK1
BIRC2	NTS	BIRC2,UBC,GGA1,SORT1,NTS
BIRC2	EPM2A	BIRC2,UBC,NHLRC1,EPM2A
BIRC2	G6PD	BIRC2,UBC,G6PD
BIRC2	HTR4	BIRC2,UBC,ADRB2,HTR4
BIRC2	CDH4	BIRC2,UBC,CTNNB1,CDH4
BIRC2	CNTN4	BIRC2,UBC,APP,CNTN4
BIRC2	BCHE	BIRC2,UBC,USP7,GMPS,CAD,BCHE
BIRC2	LTF	BIRC2,UBC,LTF
BIRC2	MSH6	BIRC2,UBC,PCNA,MSH6
BIRC2	AFP	BIRC2,UBC,AFP
BIRC2	ESRRA	BIRC2,UBC,ESR1,NCOA1,PPARG,PPARGC1A,ESRRG,ESRRA
BIRC2	SERPINA6	BIRC2,UBC,EGFR,EGF,ERBB4,SIRPG,SERPINA6
BIRC2	CYP2D6	BIRC2,UBC,POR,CYP2D6
BIRC2	CACNG1	BIRC2,UBC,VAPA,CACNG1
BIRC2	CYP3A5	BIRC2,UBC,CYB5A,CYP3A5
BIRC2	DPEP1	BIRC2,UBC,PCNA,CHAF1A,MBD1,DPEP1
BIRC2	HRH1	BIRC2,UBC,RPS3,MAGOH,ALYREF,THOC1,HRH1
BIRC2	ABCC9	BIRC2,UBC,LDHA,ABCC9
BIRC2	GLP1R	BIRC2,UBC,GLP1R
BIRC2	SPTA1	BIRC2,UBC,ACTN4,ACTN2,TTN,OBSCN,ANK1,SPTB,SPTA1
BIRC2	PRCP	BIRC2,UBC,PRCP
BIRC2	HTR2A	BIRC2,UBC,CBL,HTR2A
BIRC2	NISCH	BIRC2,UBC,NISCH
BIRC2	CEL	BIRC2,UBC,RPS3,MAGOH,SRSF7,TFPI,CELA3A,CEL
BIRC2	GDF15	BIRC2,UBC,PRPF8,PRPF4,PDF,GDF15
BIRC2	SLC2A3	BIRC2,UBC,SLC2A3
BIRC2	FOXO3	BIRC2,UBC,TP53,SIRT1,FOXO3
BIRC2	HTR2B	BIRC2,UBC,GNA11,HTR2B
BIRC2	ALOX5	BIRC2,UBC,ACTB,ALOX5
BMP4	DNM1L	BMP4,BMPR1A,UBC,DNM1L
BMP4	KIF20A	BMP4,BMPR1A,UBC,KIF20A
BMP4	ARL4C	BMP4,BMPR1A,UBC,ARL4C
BMP4	TXNDC9	BMP4,BMPR1A,UBC,TXNDC9
BMP4	CDK6	BMP4,BMPR1A,UBC,CCND1,CDK6
BMP4	CDKN1A	BMP4,BMPR1A,UBC,CDKN1A
BMP4	STUB1	BMP4,BMPR1A,UBC,STUB1
BMP4	IKZF1	BMP4,BMPR1A,UBC,HDAC1,IKZF1
BMP4	HMG20B	BMP4,BMPR1A,UBC,HDAC1,KDM1A,HMG20B
BMP4	LYPLA1	BMP4,BMPR1A,UBC,LYPLA1
BMP4	VAT1	BMP4,BMPR1A,UBC,VAT1
BMP4	CNPY3	BMP4,BMPR1A,UBC,EPRS,MARS,EEF1E1,NAT9,CNPY3
BMP4	YME1L1	BMP4,BMPR1A,UBC,YME1L1
BMP4	TCFL5	BMP4,BMPR1A,UBC,E2F1,TOPBP1,TCFL5
BMP4	MTHFD2	BMP4,BMPR1A,UBC,ATIC,GART,MTHFD2
BMP4	PRSS23	BMP4,BMPR1A,UBC,ELAVL1,PRSS23
BMP4	SLC2A6	BMP4,BMPR1A,UBC,GALE,SLC2A6
BMP4	CHEK2	BMP4,BMPR1A,UBC,TP53,CHEK2
BMP4	CLTC	BMP4,BMPR1A,UBC,CLTC
BMP4	CANT1	BMP4,BMPR1A,UBC,SGTA,CANT1
BMP4	CRK	BMP4,BMPR1A,UBC,CBL,CRK
BMP4	CSRP1	BMP4,BMPR1A,UBC,CSRP1
BMP4	ADRB2	BMP4,BMPR1A,UBC,ADRB2
BMP4	DCTD	BMP4,BMPR1A,UBC,PCNA,RFC4,DCTD
BMP4	GADD45A	BMP4,BMPR1A,UBC,PCNA,GADD45A
BMP4	DLD	BMP4,BMPR1A,UBC,DLST,DLD
BMP4	AGL	BMP4,BMPR1A,UBC,AGL
BMP4	TSC22D3	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,TSC22D3
BMP4	DUSP3	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,DUSP3
BMP4	DUSP4	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,MAP2K1,MAPK3,DUSP4
BMP4	E2F2	BMP4,BMPR1A,UBC,E2F1,TFDP1,E2F2
BMP4	EGR1	BMP4,BMPR1A,UBC,TP53,EGR1
BMP4	EIF4EBP1	BMP4,BMPR1A,UBC,AKT1,MTOR,EIF4EBP1
BMP4	EIF5	BMP4,BMPR1A,UBC,EIF3A,EIF3B,EIF5
BMP4	EPHB2	BMP4,BMPR1A,UBC,ESR1,SRC,EPHB2
BMP4	ERBB3	BMP4,BMPR1A,UBC,ERBB2,ERBB3
BMP4	ALAS1	BMP4,BMPR1A,UBC,ALAS1
BMP4	COG2	BMP4,BMPR1A,UBC,RAB1A,USO1,SCFD1,COG4,COG3,COG2
BMP4	PUF60	BMP4,BMPR1A,UBC,RPS3,MAGOH,SRRM2,PUF60
BMP4	RAB11FIP2	BMP4,BMPR1A,UBC,OPTN,RAB8A,RAB1B,RAB11A,RAB11FIP2
BMP4	RPIA	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1,EBNA1BP2,BRIX1,RPIA
BMP4	ALDOC	BMP4,BMPR1A,UBC,ALDOC
BMP4	RBM34	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1,EBNA1BP2,BRIX1,RBM34
BMP4	GPATCH8	BMP4,BMPR1A,UBC,GPATCH8
BMP4	RRS1	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1
BMP4	RRP12	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,RBM28,RRP12
BMP4	SIRT3	BMP4,BMPR1A,UBC,SIRT3
BMP4	FOS	BMP4,BMPR1A,UBC,JUN,FOS
BMP4	LSM5	BMP4,BMPR1A,UBC,HSPA8,BCAS2,CDC5L,SNRPD2,SNRPD1,SNRPE,LSM3,LSM5
BMP4	PLA2G15	BMP4,BMPR1A,UBC,ESR1,SRC,PEMT,PLA2G15
BMP4	EML3	BMP4,BMPR1A,UBC,EML3
BMP4	TIPARP	BMP4,BMPR1A,UBC,TP53,ATM,TIPARP
BMP4	PHGDH	BMP4,BMPR1A,UBC,PHGDH
BMP4	TIMM9	BMP4,BMPR1A,UBC,XIAP,HTRA2,TIMM9
BMP4	TNFRSF21	BMP4,BMPR1A,UBC,TRAF2,TRADD,TNFRSF21
BMP4	SESN1	BMP4,BMPR1A,UBC,SESN1
BMP4	GNA11	BMP4,BMPR1A,UBC,GNA11
BMP4	GNAS	BMP4,BMPR1A,UBC,GNAS
BMP4	GRB7	BMP4,BMPR1A,UBC,ERBB2,GRB7
BMP4	GRB10	BMP4,BMPR1A,UBC,IRS1,INSR,GRB10
BMP4	CHMP4A	BMP4,BMPR1A,UBC,PDCD6IP,CHMP4A
BMP4	GTPBP8	BMP4,BMPR1A,UBC,CUL1,FBXW11,CLPX,GTPBP8
BMP4	CXCL2	BMP4,BMPR1A,UBC,RELA,IL8,CXCR2,CXCL2
BMP4	HLA-DMA	BMP4,BMPR1A,UBC,CD74,HLA-DMA
BMP4	HMGCR	BMP4,BMPR1A,UBC,HMGCR
BMP4	HMGCS1	BMP4,BMPR1A,UBC,HMGCS1
BMP4	HMOX1	BMP4,BMPR1A,UBC,HMOX1
BMP4	HSPA8	BMP4,BMPR1A,UBC,HSPA8
BMP4	BIRC5	BMP4,BMPR1A,UBC,AURKB,BIRC5
BMP4	HSPD1	BMP4,BMPR1A,UBC,HSPD1
BMP4	IGFBP3	BMP4,BMPR1A,UBC,GGA3,IGF2R,IGF2,IGFBP3
BMP4	APP	BMP4,BMPR1A,UBC,APP
BMP4	INPP1	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,WDR12,INPP1
BMP4	INSIG1	BMP4,BMPR1A,UBC,HMGCR,INSIG1
BMP4	ITGAE	BMP4,BMPR1A,UBC,CDH1,ITGAE
BMP4	ITGB5	BMP4,BMPR1A,UBC,ITGA5,ITGB1,ITGA7,ITGB5
BMP4	KIF5C	BMP4,BMPR1A,UBC,APP,KIF5C
BMP4	KIT	BMP4,BMPR1A,UBC,CBL,GRB2,KIT
BMP4	RHOA	BMP4,BMPR1A,UBC,RHOA
BMP4	ACAT2	BMP4,BMPR1A,UBC,HADHA,ACAT2
BMP4	LGALS8	BMP4,BMPR1A,UBC,CALCOCO2,LGALS8
BMP4	FOXO4	BMP4,BMPR1A,UBC,FOXO4
BMP4	MUC1	BMP4,BMPR1A,UBC,CTNNB1,MUC1
BMP4	NFKB2	BMP4,BMPR1A,UBC,NFKB2
BMP4	NFKBIA	BMP4,BMPR1A,UBC,NFKBIA
BMP4	PNP	BMP4,BMPR1A,UBC,PNP
BMP4	NPC1	BMP4,BMPR1A,UBC,NPC1
BMP4	SLC11A2	BMP4,BMPR1A,UBC,SLC11A2
BMP4	NVL	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,NVL
BMP4	OXA1L	BMP4,BMPR1A,UBC,ATP5A1,ATP5B,ATP5O,UQCRC2,UQCRC1,UQCRFS1,COX5B,MT-CO2,OXA1L
BMP4	PAK1	BMP4,BMPR1A,UBC,RAC1,PAK1
BMP4	COPS7A	BMP4,BMPR1A,UBC,CUL1,COPS5,COPS7A
BMP4	PCBD1	BMP4,BMPR1A,UBC,CTNNB1,HNF1A,PCBD1
BMP4	GOLT1B	BMP4,BMPR1A,UBC,GOLT1B
BMP4	PCNA	BMP4,BMPR1A,UBC,PCNA
BMP4	ATP6V1D	BMP4,BMPR1A,UBC,ATP6V1H,ATP6V1D
BMP4	DHRS7	BMP4,BMPR1A,UBC,DHRS7
BMP4	PLK1	BMP4,BMPR1A,UBC,CHEK1,CDC25C,PLK1
BMP4	PMAIP1	BMP4,BMPR1A,UBC,MCL1,PMAIP1
BMP4	PMM2	BMP4,BMPR1A,UBC,PMM2
BMP4	CYCS	BMP4,BMPR1A,UBC,ATP5A1,ATP5B,ATP5O,UQCRC2,UQCRC1,UQCRFS1,CYC1,CYCS
BMP4	POLE2	BMP4,BMPR1A,UBC,PCNA,POLE,POLE2
BMP4	POLR2I	BMP4,BMPR1A,UBC,POLR2A,POLR2I
BMP4	KCTD5	BMP4,BMPR1A,UBC,KCTD5
BMP4	DDIT4	BMP4,BMPR1A,UBC,DDIT4
BMP4	HERC6	BMP4,BMPR1A,UBC,UBQLN2,HERC6
BMP4	PPP2R3C	BMP4,BMPR1A,UBC,PPP2R3C
BMP4	FKBP14	BMP4,BMPR1A,UBC,ESR1,EP300,HIST1H4A,FKBP14
BMP4	FAIM	BMP4,BMPR1A,UBC,XIAP,FAIM
BMP4	PPP2R5E	BMP4,BMPR1A,UBC,PPP2R1A,PPP2R5E
BMP4	STAP2	BMP4,BMPR1A,UBC,CBL,STAP2
BMP4	KDM3A	BMP4,BMPR1A,UBC,TCEAL4,TCEAL1,KDM3A
BMP4	PRKCH	BMP4,BMPR1A,UBC,PRKCH
BMP4	EAPP	BMP4,BMPR1A,UBC,EAPP
BMP4	ZNF395	BMP4,BMPR1A,UBC,HDAC1,ZNF395
BMP4	PSMB8	BMP4,BMPR1A,UBC,PSMA4,PSMB2,PSMB8
BMP4	MCOLN1	BMP4,BMPR1A,UBC,CCNE1,FBXW7,MCOLN1
BMP4	BAD	BMP4,BMPR1A,UBC,AKT1,BAD
BMP4	PTK2	BMP4,BMPR1A,UBC,ESR1,SRC,PTK2
BMP4	TRIB3	BMP4,BMPR1A,UBC,ATF4,TRIB3
BMP4	PTPN6	BMP4,BMPR1A,UBC,EGFR,PTPN6
BMP4	POLD4	BMP4,BMPR1A,UBC,POLD4
BMP4	PXN	BMP4,BMPR1A,UBC,ESR1,SRC,PTK2,PXN
BMP4	RAC2	BMP4,BMPR1A,UBC,RHOA,ARHGDIA,RAC2
BMP4	RAP1GAP	BMP4,BMPR1A,UBC,RAP1B,RAP1GAP
BMP4	RELB	BMP4,BMPR1A,UBC,NFKB2,RELB
BMP4	RGS2	BMP4,BMPR1A,UBC,GNB1,GNAI3,RGS2
BMP4	MRPL12	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL15,RPLP0,MRPL12
BMP4	SATB1	BMP4,BMPR1A,UBC,HDAC1,SATB1
BMP4	SCP2	BMP4,BMPR1A,UBC,OPTN,RAB8A,SCP2
BMP4	ABHD4	BMP4,BMPR1A,UBC,ABHD4
BMP4	RBKS	BMP4,BMPR1A,UBC,AHCY,RBKS
BMP4	SGCB	BMP4,BMPR1A,UBC,SGCB
BMP4	SHB	BMP4,BMPR1A,UBC,CBL,GRB2,SHB
BMP4	NT5DC2	BMP4,BMPR1A,UBC,NT5DC2
BMP4	SLC1A4	BMP4,BMPR1A,UBC,SLC1A4
BMP4	SMARCD2	BMP4,BMPR1A,UBC,CCNE1,RB1,SMARCA4,SMARCD2
BMP4	SNAP25	BMP4,BMPR1A,UBC,VAMP2,SNAP25
BMP4	BNIP3	BMP4,BMPR1A,UBC,AKT1,BAD,BCL2,BNIP3
BMP4	BNIP3L	BMP4,BMPR1A,UBC,AKT1,BAD,BCL2,BNIP3,BNIP3L
BMP4	SPAG4	BMP4,BMPR1A,UBC,BRCA1,ACACA,SPAG4
BMP4	SPR	BMP4,BMPR1A,UBC,POLR2A,INTS6,NABP2,SUGP1,SPR
BMP4	BPHL	BMP4,BMPR1A,UBC,BPHL
BMP4	AURKA	BMP4,BMPR1A,UBC,AURKA
BMP4	STK10	BMP4,BMPR1A,UBC,STK10
BMP4	STXBP2	BMP4,BMPR1A,UBC,VAMP2,STX4,ANXA3,STXBP2
BMP4	SUPV3L1	BMP4,BMPR1A,UBC,SUPV3L1
BMP4	SUV39H1	BMP4,BMPR1A,UBC,TRIM28,CBX5,SUV39H1
BMP4	TBX2	BMP4,BMPR1A,UBC,PML,SUMO1,TBX2
BMP4	TGFBR2	BMP4,BMPR1A,UBC,TGFBR1,TGFBR2
BMP4	TIAM1	BMP4,BMPR1A,UBC,SQSTM1,PRKCZ,PARD6A,PARD3,TIAM1
BMP4	TLE1	BMP4,BMPR1A,UBC,CTNNB1,LEF1,TLE1
BMP4	TLR4	BMP4,BMPR1A,UBC,TRAF6,MYD88,TLR4
BMP4	TOP2A	BMP4,BMPR1A,UBC,TOP2A
BMP4	TP53BP2	BMP4,BMPR1A,UBC,TP53,TP53BP2
BMP4	TPM1	BMP4,BMPR1A,UBC,ACTC1,TPM1
BMP4	UGDH	BMP4,BMPR1A,UBC,UGDH
BMP4	IFRD2	BMP4,BMPR1A,UBC,USP10,G3BP1,IFRD2
BMP4	TMEM109	BMP4,BMPR1A,UBC,TMEM109
BMP4	CCDC86	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,NIP7,CCDC86
BMP4	CHAC1	BMP4,BMPR1A,UBC,CHAC1
BMP4	MBOAT7	BMP4,BMPR1A,UBC,ESR1,SRC,PEMT,MBOAT7
BMP4	CHMP6	BMP4,BMPR1A,UBC,VPS36,VPS25,CHMP6
BMP4	FBXO11	BMP4,BMPR1A,UBC,SKP2,SKP1,FBXO11
BMP4	FOSL1	BMP4,BMPR1A,UBC,JUN,FOSL1
BMP4	NRIP1	BMP4,BMPR1A,UBC,ESR1,NCOA1,RARA,NRIP1
BMP4	SMC1A	BMP4,BMPR1A,UBC,USP15,WAPAL,SMC3,SMC1A
BMP4	CDC45	BMP4,BMPR1A,UBC,MCM7,CDC45
BMP4	CASP2	BMP4,BMPR1A,UBC,XIAP,CASP2
BMP4	TUBB6	BMP4,BMPR1A,UBC,TUBB6
BMP4	MICALL1	BMP4,BMPR1A,UBC,EHD4,EHD1,MICALL1
BMP4	AKR7A2	BMP4,BMPR1A,UBC,AKR7A2
BMP4	PEX11A	BMP4,BMPR1A,UBC,PEX3,PEX19,PEX11A
BMP4	INPP4B	BMP4,BMPR1A,UBC,INPP4B
BMP4	IER3	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,IER3
BMP4	CCNB1	BMP4,BMPR1A,UBC,CCNB1
BMP4	TIMELESS	BMP4,BMPR1A,UBC,MCM7,MCM5,MCM2,TIMELESS
BMP4	MAP7	BMP4,BMPR1A,UBC,DHX9,MAP7
BMP4	DNAJA3	BMP4,BMPR1A,UBC,HSPA9,DNAJA3
BMP4	PRPF4	BMP4,BMPR1A,UBC,PRPF8,PRPF4
BMP4	SYNGR3	BMP4,BMPR1A,UBC,SYNGR3
BMP4	VAPB	BMP4,BMPR1A,UBC,VAPB
BMP4	ITGB1BP1	BMP4,BMPR1A,UBC,RAP1B,KRIT1,ITGB1BP1
BMP4	PIGB	BMP4,BMPR1A,UBC,SEC11A,TMED10,PIGB
BMP4	SPAG7	BMP4,BMPR1A,UBC,SPAG7
BMP4	CD44	BMP4,BMPR1A,UBC,ESR1,SRC,CD44
BMP4	IKBKE	BMP4,BMPR1A,UBC,NFKBIA,IKBKE
BMP4	CD58	BMP4,BMPR1A,UBC,PRPF8,PRPF6,CD2BP2,CD2,CD58
BMP4	EDEM1	BMP4,BMPR1A,UBC,CANX,EDEM1
BMP4	USP6NL	BMP4,BMPR1A,UBC,RHOA,ARHGAP1,CDC42,BAIAP2,EPS8,USP6NL
BMP4	KEAP1	BMP4,BMPR1A,UBC,KEAP1
BMP4	CDK1	BMP4,BMPR1A,UBC,CCNB1,CDK1
BMP4	KLHL21	BMP4,BMPR1A,UBC,KLHL21
BMP4	CDC20	BMP4,BMPR1A,UBC,CCNB1,CDC20
BMP4	CDC25A	BMP4,BMPR1A,UBC,CUL1,BTRC,CDC25A
BMP4	MVP	BMP4,BMPR1A,UBC,LDLR,LRPAP1,LRP1,MVP
BMP4	EIF4E	BMP4,BMPR1A,UBC,AKT1,MTOR,EIF4EBP1,EIF4E
BMP4	FKBP4	BMP4,BMPR1A,UBC,HSP90AA1,FKBP4
BMP4	RBL2	BMP4,BMPR1A,UBC,E2F1,TFDP1,RBL1,E2F4,RBL2
BMP4	FKBP1A	BMP4,BMPR1A,UBC,AKT1,MTOR,FKBP1A
BMP4	SCN5A	BMP4,BMPR1A,UBC,CALM2,SCN5A
BMP4	SCAP	BMP4,BMPR1A,UBC,HMGCR,INSIG1,SCAP
BMP4	FOXA3	BMP4,BMPR1A,UBC,CUL1,BTRC,HIVEP1,IRF2BP2,FOXA3
BMP4	COQ2	BMP4,BMPR1A,UBC,COQ2
BMP4	HNF1A	BMP4,BMPR1A,UBC,CTNNB1,HNF1A
BMP4	USP24	BMP4,BMPR1A,UBC,USP24
BMP4	LPA	BMP4,BMPR1A,UBC,CANX,LPA
BMP4	ACTR2	BMP4,BMPR1A,UBC,ACTR2
BMP4	PAPOLA	BMP4,BMPR1A,UBC,POLR2A,GTF2F1,GTF2B,TBP,BRF1,GTF3C3,CPSF2,CPSF3,PAPOLA
BMP4	SLIT1	BMP4,BMPR1A,UBC,USP33,ROBO1,SLIT1
BMP4	TBP	BMP4,BMPR1A,UBC,POLR2A,GTF2F1,GTF2B,TBP
BMP4	PLA2G6	BMP4,BMPR1A,UBC,HSP90AA1,SUGT1,PHLPP1,PLA2G6
BMP4	YAP1	BMP4,BMPR1A,UBC,TP73,YAP1
BMP4	DYNC2H1	BMP4,BMPR1A,UBC,DYNC2H1
BMP4	EWSR1	BMP4,BMPR1A,UBC,EWSR1
BMP4	MKI67	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,MKI67
BMP4	KDM5C	BMP4,BMPR1A,UBC,UBE2D2,CNOT4,KDM5C
BMP4	PDGFA	BMP4,BMPR1A,UBC,CBL,CRK,PDGFRA,PDGFA
BMP4	PDGFC	BMP4,BMPR1A,UBC,CBL,CRK,PDGFRA,PDGFC
BMP4	PDGFD	BMP4,BMPR1A,UBC,CBL,PLCG1,PDGFRB,PDGFD
BMP4	NR1I2	BMP4,BMPR1A,UBC,ESR1,NCOA1,NR1I2
BMP4	ADRA2A	BMP4,BMPR1A,UBC,GNAO1,ADRA2A
BMP4	GFER	BMP4,BMPR1A,UBC,CUL1,COPS5,GFER
BMP4	GABPA	BMP4,BMPR1A,UBC,ESR1,EP300,GABPA
BMP4	APOB	BMP4,BMPR1A,UBC,APOB
BMP4	HSF1	BMP4,BMPR1A,UBC,YWHAE,HSF1
BMP4	PON1	BMP4,BMPR1A,UBC,CCNB1,CDC20,BUB1B,BUB1,CASC5,MIS12,APOA1,PON1
BMP4	CD34	BMP4,BMPR1A,UBC,CBL,CRKL,CD34
BMP4	MBP	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,MBP
BMP4	CDC25C	BMP4,BMPR1A,UBC,CHEK1,CDC25C
BMP4	PKN1	BMP4,BMPR1A,UBC,RHOA,PKN1
BMP4	PKN3	BMP4,BMPR1A,UBC,PKN3
BMP4	CYP2A13	BMP4,BMPR1A,UBC,USP7,GMPS,CAD,CYP2A13
BMP4	CTSB	BMP4,BMPR1A,UBC,ATP5A1,ATP5B,ATP5C1,NDUFB9,NDUFA2,NDUFB10,GOPC,CTSL1,CSTA,CTSB
BMP4	CAMK2A	BMP4,BMPR1A,UBC,CBL,FYN,GRIN2A,DLG4,GRIN2B,CAMK2A
BMP4	HSD17B3	BMP4,BMPR1A,UBC,MAP3K7,EIF2AK2,EIF2S1,EIF2B1,HSD17B3
BMP4	IAPP	BMP4,BMPR1A,UBC,IDE,IAPP
BMP4	SMAD2	BMP4,BMPR1A,UBC,SMAD2
BMP4	THBD	BMP4,BMPR1A,UBC,ATXN3,KCTD10,SERPINC1,F2,THBD
BMP4	DFFB	BMP4,BMPR1A,UBC,HM13,DFFB
BMP4	DNMT3B	BMP4,BMPR1A,UBC,HDAC1,DNMT3B
BMP4	HDAC6	BMP4,BMPR1A,UBC,RPS3,RPS27A,HDAC6
BMP4	CHD4	BMP4,BMPR1A,UBC,HDAC1,CHD4
BMP4	PDE6H	BMP4,BMPR1A,UBC,GNB2,GNGT1,PDE6H
BMP4	PDE6G	BMP4,BMPR1A,UBC,CBL,GRB2,DNM2,PDE6G
BMP4	PDE6B	BMP4,BMPR1A,UBC,PPIA,PPP3CA,PDE6B
BMP4	PDE6C	BMP4,BMPR1A,UBC,PPIA,PPP3CA,PDE6C
BMP4	PDE6D	BMP4,BMPR1A,UBC,AKT1,MTOR,RHEB,PDE6D
BMP4	PDE6A	BMP4,BMPR1A,UBC,HSPA8,BCAS2,PLRG1,SF3B1,SF3A2,CHERP,PDE6A
BMP4	PDE1A	BMP4,BMPR1A,UBC,HSP90AA1,RAF1,YWHAZ,PDE1A
BMP4	PDE1C	BMP4,BMPR1A,UBC,ACTB,NCALD,PDE1C
BMP4	PDE1B	BMP4,BMPR1A,UBC,TERF1,TINF2,POT1,PDE1B
BMP4	PGR	BMP4,BMPR1A,UBC,ESR1,NCOA1,PGR
BMP4	HLA-DQA1	BMP4,BMPR1A,UBC,HLA-DQA1
BMP4	EEF2K	BMP4,BMPR1A,UBC,CUL1,FBXW11,EEF2K
BMP4	NF2	BMP4,BMPR1A,UBC,NF2
BMP4	SREBF1	BMP4,BMPR1A,UBC,SREBF1
BMP4	SLC15A1	BMP4,BMPR1A,UBC,CFTR,PDZD3,SLC15A1
BMP4	LIPC	BMP4,BMPR1A,UBC,APOB,LIPC
BMP4	CYP3A7	BMP4,BMPR1A,UBC,USP7,GMPS,CAD,CYP3A7
BMP4	DDR2	BMP4,BMPR1A,UBC,DDR2
BMP4	NFE2	BMP4,BMPR1A,UBC,NFE2L2,NFE2
BMP4	TIGD1	BMP4,BMPR1A,UBC,PCNA,TIGD1
BMP4	EIF4E2	BMP4,BMPR1A,UBC,EIF3A,EIF3H,EIF4E2
BMP4	MAD1L1	BMP4,BMPR1A,UBC,CCNB1,CDC20,MAD2L1,MAD1L1
BMP4	FGD4	BMP4,BMPR1A,UBC,ACTA1,FGD4
BMP4	DSCAM	BMP4,BMPR1A,UBC,RAC1,PAK1,DSCAM
BMP4	FZD3	BMP4,BMPR1A,UBC,MYO6,GIPC1,FZD3
BMP4	ARHGEF10	BMP4,BMPR1A,UBC,HSPA8,BCAS2,CDC5L,SNRPD2,SNRPD1,LSM6,SART3,ARHGEF10
BMP4	EPHA5	BMP4,BMPR1A,UBC,EPHA2,EFNA1,EPHA5
BMP4	EPHA6	BMP4,BMPR1A,UBC,EPHA2,EFNA1,EPHA6
BMP4	PDCD4	BMP4,BMPR1A,UBC,EIF4A1,PDCD4
BMP4	KRT19	BMP4,BMPR1A,UBC,RPS3,MAGOH,KRT19
BMP4	S100A10	BMP4,BMPR1A,UBC,S100A10
BMP4	SDS	BMP4,BMPR1A,UBC,EPRS,SDS
BMP4	UBR1	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,NSA2,ZNF593,UBR1
BMP4	CHKA	BMP4,BMPR1A,UBC,SKP2,CHKA
BMP4	FABP1	BMP4,BMPR1A,UBC,ESR1,NCOA1,PPARG,FABP1
BMP4	ACTC1	BMP4,BMPR1A,UBC,ACTC1
BMP4	MT1F	BMP4,BMPR1A,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,MT1F
BMP4	TEAD1	BMP4,BMPR1A,UBC,TP73,YAP1,TEAD1
