gene1,gene2,weight
CDKN1A,CUL4A,0.567
CDKN1A,PCNA,0.999
CDKN1A,NFE2L2,0.576
CDKN1A,CHEK1,0.566
CDKN1A,MDM2,0.997
CDKN1A,CDK5,0.912
BMP4,BMPR1A,0.966
BMP4,SMAD2,0.428
BMP4,CCNE1,0.359
BMP4,EP300,0.247
BMP4,EGFR,0.466
BMP4,SMAD1,0.428
BMP4,HRAS,0.269
BMP4,ERBB4,0.466
BMP4,CTNNB1,0.244
BMP4,NF2,0.213
BMP4,UBC,0.296
BMP4,HIVEP1,0.672
CANX,CFTR,0.985
CANX,MAPK1,0.18921
CANX,HSPA8,0.40172399999999997
CANX,APOB,0.812
CANX,PRKCSH,0.9944200000000001
CANX,EDEM1,0.914
CANX,CAD,0.424
CANX,EGFR,0.324
CANX,HSP90B1,0.736
CANX,CALR,0.643788
CANX,LPA,0.917
CANX,SIRT7,0.313
CANX,HSP90AA1,0.736
CANX,UBC,0.986
CANX,RNF2,0.321
CANX,BMI1,0.321
CANX,CPS1,0.254
CANX,EIF4E,0.159
TRAF2,HSPA8,0.242
TRAF2,BIRC2,0.999
TRAF2,EIF2AK2,0.576
TRAF2,RIPK1,0.999
TRAF2,RHEB,0.463
TRAF2,EP300,0.192
TRAF2,CAD,0.155
TRAF2,CALM2,0.254
TRAF2,RPS27A,0.495
TRAF2,EGFR,0.882
TRAF2,CDC42,0.569
TRAF2,GSK3B,0.714
TRAF2,HSP90AA1,0.156
TRAF2,CCK,0.846
TRAF2,PKN1,0.576
TRAF2,USP7,0.556
TRAF2,UBC,0.999
TRAF2,CALM1,0.353
TRAF2,ACTB,0.262
TRAF2,COPS5,0.576
TRAF2,MTOR,0.722
TRAF2,PARP1,0.156
TRAF2,RNF2,0.321
TRAF2,MAP3K7,0.861
TRAF2,TNFRSF1B,0.999
TRAF2,RPS3,0.564
GFER,ESR1,0.575
GFER,SMAD2,0.158
GFER,UBC,0.345
GFER,COPS5,0.915
GNGT1,GNAO1,0.24261
GNGT1,PDE6H,0.667
GNGT1,GNB2,0.999
GNGT1,PDE6G,0.667
GNGT1,GNB1,0.999
NEDD8,UQCRC1,0.207
NEDD8,SIRT1,0.566
NEDD8,POLR2E,0.256752
NEDD8,MAPK1,0.284
NEDD8,PAPOLA,0.169
NEDD8,FDFT1,0.197
NEDD8,NCALD,0.19592
NEDD8,HSPA8,0.228
NEDD8,BIRC2,0.15463
NEDD8,KCTD10,0.30628
NEDD8,TBP,0.161
NEDD8,LTF,0.225
NEDD8,MSH2,0.34
NEDD8,MSH6,0.38818
NEDD8,PRKCSH,0.157
NEDD8,ACTN4,0.25
NEDD8,ASS1,0.154
NEDD8,TRIM28,0.158
NEDD8,EIF4E2,0.19078399999999998
NEDD8,ATP5B,0.191
NEDD8,PHLPP1,0.299
NEDD8,PRDX1,0.40204
NEDD8,PLD2,0.163
NEDD8,POLR1A,0.163
NEDD8,CBL,0.226
NEDD8,YWHAE,0.278
NEDD8,CAD,0.8794799999999999
NEDD8,FBXW11,0.533
NEDD8,ANK1,0.598
NEDD8,IDE,0.281
NEDD8,CDK2,0.337623
NEDD8,UQCRC2,0.271
NEDD8,TP53,0.999
NEDD8,CBX4,0.157
NEDD8,RPS27A,0.253828
NEDD8,SKP2,0.296
NEDD8,EGFR,0.571
NEDD8,ATP5A1,0.38329
NEDD8,YAP1,0.159
NEDD8,APP,0.576
NEDD8,USP25,0.771
NEDD8,HMGCR,0.281
NEDD8,USP24,0.157
NEDD8,RPN1,0.313
NEDD8,LSM6,0.290691
NEDD8,NSA2,0.414958
NEDD8,APBB1,0.576
NEDD8,HSP90B1,0.383
NEDD8,SNRPD1,0.311936
NEDD8,DDB1,0.867
NEDD8,PRPF8,0.349
NEDD8,DCAF7,0.296
NEDD8,CDC20,0.283
NEDD8,YWHAZ,0.278
NEDD8,HRAS,0.666
NEDD8,ARHGAP1,0.276
NEDD8,GNPDA1,0.208
NEDD8,POLR2B,0.384
NEDD8,POLR2A,0.386
NEDD8,HMGCS1,0.191
NEDD8,ZYX,0.528
NEDD8,SRSF7,0.153
NEDD8,CUL1,0.9990760000000001
NEDD8,DNMT3B,0.592
NEDD8,HSP90AA1,0.326
NEDD8,HIF1A,0.576
NEDD8,PTK2,0.475
NEDD8,TUBB4B,0.249
NEDD8,GGA1,0.209
NEDD8,CYB5A,0.205166
NEDD8,CTSB,0.158
NEDD8,SNRPD2,0.332856
NEDD8,PLD1,0.163
NEDD8,USP7,0.157
NEDD8,TTN,0.317
NEDD8,CTNNB1,0.181
NEDD8,UBC,0.9990709999999999
NEDD8,E2F1,0.812
NEDD8,RPL27A,0.392042
NEDD8,DNM2,0.198
NEDD8,CHD4,0.337
NEDD8,ANAPC11,0.352744
NEDD8,ACTB,0.214
NEDD8,COPS5,0.9828049999999999
NEDD8,SMARCA4,0.234
NEDD8,MT-CO2,0.194037
NEDD8,PARP1,0.493
NEDD8,EPRS,0.426
NEDD8,RNF2,0.574
NEDD8,EIF3A,0.25
NEDD8,BTRC,0.847
NEDD8,DPYD,0.386
NEDD8,RPL5,0.687786
NEDD8,GTF2B,0.18919
NEDD8,MAGOH,0.225
NEDD8,PTPN1,0.177
NEDD8,PRPF4,0.225
NEDD8,MRTO4,0.24495999999999998
NEDD8,CUL4A,0.999
NEDD8,SUGT1,0.243461
NEDD8,DFFB,0.153
NEDD8,TP73,0.621
NEDD8,PCNA,0.588222
NEDD8,DSP,0.154
NEDD8,FKBP1A,0.44138
NEDD8,ATXN3,0.82516
NEDD8,G6PD,0.154
NEDD8,UBE2D2,0.69217
NEDD8,ACTL6A,0.1901
NEDD8,CD44,0.157
NEDD8,EWSR1,0.153
NEDD8,CPS1,0.6001
NEDD8,MDM2,0.567
NEDD8,PPIA,0.224
NEDD8,GMPS,0.628713
NEDD8,ALYREF,0.211123
NEDD8,PLRG1,0.157
NEDD8,EIF4E,0.19078399999999998
NEDD8,RPS3,0.693892
NEDD8,CNOT4,0.162
NEDD8,FDXR,0.313
RAF1,MAPK1,0.987923
RAF1,HSPA8,0.837
RAF1,BIRC2,0.567
RAF1,RRAS2,0.631
RAF1,PDGFRB,0.898
RAF1,RBL2,0.564
RAF1,RHEB,0.983
RAF1,YWHAE,0.985
RAF1,PRPF6,0.57
RAF1,RB1,0.992
RAF1,ARRB2,0.623
RAF1,TP53,0.576
RAF1,AKT1,0.984
RAF1,AGTR1,0.576
RAF1,EGFR,0.618
RAF1,PAK1,0.915
RAF1,GRIN2B,0.195
RAF1,USP24,0.181
RAF1,MAP2K1,0.999
RAF1,INSR,0.592
RAF1,GNB2,0.60568
RAF1,YWHAZ,0.999
RAF1,HRAS,0.999
RAF1,CDC42,0.224
RAF1,TSC22D3,0.809
RAF1,HSP90AA1,0.999
RAF1,ERBB4,0.363
RAF1,UBC,0.954
RAF1,CRKL,0.625
RAF1,FYN,0.722
RAF1,RAC1,0.256
RAF1,CALM1,0.576
RAF1,SRC,0.877
RAF1,EPHA2,0.1729
RAF1,KRT19,0.57
RAF1,SUGT1,0.198
RAF1,UBE2D2,0.576
RAF1,GRB10,0.812
RAF1,CPS1,0.384
RAF1,ARRB1,0.163
RAF1,EHF,0.202
NDUFA2,ATP5B,0.59323
NDUFA2,NDUFB10,0.999235
NDUFA2,NDUFB9,0.9995639999999999
NDUFA2,UBC,0.296
NDUFA2,ATP5C1,0.168
PRKCSH,CANX,0.9944200000000001
PRKCSH,NEDD8,0.157
PRKCSH,BUB1B,0.538
PRKCSH,HSP90B1,0.9878959999999999
PRKCSH,CALR,0.9991110000000001
PRKCSH,HSP90AA1,0.24019200000000002
PRKCSH,UBC,0.754
ACTN4,ESR1,0.576
ACTN4,ACTA2,0.27238
ACTN4,NEDD8,0.25
ACTN4,CNN2,0.35725300000000004
ACTN4,IQGAP1,0.618
ACTN4,NDUFB10,0.302
ACTN4,EGFR,0.425
ACTN4,ATP5A1,0.157
ACTN4,ACTC1,0.67782
ACTN4,GNB2,0.575
ACTN4,ZYX,0.209
ACTN4,SIRT7,0.313
ACTN4,GRB2,0.719
ACTN4,TTN,0.258695
ACTN4,CTNNB1,0.86
ACTN4,UBC,0.982
ACTN4,ACTB,0.27238
ACTN4,POT1,0.158
ACTN4,ACTN2,0.999
ACTN4,ACTA1,0.27238
ACTN4,ACTR2,0.196
ACTN4,TGFB1I1,0.256226
ACTN4,CAMK2A,0.593
ACTN4,ACTL6A,0.196
GDF15,EGFR,0.151
GDF15,PDF,0.812
GDF15,ERBB4,0.151
GDF15,UBC,0.296
ASS1,NEDD8,0.154
ASS1,SDS,0.175
ASS1,CAD,0.9148709999999999
ASS1,CDK2,0.209
ASS1,RPS27A,0.154
ASS1,TERF1,0.311
ASS1,UBC,0.889
ASS1,DPYD,0.17346
ASS1,PTPN1,0.159
ASS1,CPS1,0.960375
ASS1,GMPS,0.200656
ASS1,EIF4E,0.501
TRIM28,ESR1,0.57
TRIM28,CBX5,0.999
TRIM28,SIRT1,0.57
TRIM28,POLR2E,0.416
TRIM28,NEDD8,0.158
TRIM28,STAT3,0.569
TRIM28,CDK2,0.309
TRIM28,TP53,0.875
TRIM28,SNRPD1,0.644
TRIM28,CHAF1A,0.759
TRIM28,DNMT3B,0.57
TRIM28,HIF1A,0.564
TRIM28,ERBB4,0.566
TRIM28,UBC,0.999
TRIM28,E2F1,0.812
TRIM28,UBE2C,0.376
TRIM28,SMARCA4,0.566
TRIM28,PARP1,0.615008
TRIM28,RNF2,0.321
TRIM28,CDC5L,0.232
TRIM28,HDAC1,0.907
TRIM28,BMI1,0.321
TRIM28,E2F4,0.566
TRIM28,MIS12,0.985
TRIM28,UBE2D2,0.376
TRIM28,MDM2,0.915
RARA,ESR1,0.566
RARA,CBX5,0.567
RARA,SIRT1,0.564
RARA,MAPK1,0.59
RARA,ZNF423,0.58
RARA,EP300,0.808
RARA,AKT1,0.812
RARA,NCOA1,0.999
RARA,NRIP1,0.998
RARA,USP7,0.576
RARA,UBC,0.987
RARA,E2F1,0.576
RARA,SRC,0.982
RARA,PARP1,0.573
RARA,HDAC1,0.664
RARA,MRTO4,0.574
RARA,SUV39H1,0.567
RARA,NFE2L2,0.576
RARA,MBD1,0.567
PDE6A,ACTA2,0.15456199999999998
PDE6A,RRAS2,0.194
PDE6A,RHEB,0.194
PDE6A,PHLPP1,0.402535
PDE6A,PDE6H,0.2839
PDE6A,YAP1,0.200773
PDE6A,ACTC1,0.15456199999999998
PDE6A,MAD2L1,0.207
PDE6A,HRAS,0.194
PDE6A,DYRK1B,0.153
PDE6A,PDE6G,0.59638
PDE6A,GP1BA,0.203
PDE6A,PLSCR1,0.27
PDE6A,DNM2,0.161
PDE6A,ACTB,0.15456199999999998
PDE6A,ACTA1,0.15456199999999998
PDE6A,MYO6,0.158
PDE6A,DPYD,0.258
PDE6A,PPP3CA,0.476782
PDE6A,CHERP,0.644
NTS,SORT1,0.808
NTS,ARRB2,0.566
RRAS2,MAPK1,0.19
RRAS2,RAF1,0.631
RRAS2,PDE6A,0.194
RRAS2,EIF2S1,0.35993400000000003
RRAS2,GNAO1,0.301
RRAS2,PHLPP1,0.45
RRAS2,PRDX1,0.156
RRAS2,PIK3CA,0.888
RRAS2,YWHAE,0.224
RRAS2,CDK2,0.16
RRAS2,IQGAP1,0.194
RRAS2,AKT1,0.237
RRAS2,PIK3R1,0.576
RRAS2,RASA1,0.177
RRAS2,EGFR,0.232
RRAS2,PAK1,0.464
RRAS2,ATP5A1,0.228
RRAS2,PKN3,0.157
RRAS2,MAD2L1,0.302
RRAS2,MAP2K1,0.563
RRAS2,GNB2,0.259
RRAS2,YWHAZ,0.224
RRAS2,DYRK1B,0.3
RRAS2,CDC42,0.498
RRAS2,POLR2A,0.362
RRAS2,ERBB4,0.232
RRAS2,PKN1,0.157
RRAS2,ICMT,0.229
RRAS2,UBC,0.362
RRAS2,SREBF1,0.295
RRAS2,RAC1,0.528622
RRAS2,MTOR,0.226
RRAS2,TEAD1,0.301
RRAS2,MT-CO2,0.169
RRAS2,GOPC,0.169
RRAS2,PDE6C,0.194
RRAS2,PTPN1,0.594
RRAS2,GNB1,0.259
RRAS2,PPP3CA,0.161
RRAS2,RHOA,0.290335
RRAS2,EIF2B1,0.34993
RRAS2,PDE6B,0.194
EIF2S1,EIF2AK2,0.992
EIF2S1,RRAS2,0.35993400000000003
EIF2S1,EIF4E2,0.219073
EIF2S1,RHEB,0.22971999999999998
EIF2S1,CAD,0.390518
EIF2S1,RPS27A,0.304
EIF2S1,MKI67IP,0.23
EIF2S1,EIF4A1,0.24572
EIF2S1,MELK,0.569
EIF2S1,HRAS,0.22971999999999998
EIF2S1,CDC42,0.176534
EIF2S1,UBC,0.979
EIF2S1,RPL27A,0.564652
EIF2S1,RAC1,0.176534
EIF2S1,COPS5,0.19278800000000001
EIF2S1,EPRS,0.273
EIF2S1,RNF2,0.321
EIF2S1,EIF3A,0.9603520000000001
EIF2S1,RPL5,0.255
EIF2S1,MRTO4,0.183
EIF2S1,HSD17B3,0.362
EIF2S1,SUGT1,0.162
EIF2S1,PCNA,0.205236
EIF2S1,CPS1,0.35844000000000004
EIF2S1,EIF2B1,0.9901110000000001
EIF2S1,GMPS,0.21
EIF2S1,EIF4E,0.2467
EIF2S1,EIF3H,0.157
CCNB1,SIRT1,0.576
CCNB1,CDKN1A,0.997
CCNB1,CCND2,0.182865
CCNB1,CCNE1,0.36707399999999996
CCNB1,EEF2K,0.551
CCNB1,YWHAE,0.229
CCNB1,CDK2,0.9996459999999999
CCNB1,RB1,0.795
CCNB1,CBX4,0.384
CCNB1,AKT1,0.153825
CCNB1,EPHA5,0.20771900000000001
CCNB1,SKP2,0.64654
CCNB1,RASA1,0.295
CCNB1,PAK1,0.241
CCNB1,BUB1B,0.157
CCNB1,PKN3,0.19777
CCNB1,MAD2L1,0.69
CCNB1,MELK,0.297074
CCNB1,CHAF1A,0.157
CCNB1,BUB1,0.350893
CCNB1,GNB2,0.17044
CCNB1,CDC20,0.9994040000000001
CCNB1,YWHAZ,0.229
CCNB1,CDC25C,0.854092
CCNB1,CUL1,0.534144
CCNB1,KAT5,0.576
CCNB1,PKN1,0.19777
CCNB1,UBC,0.999
CCNB1,E2F1,0.257752
CCNB1,UBE2C,0.157
CCNB1,ANAPC11,0.999
CCNB1,SMARCA4,0.29
CCNB1,KIF14,0.16761600000000001
CCNB1,BTRC,0.567
CCNB1,CDC5L,0.375
CCNB1,TFDP1,0.17741500000000002
CCNB1,TP73,0.572
CCNB1,GNB1,0.17044
CCNB1,PCNA,0.8598819999999999
CCNB1,E2F4,0.207
CCNB1,MYO9B,0.163
CCNB1,DYNC2H1,0.288
CCNB1,CHEK1,0.252392
CCNB1,MDM2,0.1639
CCNB1,CDK5,0.83268
EDEM1,CANX,0.914
EDEM1,USP7,0.207
EDEM1,UBC,0.594
EDEM1,FMO1,0.249
SORT1,NTS,0.808
SORT1,CDK2,0.23
SORT1,GGA1,0.982
SORT1,UBC,0.483
PDGFRA,MAPK1,0.202
PDGFRA,PLCG1,0.86
PDGFRA,PDGFRB,0.963
PDGFRA,PHLPP1,0.681292
PDGFRA,CBL,0.593
PDGFRA,YWHAE,0.167
PDGFRA,STAT3,0.931
PDGFRA,RPS27A,0.578
PDGFRA,PIK3R1,0.963
PDGFRA,EGFR,0.616
PDGFRA,PDF,0.461
PDGFRA,KIT,0.564
PDGFRA,DLG4,0.503426
PDGFRA,CRK,0.966
PDGFRA,MAP2K1,0.239
PDGFRA,YWHAZ,0.168
PDGFRA,GRB2,0.832
PDGFRA,ERBB4,0.36
PDGFRA,UBC,0.704
PDGFRA,CRKL,0.881
PDGFRA,PDGFA,0.974
PDGFRA,SMARCA4,0.269
PDGFRA,PPP3CA,0.2899
PDGFRA,NOP2,0.462
PDGFRA,PDGFC,0.915
APC,CDKN1A,0.273
APC,SMAD2,0.167
APC,IQGAP1,0.576
APC,TP53,0.364
APC,BUB1B,0.576
APC,CTBP1,0.841
APC,MAD2L1,0.566
APC,CRK,0.361
APC,BUB1,0.879
APC,SMAD1,0.167
APC,GSK3B,0.986
APC,PTK2,0.685
APC,CTNNB1,0.999
APC,UBC,0.954
APC,CRKL,0.361
APC,COPS5,0.57
APC,KRT19,0.167
APC,EIF3A,0.567
APC,MAP3K7,0.263
APC,MYO6,0.167
APC,BTRC,0.947
APC,PCNA,0.576
SDS,ASS1,0.175
SDS,CAD,0.29488600000000004
SDS,EPRS,0.43928
SDS,DPYD,0.173272
SDS,CPS1,0.241825
HNF1A,SIRT1,0.576
HNF1A,EP300,0.812
HNF1A,YWHAE,0.575
HNF1A,STAT3,0.576
HNF1A,CALM2,0.171
HNF1A,PCBD1,0.89
HNF1A,YWHAZ,0.575
HNF1A,DYRK1B,0.808
HNF1A,SRSF7,0.575
HNF1A,CTNNB1,0.912
HNF1A,ACTB,0.575
HNF1A,SRC,0.564
HNF1A,LDHA,0.575
HTR2B,GNA11,0.578
HTR2B,AGTR1,0.576
EIF4E2,FKBP4,0.24780100000000002
EIF4E2,POLR2E,0.169
EIF4E2,NEDD8,0.19078399999999998
EIF4E2,EIF2S1,0.219073
EIF4E2,PIK3CA,0.163
EIF4E2,YWHAE,0.277
EIF4E2,TP53,0.175
EIF4E2,RPS27A,0.19078399999999998
EIF4E2,MKI67IP,0.181
EIF4E2,NSA2,0.365624
EIF4E2,GNPDA1,0.328
EIF4E2,EIF4EBP1,0.633
EIF4E2,UBC,0.562912
EIF4E2,MTOR,0.163
EIF4E2,KRT19,0.224
EIF4E2,FKBP1A,0.24780100000000002
EIF4E2,GMPS,0.181
EIF4E2,EIF3H,0.898957
EIF4E2,RPS3,0.259
COX5B,UQCRC1,0.87845
COX5B,MAPK1,0.152
COX5B,ATP5B,0.688
COX5B,UQCRC2,0.942328
COX5B,NDUFB10,0.974
COX5B,NDUFB9,0.736
COX5B,ATP5A1,0.269
COX5B,ATP5O,0.863
COX5B,UQCRFS1,0.994885
COX5B,UBC,0.8
COX5B,RPL27A,0.156
COX5B,ATP5C1,0.769
COX5B,MT-CO1,0.865
COX5B,MT-CO2,0.999
RIPK1,MAPK1,0.194
RIPK1,HSPA8,0.205
RIPK1,BIRC2,0.967
RIPK1,TRAF2,0.999
RIPK1,PHLPP1,0.681292
RIPK1,EP300,0.593
RIPK1,YWHAE,0.167
RIPK1,CAD,0.228
RIPK1,RPS27A,0.96
RIPK1,EGFR,0.602
RIPK1,PDF,0.461
RIPK1,DLG4,0.503426
RIPK1,MAP2K1,0.239
RIPK1,YWHAZ,0.167
RIPK1,HSP90AA1,0.873
RIPK1,EIF4EBP1,0.213
RIPK1,PTK2,0.592
RIPK1,UBC,0.999
RIPK1,ACTB,0.156
RIPK1,SMARCA4,0.269
RIPK1,EFNA1,0.21197399999999997
RIPK1,MAP3K7,0.961
RIPK1,TNFRSF1B,0.57
RIPK1,PPP3CA,0.2899
RIPK1,NOP2,0.462
FDX1,CYP3A5,0.223
FDX1,HSPA8,0.387104
FDX1,ATP5B,0.606104
FDX1,CYP11A1,0.98446
FDX1,ATP5A1,0.576
FDX1,CYP2A13,0.223
FDX1,CYP3A7,0.223
FDX1,UBC,0.3488
FDX1,CYP2D6,0.223
FDX1,DPYD,0.254
FDX1,POR,0.288
FDX1,FDXR,0.982
ABCC9,ATP5A1,0.156
ABCC9,CPSF2,0.229294
ABCC9,HSP90B1,0.1675
ABCC9,COQ2,0.20438499999999998
ABCC9,HSP90AA1,0.1855
ABCC9,UBC,0.36
ABCC9,ATP5C1,0.161
ABCC9,EPRS,0.190912
ABCC9,RHOA,0.153
ABCC9,LDHA,0.576
CCND2,CDKN1A,0.998
CCND2,CCNB1,0.182865
CCND2,RBL2,0.45
CCND2,CDK2,0.871
CCND2,RB1,0.975
CCND2,CALM2,0.569
CCND2,UBC,0.829
CCND2,E2F1,0.184
CCND2,UBE2C,0.298
CCND2,CALM1,0.569
CCND2,RBL1,0.45
CCND2,E2F4,0.184
CCND2,UBE2D2,0.24
CCND2,CDK5,0.985
THOC1,RB1,0.576
THOC1,SF3B1,0.554
THOC1,UBC,0.626
THOC1,RNF2,0.321
THOC1,HRH1,0.747
THOC1,ALYREF,0.999
DPEP1,MBD1,0.812
PDGFRB,MAPK1,0.202
PDGFRB,EIF2AK2,0.576
PDGFRB,PLCG1,0.999
PDGFRB,RAF1,0.898
PDGFRB,PDGFRA,0.963
PDGFRB,PHLPP1,0.681292
PDGFRB,PIK3CA,0.596
PDGFRB,CBL,0.853
PDGFRB,YWHAE,0.168
PDGFRB,STAT3,0.868
PDGFRB,RPS27A,0.875
PDGFRB,PIK3R1,0.999
PDGFRB,RASA1,0.999
PDGFRB,EGFR,0.717
PDGFRB,PDF,0.461
PDGFRB,NCK1,0.984
PDGFRB,DLG4,0.503426
PDGFRB,CRK,0.576
PDGFRB,MAP2K1,0.239
PDGFRB,YWHAZ,0.168
PDGFRB,HSP90AA1,0.277
PDGFRB,GRB2,0.965
PDGFRB,PTK2,0.592
PDGFRB,ERBB4,0.36
PDGFRB,UBC,0.988
PDGFRB,CRKL,0.83
PDGFRB,PDGFA,0.566
PDGFRB,FYN,0.964
PDGFRB,SMARCA4,0.269
PDGFRB,SRC,0.962
PDGFRB,PTPN1,0.94
PDGFRB,PDGFD,0.576
PDGFRB,PPP3CA,0.2899
PDGFRB,GRB10,0.807
PDGFRB,NOP2,0.462
PDGFRB,PDGFC,0.566
ATP5B,UQCRC1,0.894208
ATP5B,NCALD,0.566
ATP5B,APOA1,0.576
ATP5B,NEDD8,0.191
ATP5B,NDUFA2,0.59323
ATP5B,COX5B,0.688
ATP5B,FDX1,0.606104
ATP5B,POLR1A,0.389
ATP5B,CDK2,0.309
ATP5B,UQCRC2,0.907432
ATP5B,NDUFB10,0.157
ATP5B,RPS27A,0.25005700000000003
ATP5B,EGFR,0.356
ATP5B,NDUFB9,0.9121
ATP5B,ATP5A1,0.999977
ATP5B,ATP5O,0.999777
ATP5B,HSP90B1,0.6117100000000001
ATP5B,TUBA1A,0.6850149999999999
ATP5B,UQCRFS1,0.706
ATP5B,YWHAZ,0.351
ATP5B,POLR2B,0.3046
ATP5B,POLR2A,0.389
ATP5B,HSP90AA1,0.963149
ATP5B,TUBB4B,0.172261
ATP5B,CTNNB1,0.355312
ATP5B,UBC,0.965002
ATP5B,RPL27A,0.383
ATP5B,ATP5C1,0.999969
ATP5B,MT-CO2,0.42676000000000003
ATP5B,EPRS,0.19455
ATP5B,RNF2,0.321
ATP5B,RPL5,0.718
ATP5B,MRTO4,0.18
ATP5B,SYK,0.225
ATP5B,BMI1,0.321
ATP5B,PPIA,0.186432
ATP5B,GMPS,0.181
ATP5B,RPS3,0.688
ATP5B,LDHA,0.162
RBL2,CDKN1A,0.238
RBL2,RAF1,0.564
RBL2,CCND2,0.45
RBL2,CCNE1,0.8501799999999999
RBL2,SMARCB1,0.20822399999999996
RBL2,CDK2,0.99069
RBL2,RB1,0.573
RBL2,AKT1,0.151
RBL2,SKP2,0.821089
RBL2,PCBD1,0.384
RBL2,CHAF1A,0.184
RBL2,DYRK1B,0.462
RBL2,CUL1,0.564
RBL2,HDAC6,0.24
RBL2,UBC,0.858
RBL2,E2F1,0.755
RBL2,SMARCA4,0.615394
RBL2,HDAC1,0.951
RBL2,RBL1,0.792
RBL2,TFDP1,0.8787299999999999
RBL2,SUV39H1,0.601
RBL2,E2F4,0.999
RBL2,CDK5,0.325
RBL2,BRF1,0.60324
SMAD2,ESR1,0.804
SMAD2,MAPK1,0.576
SMAD2,BMPR1A,0.248
SMAD2,BMP4,0.428
SMAD2,GFER,0.158
SMAD2,APC,0.167
SMAD2,CCNE1,0.152
SMAD2,EP300,0.965
SMAD2,PIK3CA,0.567
SMAD2,MECOM,0.566
SMAD2,CAD,0.261
SMAD2,CDK2,0.567
SMAD2,CYP11A1,0.192
SMAD2,TP53,0.987
SMAD2,AKT1,0.564
SMAD2,CALM2,0.231
SMAD2,RPS27A,0.448
SMAD2,PAK1,0.2632
SMAD2,YAP1,0.244
SMAD2,PPARG,0.57
SMAD2,INSR,0.576
SMAD2,SMAD1,0.707
SMAD2,DCAF7,0.353
SMAD2,FOXO3,0.573
SMAD2,CTNNB1,0.802
SMAD2,UBC,0.999
SMAD2,SMARCA4,0.809
SMAD2,HDAC1,0.912
SMAD2,RBL1,0.569
SMAD2,TP73,0.564
SMAD2,E2F4,0.569
SMAD2,HRH1,0.353
SMAD2,CAMK2A,0.867
RHEB,MAPK1,0.19
RHEB,TRAF2,0.463
RHEB,RAF1,0.983
RHEB,PDE6A,0.194
RHEB,EIF2S1,0.22971999999999998
RHEB,GNAO1,0.214
RHEB,PHLPP1,0.298
RHEB,YWHAE,0.224
RHEB,IQGAP1,0.194
RHEB,AKT1,0.157
RHEB,RASA1,0.177
RHEB,EGFR,0.232
RHEB,PAK1,0.301
RHEB,PDE6D,0.991
RHEB,PKN3,0.157
RHEB,MAD2L1,0.159
RHEB,MAP2K1,0.305
RHEB,GNB2,0.259
RHEB,YWHAZ,0.224
RHEB,HRAS,0.56775
RHEB,DYRK1B,0.166
RHEB,CDC42,0.241
RHEB,POLR2A,0.22
RHEB,ERBB4,0.232
RHEB,PLD1,0.602
RHEB,PKN1,0.157
RHEB,UBC,0.753
RHEB,RAC1,0.241
RHEB,MTOR,0.996
RHEB,TEAD1,0.16
RHEB,MT-CO2,0.169
RHEB,GOPC,0.169
RHEB,PDE6C,0.194
RHEB,GNB1,0.259
RHEB,PPP3CA,0.161
RHEB,RHOA,0.30399699999999996
RHEB,EIF2B1,0.21786999999999998
RHEB,PDE6B,0.194
ZNF423,ACTA2,0.15176800000000001
ZNF423,RARA,0.58
ZNF423,PHLPP1,0.204315
ZNF423,CAD,0.297
ZNF423,ANK1,0.16281099999999998
ZNF423,ACTC1,0.15176800000000001
ZNF423,MELK,0.18212
ZNF423,BUB1,0.288
ZNF423,SMAD1,0.808
ZNF423,DYRK1B,0.188208
ZNF423,USP7,0.24
ZNF423,ACTB,0.15176800000000001
ZNF423,SMARCA4,0.233
ZNF423,ACTA1,0.15176800000000001
ZNF423,PARP1,0.805
ZNF423,PPP3CA,0.25952
ZNF423,OBSCN,0.236
CRISPLD2,IQCB1,0.333
SLC12A2,SULT1C4,0.271
SLC12A2,EGFR,0.275
SLC12A2,SULT1A1,0.253
SLC12A2,UBC,0.933
GNAO1,SIRT4,0.173
GNAO1,SIRT1,0.347
GNAO1,MAPK1,0.330394
GNAO1,GNGT1,0.24261
GNAO1,RRAS2,0.301
GNAO1,RHEB,0.214
GNAO1,PHLPP1,0.562
GNAO1,SLIT1,0.154
GNAO1,PDE6H,0.595828
GNAO1,AKT1,0.34538
GNAO1,ADRA2A,0.819
GNAO1,APP,0.576
GNAO1,PKN3,0.282684
GNAO1,CCR5,0.586
GNAO1,MAP2K1,0.151
GNAO1,GNB2,0.495496
GNAO1,HRAS,0.317752
GNAO1,PDE6G,0.595828
GNAO1,GP1BA,0.242
GNAO1,SIRT7,0.173
GNAO1,SIRT6,0.173
GNAO1,PKN1,0.282684
GNAO1,UBC,0.947
GNAO1,GNB1,0.495496
CCNE1,CDKN1A,0.999
CCNE1,BMP4,0.359
CCNE1,CCNB1,0.36707399999999996
CCNE1,RBL2,0.8501799999999999
CCNE1,SMAD2,0.152
CCNE1,SMARCB1,0.572
CCNE1,CDK2,0.9990969999999999
CCNE1,RB1,0.999092
CCNE1,CBX4,0.384
CCNE1,SKP2,0.879526
CCNE1,SMAD1,0.151
CCNE1,CDC20,0.163
CCNE1,CDC25C,0.282607
CCNE1,GSK3B,0.938
CCNE1,CUL1,0.631
CCNE1,SF3B1,0.551
CCNE1,CTNNB1,0.574
CCNE1,UBC,0.999
CCNE1,E2F1,0.71
CCNE1,CALM1,0.812
CCNE1,SMARCA4,0.814
