Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE132283_MTB_control_2h_blood_macrophage	GSE132283_MTB_control_48h_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_blood_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_4control_48h_HEPG2_HepG2	GSE256184_MTB_control_0h_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
regulation of long-term synaptic depression	0	0	1.1561461018058292	0	1.964237106093554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1327094722870397	0	0	0.7250490065614568	0	0	0	0	1.5401110131945557	0.7046477269402593
regulation of long-term synaptic potentiation	0	0	0.980403962184062	1.1001544994106287	0	1.1568847211630893	0	0.6378748088019338	0	0	0	0	1.0134748083301397	0.8568381045368817	0	1.0297189829836373	0	1.2290658047963547	0	1.0145253374088532	0.9589020503837546	0	0	1.3964313205151315	0	0.7898440608555215	0	0	1.5401110131945557	0.8949089843363195
regulation of low-density lipoprotein particle clearance	1.503605557136511	0	0.7779962147562676	1.4453594535310943	0	1.1568847211630893	0.5085124861159146	0.6378748088019338	0.4672194014723143	0.6536189011462374	0	0.7289353435937815	0.567152596756976	0	0	1.3660579507643598	0	0.7180523497615653	0	0.5678555727048927	0	0.6990095090359213	0	0.8443533685032962	0	0.7898440608555215	0	0	1.3408335410904202	0.8216786384147652
regulation of low-density lipoprotein particle receptor catabolic process	0	0	1.5664333490178448	1.1001544994106287	0	0	0	1.1169017997492547	0	1.1393330200271858	0	0	1.0134748083301397	1.4124360978843769	0	2.010024458728056	0	1.2290658047963547	0	0	0.9589020503837546	1.202879652720275	0	1.056572736598164	1.5442426772302122	1.325469660509503	0	0	1.3408335410904202	0.8949089843363195
regulation of lung blood pressure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of lung ciliated cell differentiation	0	0	1.1561461018058292	0	0	0	0	1.3033784116897635	0	1.9673164622415584	0	0	0	0	0	0	0	0	0	0	0	0	1.7791586813730886	1.2386196640832816	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of lymphangiogenesis	0	0	0	0	0	0	0	1.9407256635203816	2.2813850799244277	2.645763858376474	0	0	2.488570008474638	2.2781352451196755	3.01007253065774	2.509369721333792	0	0	0	0	0	0	2.450866973901892	1.8681847951886632	2.421801283521651	2.1813855145971632	0	0	0	0.8949089843363195
regulation of lymphocyte activation	0.6415236659121589	0.8330047738972283	0.5723478969612489	0.5797702707516799	0.708637900017672	0.6172808643357698	0.1455533653737206	0.49566151921320023	0.6250993016376896	0.16013191924668432	0.09462023195862884	0.18139467144592367	0.5482263825651033	0.781658914968692	0.04640440659649993	0.582833819549225	0	0.9336130063655268	0	0.8137247182394863	0.30166749117015634	0.30778126403507844	0.6632109152409312	0.5641131390551501	0.559914155447094	0.7654927124197254	0.472248144080508	0.08350437569395387	1.2395447516104725	0.8312942878733187
regulation of lymphocyte anergy	0	0	0.8487029104969763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.6357827085586837
regulation of lymphocyte apoptotic process	0.8612316555921605	1.843713259497084	0.38111148612659207	0.8169058887712657	0	0	0.4654746986547152	0.15439052459210822	0.6200498110920781	0.3135474654957183	0	0	0.9418207525962938	0.6182228424323368	0	0.2741847769348717	0	0.34809448352558725	0	0.9428286767262738	0.7000918439805569	0	0.7208504211889881	0.6676942736074681	0	0.7288079948441862	0.2818667673886038	0	1.0875603929464028	0.7941128593715718
regulation of lymphocyte chemotaxis	1.652798538217563	2.091555750821507	0.6309372786249704	0.7215624166430203	0	0.40983430637158774	0	0.39113849569875175	0.5428328240475391	0.40156869102217735	0	0.452208870084934	0.3449148154163138	0.7727599667778037	0	0.35197715522762557	0	0.4448136123366388	0	1.143263173347667	0.32170408184023264	0.4319376507511517	0.3324364324597942	0.3638109035640856	0	0.2544707736077332	0.3616808913041184	0.5132062235613707	1.3661937428852673	0.8083645583275426
regulation of lymphocyte differentiation	0	0.957814617905061	0.5370198900661646	0.617086195702644	0.9807888625217828	0.749819557210961	0.1731380112642674	0.4335190645308693	0.4600615749083672	0.33834181946550024	0	0.12999830897905146	0.38275029959515966	0.5970673400198642	0	0.4817930352352619	0	0.8987624461822611	0	0.6421717109973638	0.1814225607949259	0.3643478744868126	0.5396027339379268	0.542954602830775	0.8208437648235192	0.7236987832394887	0.4946247722234898	0	1.2896898633914735	0.8105553685043073
regulation of lymphocyte mediated immunity	0.4116010240234448	1.4495408171816144	0.7277362941925714	0.5647091475530066	0.6461010984378736	0.6014426106566257	0.05252171111517721	0.3633491873517003	0.6291220985826237	0.0693664167048515	0	0.23406242055800353	0.4034555873438445	0.5871098048721843	0	0.5204544347759177	0	1.039955009115522	0	0.662085544898736	0.21860298214056265	0	0.5917549063887889	0.5371516293325251	0.42935452842459354	0.4598691650166964	0.6397921462878542	0.09010139211993017	1.241756566084545	0.8298362617230314
regulation of lymphocyte migration	0.929255393536907	1.2980166407243503	0.4821231993332857	0.626214790531395	0.3427122361689973	0.5143139697308752	0.13229208437404336	0.4143078098963026	0.4672194014723143	0.1744051998193893	0	0.3878177177841301	0.294739336630308	0.7673460600333571	0	0.5780576522565668	0	0.5568049594965512	0	0.6920166603916629	0.2747209589858654	0.3701592478418643	0.6685774959566961	0.3110654276388348	0.27591992581160113	0.21693659245064847	0.3092237738896148	0.2258880534529136	1.2263829977623382	0.8216786384147652
regulation of lymphocyte proliferation	0.8365698782608144	0.5641487355493128	0.5276718673861985	0.6066202784485007	0.86783282464574	0.793756658071683	0.2307166458165498	0.5414967177489515	0.45187217369039495	0.18348522840581555	0.1802331887571693	0.1390645155261739	0.5031109344323381	0.8929368357035061	0.08865392715997968	0.6498118236134037	0	0.9011147230128992	0	0.7639966528909206	0.42622392544482246	0.3263435092413982	0.5738810772163729	0.5774062326097599	0.42802265092407554	0.7068230252307874	0.5742224197846706	0.15919616773290565	1.3098273634527555	0.8439107218485551
regulation of lymphoid progenitor cell differentiation	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0
regulation of lymphotoxin A production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of lysosomal lumen pH	0	0	0.48588424411662146	0.7215624166430203	1.9060905021896344	0.7657477687735886	0.8357906216214775	0.39113849569875175	0.9768397946654064	0	0	0	0.3449148154163138	1.438255178744738	0	0.935378192860258	0	1.1256467078724477	0	0	0	0	1.1111732510193968	1.4637537597116117	0.8716093899560047	1.5762568238068246	0.9562897927755564	0	1.0019030770296626	0.8949089843363195
regulation of lysosomal membrane permeability	0	0	0	0	0	0	0	1.3033784116897635	0	0	0	0	0	1.614808340999161	0	1.835374749913427	0	0	0	0	0	0	0	0	1.751324620691086	1.5240273009077694	1.8623445302560315	0	0	0.8949089843363195
regulation of lysosomal protein catabolic process	0	0	0.39837417067563335	0.8486275629918453	0	0	0	0.4696956025625056	1.1286543305952663	0	0	0	0.7745544129674033	0.6442193039079495	0	0.7883322691807402	0	0.961226449678732	0	0	0	0.9381270265321996	0.749985921373805	0.43749045707144263	1.60757143992762	1.0472080017747405	0	0	0.8482761068745768	0.6754738986026034
regulation of lysosome organization	0	0	0.5451822657846138	0	1.1367269347619329	1.1568847211630893	0	0.6378748088019338	0	0	0	0	0.567152596756976	1.1657948654366288	0	1.0297189829836373	0	1.5877226935592683	0	0	0	0	0.9843650772335768	0.5962500234204927	1.288898194010765	1.085657295312331	0.5929829342133912	0	0.9588547228312184	0.8949089843363195
regulation of mRNA 3'-end processing	0	0	0.6655149405380599	0.7597205350176189	0	0	0	0	0	0	0	0.8771468300346058	0.6911966560276837	0	0	0	0	0	0	0.692016660391663	0.6489548374755101	0	0	1.0065918718143545	0	0.522503916193985	0	0	0.9588547228312186	0.8949089843363195
regulation of mRNA binding	0	0	1.7741982677948471	1.5405754623004606	2.2433705218443216	1.6047955807623675	0	1.5596209207439968	0	0	0	0	0	1.2539188558249104	0	0	0	0	0	1.4419494960109152	0	0	0	0.918831588586954	1.3805837667353649	1.1710196005790383	1.4851166808931504	0	1.5401110131945557	0.8949089843363195
regulation of mRNA catabolic process	0.1715584157792004	0.9457722949790932	0.5290895611159292	0.3178250666101868	0.4368854711035338	0.4471359731887232	0.45493781015815377	0.549450682282247	0.590175889892717	0.22429613246044333	0.08320237155104473	0.2537909981450875	0.4653236867387416	0.8055297727559058	0.08152089978617129	0.2438631917718767	0	0.31007475583213934	0	0.8219088767205044	0.2660654726341019	0.4154743999487119	0.4489650697585849	0.8952336101051689	0.6698835821865586	0.5379182669031914	0.7012089188837163	0.14645266150255085	0.8849105251673689	0.8716925625061794
regulation of mRNA export from nucleus	0	0	0	0.7597205350176189	0	0	0.6224179563691128	0.4143078098963026	1.0230032145194168	0.7912621929917721	0	0	1.1920568636954505	0.5718233331710416	1.0569131202329554	0.7039051272965559	0	0.864808180373771	0	0	0	0	0.6685774959566962	0	0	0.9457722949790932	1.2334463072563284	0	0.531031579541147	0.8949089843363195
regulation of mRNA metabolic process	0.4382729810519118	0.6667319783618975	0.5080405671954475	0.2790938753187613	0.5616766485458886	0.5416798561367566	0.30416874275713773	0.4534178047381381	0.4463666058788418	0.22079305648640196	0.0546236351723238	0.2088552994026825	0.3711356631718109	0.7061747005897205	0.05351831963738256	0.1608903904046603	0	0.47772641057744286	0	0.751177768332761	0.40127662216402354	0.31531648513438576	0.3862458721653161	0.9072699668136204	0.6362915502617277	0.5502309710270874	0.5674775154575731	0.0962803711034855	0.9310233695041858	0.8643665965832895
regulation of mRNA processing	0.7581527251795632	0	0.46627744754737943	0.172635404015348	0.6739591373740949	0.6885792549903232	0	0.30524682507985407	0.18762620741286615	0.1811281880583715	0	0.10309327385920204	0.3058833049943521	0.5379821383133637	0	0.07924079704325078	0	0.6611118773614867	0	0.652648347878301	0.54991755150789	0.09819805882777624	0.294731988374656	0.8998621088660631	0.5521554839459357	0.5411067412010152	0.32088096664071686	0	1.0248039435340308	0.8573327947581271
regulation of mRNA splicing, via spliceosome	0.635095508416387	0	0.48110722592618527	0.2104906643007264	0.7995607178686213	0.729530193838244	0	0.3193173726638177	0.15317944929957866	0.22079305648640196	0	0	0.1887348583854359	0.6442193039079493	0	0.09680000586254207	0	0.7850319123347238	0	0.7754439777061441	0.5077808046285045	0.11992516347825762	0.27077839519118196	0.918831588586954	0.5867190509412351	0.4685393108577738	0.38906286751081864	0	1.0826914778754635	0.8488466163113942
regulation of mRNA stability	0.1966718099077664	0	0.554363060683031	0.36305633177172464	0.3791404449890299	0.4490775049775027	0.4289821195924855	0.5138604117753427	0.5926280998419055	0.25685623718348577	0.09549370383740666	0.29042771664956607	0.4797583678455421	0.8374131320093319	0.09356519634570593	0.2791354499971752	0	0.35428589120967363	0	0.8402454589050445	0.2548164237874152	0.343807407257948	0.41441297845071495	0.9388336019939116	0.6301683368847887	0.5401920435002066	0.7439730948015852	0.16796025965604225	0.8440095430199043	0.874939933098015
regulation of mRNA stability involved in cellular response to UV	0	0	0	0	0	0	0	1.9407256635203816	0	0	0	0	2.488570008474638	2.2781352451196755	0	0	0	0	0	2.4899202143549815	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of mRNA stability involved in response to stress	0	0	0	0	3.3319387002994616	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4174070906210186	0	0	0	2.421801283521651	0	0	0	1.5401110131945557	0.8949089843363195
regulation of macroautophagy	0.32084476950408936	0.4967182151224126	0.4041473259579263	0.5789723969860406	0.6030168469285685	0.474201183060292	0.3569816209546322	0.6335684464487714	0.9061629054781836	0.31586467039330457	0	0.1811207242974772	0.6401621806629832	0.6827940588658603	0.07717369035010115	0.5337920709784477	0	0.9324945730962996	0	0.35802421266633405	0.12707283557432034	0.1725788905336477	0.8576093582197434	0.6326017439238487	0.4535667621440186	0.7072876013366239	0.6291786722431957	0.13867810412531362	0.9417134928099028	0.8336701491302195
regulation of macromolecule biosynthetic process	0.47306991599980974	0.5963347432598372	0.5466080988258343	0.5391170809945266	0.5313683040900026	0.5523983222890656	0.3846250662333064	0.5663402096539415	0.5877971855288957	0.3095136267226071	0.03705288365587406	0.3682602583091193	0.47158116569852826	0.7423694281452781	0.05081310871290682	0.28960618657266507	0.00473187427045395	0.6021670568726288	0.01469382416238231	0.6982407509415707	0.39306060822058264	0.2474677052841423	0.7207765723822376	0.6847336545753784	0.6243818434565618	0.6855899669776961	0.5627734800952627	0.05229081971165151	1.1129830501274345	0.8328741182131236
regulation of macromolecule metabolic process	0.4848256328410843	0.585270396886624	0.5315165551537993	0.5282667907966276	0.523666665712414	0.5429904617800422	0.3744057970699172	0.5808604699032519	0.6132688113785244	0.35612799425441183	0.04868810859504446	0.3469023606483857	0.5300487286217435	0.7313111193804508	0.0506816477297182	0.31689719313286596	0.00777344532343744	0.6126617902262197	0.02413745075035834	0.7101095740462231	0.3946987578094164	0.23444564223239223	0.7172676555881444	0.7013033387188361	0.6062076748980384	0.6952655933825262	0.5528945712822737	0.06173173898866435	1.0859894192694852	0.8347474866144609
regulation of macrophage activation	0.8940360842438494	1.888056318408456	0.7466548829215022	0.31293984463031643	1.0973783808947593	0.3348442069701757	0	0.4696956025625056	0.4463666058788418	0	0	0.9743714136023542	0.5425586474601918	0.4449783248523625	0	0.5530760545920422	0	0.6884680901989212	0	0.5432365094863871	0	0	0.270778395191182	0.14996407672849477	0.26308264133076625	0.589882388608714	0.5674775154575731	0	1.1856224083361082	0.8605022713884125
regulation of macrophage apoptotic process	0	0	0	0	2.642593477332686	1.9879891153023412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9588547228312186	0.8949089843363195
regulation of macrophage chemotaxis	1.835374749913427	0	0.39837417067563335	1.6038640356505305	1.4422557540027985	0.8978301865660823	0	0.24123218522317388	0.907996607076989	0	0	0	0.41515061890975896	0.6442193039079495	0	0.42350672355332153	0	0.961226449678732	0	0.41568869522426327	0.7286241208146669	0	0	0.6340293390680144	0.3892849053862564	1.0472080017747405	1.1064670014739575	0	1.4014696561190851	0.7333137621420741
regulation of macrophage colony-stimulating factor production	0	3.30132041146349	0	1.1001544994106287	0	1.1568847211630893	0	0.6378748088019338	0.8591452565169203	0	0	0	1.6064347012714222	1.4124360978843769	0	1.0297189829836373	0	0	0	1.0145253374088532	0.9589020503837546	0	0	0	0	0	0	0	0.8015276602072186	0.7446386799343393
regulation of macrophage colony-stimulating factor signaling pathway	0	0	0	1.9207424413730747	0	0	0	1.3033784116897635	1.6178750194228504	0	0	0	1.815359697178268	1.614808340999161	0	1.835374749913427	0	2.071865853392054	0	0	0	0	0	0	0	1.5240273009077694	1.8623445302560315	0	0.9588547228312186	0.8949089843363195
regulation of macrophage cytokine production	0	0	1.0331349726725974	1.7740952323634829	0	0.8978301865660823	0.6996637681282091	0.4696956025625056	0	0	0	0	0.7745544129674033	0	0	0.7883322691807402	0	0.961226449678732	0	0.7754439777061443	0	0	0	1.1113913654839498	1.2472688959458988	1.0472080017747405	0	0	1.4014696561190851	0.8949089843363195
regulation of macrophage derived foam cell differentiation	0	0	0.5803604284541481	1.15605663219937	0.4805222836544239	0.4916563378561348	0	0.7731603989669533	0.17215002627108025	0.24786932495279737	0	0.28032316385067413	0.41515061890975896	0.33836324902942805	0.35398215141696987	0.6149272753484181	0	0.5325826640781343	0	0.21228408368049873	0.1974219415228635	0.2672849555095801	0.5831125057498078	0.5381252632606955	0.1982938871863616	0.30747802044254496	0	0	1.4729508560336635	0.8429833710982018
regulation of macrophage differentiation	0	0	0.7466548829215022	1.15605663219937	0	0	0.3705430619793144	0.24123218522317388	0.6461056021076166	0	0	0.541207794328444	0	0.33836324902942805	0	0.7883322691807402	0	0.961226449678732	0	0.41568869522426327	0.3876329811883956	0	0.749985921373805	0.22391442028302624	0.3892849053862564	0.30747802044254496	0.8071146029959516	0	1.4014696561190851	0.8949089843363195
regulation of macrophage fusion	0	0	0	0	0	0	0	1.3033784116897635	0	0	0	0	0	1.614808340999161	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of macrophage inflammatory protein 1 alpha production	0	0	0	0	3.3319387002994616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of macrophage migration	1.8818489863870211	0	0.5451822657846138	1.2854485545271217	1.1367269347619329	0.6660394193031047	0	0.4914875507305011	1.0230032145194166	0	0.4958766170933521	0.3878177177841301	0.567152596756976	0.6723787404173125	0	0.8208520230994835	0	1.2290658047963547	0	0.2951317680400645	0.7594350245689963	0	0	0.457980729229062	0.27591992581160113	0.9457722949790932	1.2334463072563284	0	1.3408335410904202	0.7836442237657137
regulation of macrophage migration inhibitory factor signaling pathway	0	0	1.1561461018058292	1.9207424413730747	2.642593477332686	1.9879891153023412	1.7028015554173423	1.3033784116897635	0	0	0	0	1.815359697178268	2.2781352451196755	2.3241177346898807	1.835374749913427	0	0	0	0	0	0	0	1.2386196640832816	0	1.5240273009077694	0	0	1.5401110131945557	0.8949089843363195
regulation of macrophage proliferation	0	0	0	0	1.7517760959952018	0	0	0.6378748088019338	1.4153840698639406	0	0	0	1.0134748083301397	0.8568381045368817	0	0	0	0	0	1.0145253374088532	0	0	0	0.5962500234204927	0.9622258405453792	1.6922194446042778	1.0517725125221504	0	1.3408335410904202	0.8949089843363195
regulation of maintenance of mitotic sister chromatid cohesion	0	0	0.31297292776681246	0.6868710809840828	1.2238925296268055	1.2447200098239055	1.002694095855624	0.6993757513310718	1.2567388948532827	1.2265865038713264	0	0.7966147022777936	1.0960104044751815	1.5069903648137104	0	1.1129204096135097	0	0.7850319123347238	0	0.6241000024874399	0.5843677872628787	0.764739567558895	1.6686544034786353	0.918831588586954	0	1.4180721092736888	1.4851166808931502	0	1.039018379352019	0.8949089843363194
regulation of maintenance of mitotic sister chromatid cohesion, centromeric	0	0	1.1561461018058292	1.9207424413730747	0	0	0	0	0	1.9673164622415584	0	0	1.815359697178268	2.2781352451196755	0	0	0	0	0	0	0	0	0	0	0	1.5240273009077694	0	0	1.5401110131945557	0.8949089843363195
regulation of maintenance of mitotic sister chromatid cohesion, telomeric	0	0	0	0	2.642593477332686	2.6670332237729375	1.7028015554173423	1.9407256635203816	0	0	0	2.088905810152462	0	0	0	0	0	2.071865853392054	0	0	1.7471224399439438	2.041638965218701	1.7791586813730886	1.8681847951886632	0	0	1.8623445302560315	0	1.5401110131945557	0.8949089843363195
regulation of maintenance of sister chromatid cohesion	0	0	0.31297292776681246	0.6868710809840828	1.2238925296268055	1.2447200098239055	1.002694095855624	0.6993757513310718	1.2567388948532827	1.2265865038713264	0	0.7966147022777936	1.0960104044751815	1.5069903648137104	0	1.1129204096135097	0	0.7850319123347238	0	0.6241000024874399	0.5843677872628787	0.764739567558895	1.6686544034786353	0.918831588586954	0	1.4180721092736888	1.4851166808931502	0	1.039018379352019	0.8949089843363194
regulation of male gonad development	0	0	0.5451822657846138	1.709216045780958	0	0	0	0.6378748088019338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.056572736598164	1.5442426772302122	0	0	0	1.0997469223600032	0.7446386799343393
regulation of mammary gland epithelial cell proliferation	0	2.83342382726835	0.9324795976780272	0	0	0	1.0946759035060667	0.7731603989669533	0.5735401235130946	0.7912621929917721	0	0	1.1920568636954505	1.355527853561641	0	0.7039051272965559	0	0	0	0.692016660391663	0	0	1.512366284295839	0.3855125137021933	1.485657310142301	1.2698988596583944	0.7212571130655779	0	1.2850117560590957	0.8949089843363195
regulation of mast cell activation	0	0	0	0.8486275629918453	0	0.8978301865660823	0	0.4696956025625056	1.1286543305952663	0	0	0	0	1.125965955124144	0	0.7883322691807402	0	0.961226449678732	0	1.3064129142913086	0.7286241208146669	0	0.749985921373805	0.8112145169197332	0.7314057050772139	0	0.8071146029959516	0	0.8482761068745768	0.8949089843363195
regulation of mast cell activation involved in immune response	0	0	0	0	0	0	0	1.9407256635203816	2.2813850799244277	0	0	0	0	2.2781352451196755	0	0	0	0	0	0	0	0	2.450866973901892	0	0	0	2.537348063808142	0	1.5401110131945557	0.8949089843363195
regulation of mast cell chemotaxis	0	0	0.980403962184062	0	1.7517760959952018	1.1568847211630893	0	1.1169017997492547	1.4153840698639406	0	0	1.243911059602252	1.6064347012714222	1.4124360978843769	0	0	0	1.857393828295247	0	1.0145253374088532	0	0	0.9843650772335768	0	0	1.325469660509503	0	0	1.3408335410904202	0.8949089843363195
regulation of mast cell cytokine production	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of mast cell degranulation	0	0	0	0.626214790531395	0	0	0	0.6378748088019338	1.1685272563317008	0.6536189011462374	0	0	0	1.4124360978843769	0	1.3660579507643598	0	0.7180523497615653	0	0.5678555727048927	0	0	1.571249333453378	0.3110654276388348	0.9622258405453792	0.7898440608555215	1.0517725125221504	0	1.0997469223600032	0.8949089843363195
regulation of mast cell proliferation	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of matrix metallopeptidase secretion	0	0	1.1561461018058292	0	1.964237106093554	0	0	0.7731603989669533	1.0230032145194168	1.3273391288594816	0	1.4382841962968689	1.815359697178268	1.020446018271141	0	1.2096376462519098	0	1.42260726564969	0	1.1931949767463008	0	0	1.1604559465504891	1.2386196640832816	1.136336983666837	1.5240273009077694	1.2334463072563284	0	1.5401110131945557	0.8949089843363195
regulation of mature B cell apoptotic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
regulation of mediator complex assembly	0	0	0	0	0	0	0	0	2.2813850799244277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
regulation of megakaryocyte differentiation	1.1002768275450914	0	0.6655149405380599	0	0	0.4339894108918877	0.6224179563691128	1.1902725124019258	0.5735401235130946	1.0873701098482862	0	0.4785409842093819	1.3834239884166193	1.355527853561641	1.0569131202329554	0.3730336264639691	0	1.42260726564969	0	0.692016660391663	0.6489548374755101	0.8431608344266927	1.3498471203973756	1.0065918718143545	0.6515076317687156	0.9457722949790932	1.001914491404506	0	0.9588547228312186	0.8495778579536342
regulation of meiotic cell cycle	0	0	0	0	0	0	0	0.5414967177489515	0.7383901380179234	0.9957181137846304	0	1.0938282544251363	0	0.7363075905765241	0	0	0	0	0	0	0.829020716241828	0	0.8523343804105395	1.2386196640832816	0.8320598525384845	0	0	0	1.1856224083361082	0.7707510692263532
regulation of meiotic cell cycle phase transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	0	0.8949089843363195
regulation of meiotic chromosome separation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	0	0.8949089843363195
regulation of meiotic nuclear division	0	0	0	0	0	0	0	0.7731603989669533	1.0230032145194168	1.3273391288594816	0	1.4382841962968689	0	1.020446018271141	0	0	0	0	0	0	1.1327094722870397	0	1.1604559465504891	0.7250490065614568	0	0	0	0	1.2850117560590957	0.7046477269402593
regulation of melanin biosynthetic process	0	0	0	0.6868710809840828	0	0	0	0.6993757513310718	1.2567388948532827	0	0	0.7966147022777936	1.4407257221797447	0.93198566055442	0	0.635095508416387	0	0.7850319123347238	1.2040372591157813	1.0971045305903735	0	0	1.0656625418987542	0.918831588586954	1.042541989620254	0.8612510184052761	0.6511646324516186	0	1.039018379352019	0.8133095999513574
regulation of melanosome transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0
regulation of membrane depolarization	1.2096376462519098	0	1.0961505631589346	1.011338006320036	0.4805222836544239	0.4916563378561348	0.18842350199516547	0.35769168671530094	0.4981452609781407	0.24786932495279737	0.36100064662852127	0.28032316385067413	0.21199795787596715	0.4966185272820183	0	0	0	0.7614378526859235	0	0.41568869522426327	0.8767943087187788	0	0.2041535269253767	0.8112145169197332	0.1982938871863616	0.5898823886087141	0.22256884634329732	0.31996116385564105	1.2850117560590957	0.8163039602601615
regulation of membrane depolarization during action potential	0	0	1.1561461018058292	1.2854485545271217	1.964237106093554	1.346045408989779	0	0	0	0	0	1.4382841962968689	0	0	0	0	0	0	0	0	1.1327094722870397	0	0	0.7250490065614568	0	0.9457722949790932	0	0	1.2850117560590957	0.8949089843363195
regulation of membrane depolarization during cardiac muscle cell action potential	0	0	0.8487029104969763	0	2.2433705218443216	1.6047955807623675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1710196005790383	0	0	1.1856224083361082	0.8949089843363195
regulation of membrane hyperpolarization	0	0	1.7741982677948471	0	3.3319387002994616	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0
regulation of membrane invagination	0	0	0.6655149405380599	1.2854485545271217	0	0	1.0946759035060667	1.6684046399061694	1.6178750194228504	0	0	0	1.1920568636954505	1.614808340999161	0	1.2096376462519098	0	1.42260726564969	0	0	0	0	1.1604559465504891	0	0	0.9457722949790932	1.8623445302560315	0	1.2850117560590957	0.7046477269402593
regulation of membrane lipid distribution	0	0	0.6082675365747758	0.608208285766561	0	0	0	1.022382191679374	0.4531135969915655	0.22429613246044333	0.32731759004345734	0.2537909981450875	0.7103995996279506	0.8342556403788325	0	0.7233645055431543	0	0.24945861792266455	0	0.5512115403190937	0.515319272870692	0.47099846272970936	0.531640633403658	0.9648437944647692	0.937968030341574	0.6570008766519826	0	0	0.9346467048896172	0.8716925625061794
regulation of membrane lipid metabolic process	1.503605557136511	0	0.5451822657846138	0	0	1.5084190392354633	0	0.6378748088019338	1.1685272563317008	1.1393330200271858	0	0	1.3475970954799603	1.4124360978843769	0	1.3660579507643598	0	1.2290658047963547	0	0.5678555727048927	0	0.6990095090359213	1.3143429651230294	1.056572736598164	1.5442426772302122	0.7898440608555215	1.0517725125221504	0	0.8015276602072186	0.8949089843363195
