Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE132283_MTB_control_2h_blood_macrophage	GSE132283_MTB_control_48h_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_blood_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_4control_48h_HEPG2_HepG2	GSE256184_MTB_control_0h_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
detection of stimulus	0.5079061588991424	0.963943597902874	0.4571295759247413	0.621618523979899	0.3399845940474255	0.3481568054245377	0.34405652939944864	0.5127104941283487	0.6032711133235598	0.17297809763733624	0	0.3229616819518516	0.5199374719027329	0.46217858916269405	0.08353744688345292	0.34638300403394184	0	0.9046647780000762	0	0.14793989976711003	0.5669056003884861	0.24781628816390824	0.5845580283990424	0.8000946334912047	0.488411408771821	0.5500654457226619	0.5439970036762369	0	1.0130567778060626	0.7653916656497712
detection of stimulus involved in sensory perception	0.7499261928990644	0	0.10989278115915428	0.6047250981169355	0.2656791551524128	0.27216099059155924	0.39767591102507033	0.4442904571229137	0.18524805612861012	0	0	0.30127735305227854	0.2280379440509732	0.09271318879183864	0	0	0	0.5697265690116725	0	0.1149142020565645	0.6923246374362535	0.2873155946505841	0.11046920816836953	0.8618904485871295	0.3170840519069492	0.1674032998008979	0.4662672693864875	0	0.7093257560071311	0.750703363221933
detection of stimulus involved in sensory perception of pain	0	0	0	0	0	0	0	0	1.256738894853283	0	0	0	1.4407257221797447	0	0	0	0	0	0	0	0	0	0	0.918831588586954	0	0	0	0	0.6865676846785199	0.6357827085586837
detection of temperature stimulus	0	0	0	0	0	0	0	0	1.256738894853283	0	0	0	1.4407257221797447	0	0	0	0	0	0	0	0	0	0	0.918831588586954	0	0	0	0	0.6865676846785199	0.6357827085586837
detection of temperature stimulus involved in sensory perception	0	0	0	0	0	0	0	0	1.256738894853283	0	0	0	1.4407257221797447	0	0	0	0	0	0	0	0	0	0	0.918831588586954	0	0	0	0	0.6865676846785199	0.6357827085586837
detection of temperature stimulus involved in sensory perception of pain	0	0	0	0	0	0	0	0	1.256738894853283	0	0	0	1.4407257221797447	0	0	0	0	0	0	0	0	0	0	0.918831588586954	0	0	0	0	0.6865676846785199	0.6357827085586837
detection of triacyl bacterial lipopeptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	1.5401110131945557	0.8949089843363195
detection of tumor cell	0	0	0	1.5405754623004606	0	0	0	0	0	0	0	0	0	0	0	1.459609742178747	0	0	0	1.4419494960109152	0	0	0	0.918831588586954	0	0	1.4851166808931504	0	0	0.3335266412118745
detection of virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4419494960109152	0	0	0	0.918831588586954	1.3805837667353649	0	1.4851166808931504	0	0	0.8949089843363195
detection of visible light	0	0	0.35064133763088534	0.7597205350176189	1.964237106093554	0.8055060076501903	0	0	0.5735401235130946	0	0	0.8771468300346058	0	0.5718233331710416	0	0	0	0	0	0	1.1327094722870397	0	0	0.3855125137021933	0	0.522503916193985	0	0	1.5401110131945557	0.7046477269402593
determination of adult lifespan	0	0	0	0	0	0	1.7028015554173423	0	1.6178750194228504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	1.5240273009077694	1.8623445302560315	0	0	0.8949089843363195
determination of affect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.450866973901892	0	0	0	0	0	0	0.8949089843363195
determination of bilateral symmetry	0	0	0.5080405671954477	0	0	0	0	0.6993757513310718	0	0	0	0.29042771664956607	0.6233420099878572	0.3504139293178966	0	0.22433323294748828	0	0.9885314361491552	0	0	1.039067853433115	0	0.41441297845071495	0.918831588586954	0.2055381367485072	0.8612510184052761	0.45009333390006256	0	0.6865676846785199	0.8133095999513577
determination of digestive tract left/right asymmetry	0	0	0.46069137057086096	0	0	0	0	0.9748104709139136	0	0	0	0	0	0	0	0	0	1.0798397155782946	0	0	0.829020716241828	0	0	1.2386196640832816	0	0.6761066507108594	0.914393683659035	0	0.3628792312346535	0.7707510692263532
determination of dorsal identity	0	0	1.1561461018058292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7471224399439438	0	0	0	0	0	0	0	0.9588547228312186	0.48979700374826735
determination of dorsal/ventral asymmetry	0	0	1.1561461018058292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7471224399439438	0	0	0	0	0	0	0	0.9588547228312186	0.48979700374826735
determination of heart left/right asymmetry	0	0	0.6655149405380599	0	0	0	0	1.0654512812370325	0	0	0	0	0.6911966560276837	0.5718233331710416	0	0.7039051272965559	0	0.864808180373771	0	0	0.6489548374755101	0	0.6685774959566962	1.2386196640832816	0.6515076317687156	0.9457722949790932	0.7212571130655779	0	0.7593942538622115	0.7046477269402593
determination of intestine left/right asymmetry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
determination of left/right asymmetry in lateral mesoderm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
determination of left/right symmetry	0	0	0.443401963801358	0	0	0	0	0.7469906829133276	0	0	0	0.3129563853373577	0.6670747829763679	0.3772290478633964	0	0.24194962421732544	0	1.0477102422788531	0	0	0.9589020503837546	0	0.4455943007886128	0.9756571030629252	0.22172621838234785	0.91593369992998	0.4836081050198206	0	0.6625674955917565	0.8366244144901502
determination of liver left/right asymmetry	0	0	0.46069137057086096	0	0	0	0	0.5414967177489515	0	0	0	0	0	0	0	0	0	1.0798397155782946	0	0	0.829020716241828	0	0	1.2386196640832816	0	0.6761066507108594	0.914393683659035	0	0.6865676846785199	0.6357827085586837
determination of pancreatic left/right asymmetry	0	0	0.5451822657846138	0	0	0	0	0.6378748088019338	0	0	0	0	0	0	0	0	0	1.2290658047963547	0	0	0.9589020503837546	0	0	1.3964313205151315	0	0.7898440608555215	1.0517725125221504	0	0.4315543997933867	0.7446386799343393
determination of stomach left/right asymmetry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
detoxification	0.3931474275546179	0	0.5168602926885907	0.887181395708313	0.26077794879520266	0.395138866170593	0.1989540099033424	0.8094477093739871	0.6026349510063124	0.131911971580418	0	0.2957544084682044	0.8108857778631234	0.7480922590124954	0.1897978887453068	0.6456592788213277	0	1.2604315060078266	0	0.6345221088137176	0.4084561881392929	0	0.6125927947070291	0.6654911192344528	0.5054375604500612	0.8144840054215737	0.8444513337861559	0	1.2241125639517527	0.7535559772820578
detoxification of cadmium ion	0	0	0	0	0	0	0	0.9748104709139136	1.256738894853283	0	0	0	1.4407257221797447	0	0	0	0	0	0	1.4419494960109152	0	0	0	1.49064918215423	1.3805837667353649	0	1.4851166808931504	0	1.1856224083361082	0.8949089843363195
detoxification of copper ion	0	0	1.1561461018058292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5240273009077694	0	0	1.5401110131945557	0.8949089843363195
detoxification of hydrogen peroxide	0	0	0.8487029104969763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1710196005790383	0	0	1.5401110131945557	0.3335266412118745
detoxification of inorganic compound	0	0	0.7466548829215022	0	0	0	0	0.4696956025625056	0.6461056021076166	0	0	0	0.7745544129674033	0	0	0	0	0	0	0.7754439777061443	0	0	0	0.8112145169197332	0.7314057050772139	0.5898823886087141	0.8071146029959516	0	1.4014696561190851	0.6754738986026034
detoxification of nitrogen compound	0	0	0.980403962184062	0	0	0	0	1.464046767825845	0.8591452565169203	0	0	0	1.0134748083301397	1.785295650051094	0	1.6259162620064749	0	2.2493817560408136	0	1.0145253374088532	0.9589020503837546	0	0	1.3964313205151315	0.9622258405453792	1.6922194446042778	1.6521973523012554	0	1.0997469223600032	0.8949089843363195
development of primary female sexual characteristics	0	0	0.5996298284514189	0.6868710809840828	1.2238925296268055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6241000024874399	0	0	0	0.3443815344581034	1.042541989620254	0.8612510184052761	0	0	1.4338035583321425	0.8949089843363194
development of primary male sexual characteristics	0	0	0.5138877401311949	1.0490983868415993	1.69123862881522	0.4339894108918877	0.3258962221883553	0.4143078098963026	0	0	0	0	0	0.29734857498259804	0	0	0	0	0	0	0	0.4572384076649385	0	0.7250490065614568	0.914827001657906	0.522503916193985	0	0	1.4197717312542844	0.7046477269402593
development of primary sexual characteristics	0	0	0.5996298284514189	1.0394142950482053	1.4748904723931844	0.2623099462526066	0.19531623950414423	0.2499881591365107	0	0	0	0	0	0.17787518350825346	0	0	0	0	0	0.22002410099097447	0.2046351952596238	0.5350904764835943	0.21160578293941215	0.6546794221884525	1.042541989620254	0.97282719438095	0	0	1.3959892912464875	0.7850701228145416
developmental cell growth	0	0	0.48588424411662146	0.7215624166430203	1.272345166271083	0.7657477687735886	0	0.5703528650489921	0.2812223076223653	0	0.5753209449665281	0	0.6556042775256894	0.2803142898297929	0	0.6678213402127736	0	0	0	0.34536938118654753	0.6150468369682306	0.4319376507511517	0.3324364324597942	0.830798251732538	0.6174956172401919	0.2544707736077332	0	0	1.3017112583843369	0.763116205200617
developmental growth	0.5364672637274167	0	0.5711642821811606	0.505522880674735	0.6816728715055714	0.5390768240460924	0.5330419021230984	0.7386351158646238	0.2522655655748323	0.1834852284058156	0.26857532663898653	0	0.593978636681507	0.5988262466804227	0	0.46523903382235654	0	0.40045656022595816	0	0.5947082907590455	0.792795623168136	0.19800387456176663	0.4400844164599103	0.9931132213447744	0.4280226509240756	0.33871077999229693	0.6207758353432791	0	1.207248292204913	0.8374068331723097
developmental growth involved in morphogenesis	0	0	0.5451822657846138	0.626214790531395	0.6517822787605325	0.3509449997742886	0.26233718718655613	0.4914875507305011	0.23989461964386097	0	0.4958766170933521	0	0.567152596756976	0.2391146600689751	0	0.5780576522565668	0	0	0	0.2951317680400645	0.7594350245689963	0.3701592478418643	0.28397245194214926	0.7250490065614567	0.5332367246420624	0.21693659245064847	0	0	1.2850117560590957	0.7836442237657137
developmental induction	0	0	1.1561461018058292	0	1.964237106093554	1.346045408989779	1.0946759035060667	0.7731603989669533	0	0	0	0	0	0	0	0	0	1.42260726564969	0	0	0	0	0	0	1.136336983666837	0	0	0	1.5401110131945557	0.48979700374826735
developmental maturation	0	1.2768195795388873	0.4075910577625506	0.32032442062314487	0.33465535710514877	0.7891466456600901	0.1290834691173443	0.7572555126367122	0.6599298700126016	0.33569030069437666	0	0	0.8961885465403027	0.6580127949833319	0.24438432326163584	0.8042836350759085	0	0.9792706377366808	0	0.6773361218885209	0.1352891763150848	0.1836826464819928	0.5355931974338995	0.7098554139767759	0.6374838739335622	0.8527270026159203	0.1526625881042291	0	1.0800711040833977	0.7864599604295535
developmental pigmentation	0	0	0.48588424411662146	0.383447486515916	0.7499560560154066	0.7657477687735886	0	0.8834728425024903	0.2812223076223653	0	0	0.452208870084934	0.9199984626628636	0.7727599667778037	0	0.935378192860258	0	0.8231111896907147	0	0.34536938118654753	1.2681238543349247	0	0	1.0794348325877772	0	1.5762568238068246	0.6845138219651999	0.5132062235613707	1.1609844965287244	0.8949089843363195
developmental process	0.4716210454678723	0.6841119770391474	0.6012380293043429	0.6247006931313772	0.6282110642496169	0.6030383941240565	0.2658298974270462	0.5578556601076806	0.5292966137718396	0.24588316794686457	0.04501586528586327	0.34009779965639725	0.43285677333746514	0.6352235904420929	0.07163207204308383	0.3615433615515084	0.03592628426510286	0.7364019280113233	0.02231594695771787	0.5636511857919404	0.6678323181869019	0.27311425409274576	0.6367778355242208	0.787653749189591	0.6329973023642811	0.6745010353063372	0.5115758165182845	0.07937218572907398	1.1860742126591424	0.8202453446710262
developmental process involved in reproduction	0.24608716932960295	1.2363322702036377	0.5681607150702799	0.6518636979445934	0.678223970927729	0.247371722688267	0.15367155474291663	0.2549686844918086	0.436604759774003	0.1623470223267229	0.06001630004631651	0.36191920430651736	0.17298786012627296	0.43524327666290946	0.05880210565086644	0.14157147313794713	0	0.5994457478072834	0	0.4065259839346377	0.6356262369778274	0.26120815630603766	0.4829861576606911	0.6362017368409812	0.4107526813808808	0.6204333304159282	0.21747381433847532	0.0529552385122414	1.0587551969748434	0.7737591403644056
dextrin catabolic process	3.7560444584539407	0	0	0	3.3319387002994616	2.6670332237729375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
diacylglycerol biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	2.770532278356071	0	0	0	0	0	0	0	2.4899202143549815	2.4174070906210186	0	0	1.8681847951886632	0	0	0	0	0	0.8949089843363195
diacylglycerol catabolic process	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5240273009077694	0	0	1.5401110131945557	0.48979700374826735
diacylglycerol metabolic process	0	0	0.6655149405380599	0	0.9932864854342328	0	0.7973178738207567	0.2804829911813283	1.0230032145194168	0.5553177307488307	0	1.0938282544251363	0	0.7363075905765241	0	0.4892418539772352	0	0.6121793962513067	0	0.8800410804425091	0.829020716241828	0	0.8523343804105395	1.0888399713111367	1.3805837667353649	1.3610839160725237	0.5022427346018258	0	1.1856224083361082	0.83414399040472
diadenosine hexaphosphate catabolic process	0	0	0	0	0	0	0	1.9407256635203816	2.2813850799244277	0	0	0	2.488570008474638	2.2781352451196755	0	2.509369721333792	0	0	0	0	0	2.7221208761610667	0	1.8681847951886632	0	0	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diadenosine hexaphosphate metabolic process	0	0	0	0	0	0	0	1.9407256635203816	2.2813850799244277	0	0	0	2.488570008474638	2.2781352451196755	0	2.509369721333792	0	0	0	0	0	2.7221208761610667	0	1.8681847951886632	0	0	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diadenosine polyphosphate biosynthetic process	0	0	1.7741982677948471	1.9207424413730747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
diadenosine polyphosphate catabolic process	0	0	0	0	0	0	0	1.3033784116897635	1.6178750194228504	0	0	2.088905810152462	1.815359697178268	2.2781352451196755	0	1.835374749913427	0	2.071865853392054	0	1.816658039557023	1.7471224399439438	2.041638965218701	0	1.8681847951886632	0	1.5240273009077694	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diadenosine polyphosphate metabolic process	0	0	1.1561461018058292	1.2854485545271217	0	0	0	0.7731603989669533	1.0230032145194168	0	0	1.4382841962968689	1.1920568636954505	1.614808340999161	0	1.2096376462519098	0	1.42260726564969	0	1.1931949767463008	1.1327094722870397	1.3948978812269972	0	1.2386196640832816	0	0.9457722949790932	1.8623445302560315	0	1.5401110131945557	0.8949089843363195
diadenosine tetraphosphate biosynthetic process	0	0	1.7741982677948471	1.9207424413730747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
diadenosine tetraphosphate metabolic process	0	0	1.7741982677948471	1.9207424413730747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
diadenosine triphosphate catabolic process	0	0	0	0	0	0	0	0	0	0	0	2.770532278356071	0	2.2781352451196755	0	0	0	2.753092164491237	0	2.4899202143549815	2.4174070906210186	0	0	1.8681847951886632	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diadenosine triphosphate metabolic process	0	0	0	0	0	0	0	0	0	0	0	2.770532278356071	0	2.2781352451196755	0	0	0	2.753092164491237	0	2.4899202143549815	2.4174070906210186	0	0	1.8681847951886632	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diapedesis	0	0	1.7741982677948471	0	0	0	0	0	2.2813850799244277	0	0	0	0	2.2781352451196755	3.01007253065774	2.509369721333792	0	2.753092164491237	0	0	0	0	2.450866973901892	0	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
diaphragm contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2781352451196755	0	2.509369721333792	0	2.753092164491237	0	0	0	0	0	1.8681847951886632	2.421801283521651	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
diaphragm development	0	0	0	0	0	0	1.7028015554173423	1.3033784116897635	1.6178750194228504	0	0	0	1.815359697178268	1.614808340999161	0	0	0	2.071865853392054	0	1.816658039557023	2.4174070906210186	0	0	0	0	1.5240273009077694	1.8623445302560315	0	0	0.8949089843363195
dibasic protein processing	0	0	1.7741982677948471	0	0	0	0	1.9407256635203816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.421801283521651	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
dicarboxylic acid biosynthetic process	0	0	0.7466548829215022	1.4019206324548217	0	0.8978301865660823	0	0.86309420781263	0	0	0	0.9743714136023542	0	1.474135472644504	0	0.7883322691807402	0	0	0	0	0	0.9381270265321996	0	0.8112145169197332	0	1.3858592949313364	0	0	1.2434338591255123	0.7891367848831007
dicarboxylic acid catabolic process	0	0	0.6309372786249704	0.383447486515916	0.7499560560154066	0.40983430637158774	0.3073236637777638	0.7345231500401714	0.9768397946654064	0.40156869102217735	0	0	0.3449148154163138	0.9743470323421164	0.5647749210174963	1.1593925317984055	0	0.8231111896907147	0	0.34536938118654753	0.6150468369682306	0	1.1111732510193968	0.5323339044226961	0.8716093899560047	1.469193333355571	0.6845138219651999	0	1.1609844965287244	0.8083645583275426
dicarboxylic acid metabolic process	0.36070883936193865	0	0.6453279970887179	0.737463190741081	0.2387330199909661	0.47589245695786864	0.3582937877407207	0.7506264325738006	0.7599041842489931	0.572637578018155	0	0.5241053020351121	0.4950864041965291	1.0977284865560275	0.1736058014570367	0.8439637914823231	0	0.6308985407600618	0	0.40209095460711464	0.5477592391960797	0.13020776978341034	1.0101440891268625	0.9062687450353604	0.6316482771244264	1.1127850296033432	0.6112393773663334	0	1.1270455541970814	0.7929132324028749
dicarboxylic acid transport	0	0	0.575071043560391	0.39450664490254495	0.4118465276763155	0.21541696536120997	0.7358751212110648	0.8310203424565121	0.7944788719785658	0.6006470062094509	0	0.8556219232013156	0.5199374719027329	0.6782931184051026	0	0	0	1.0056186611560167	0	0	0.8895513331493291	0.444238050981653	0.913917476320456	0.8512873566993314	0.8927297135079627	0.621718258683199	0.7024309608006896	0	1.0669834270916585	0.8509728395945662
diencephalon development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2290658047963547	0	0	0.9589020503837546	0	0	0.5962500234204927	0	0	0	0	1.3408335410904202	0.8949089843363195
diet induced thermogenesis	0	0	0	0	0	0	0	0	0	0	0	2.770532278356071	0	0	0	0	0	0	0	0	2.4174070906210186	0	0	1.8681847951886632	0	0	0	0	0	0.8949089843363195
digestion	0.48924185397723513	0	0.5213818298717146	0.31293984463031643	1.0973783808947593	0.7734008457653991	0.12602641539102483	0.3955674638610008	0.6461056021076166	0.16617763215476497	0.47391687280771466	0.3701669164903028	0	0.4449783248523625	0	0.2869015870693441	0	0.6884680901989212	0	0.1421092623111848	0.7286241208146668	0	0.13662431106284786	0.8112145169197332	0.26308264133076625	0.405275493353596	0.4349751239197275	0	1.2148782120501282	0.7707510692263532
digestive system development	0.7499261928990644	0	0.7097031525302566	0.7096365255446079	0.9336040009376266	0.27216099059155924	0	0.3839685768581752	0.18524805612861012	0	0	0.30127735305227854	0	0.1846412050938205	0	0	0	0.8100391299929001	0	0.2283450097954474	0.9299879640739278	0	0.4294531749641813	0.5755844684864806	0.21332774854028713	0.6301955913430461	0.6730433124642458	0	1.1201029634251072	0.7806784822869195
digestive system process	0.7039051272965559	0	0.49124611366459575	0.23634794552790137	1.1934798238318465	0.8978301865660823	0.18842350199516547	0.4696956025625056	0.907996607076989	0.24786932495279737	0.36100064662852127	0.28032316385067413	0	0.6442193039079495	0	0.42350672355332153	0	0.7614378526859235	0	0.21228408368049873	0.8767943087187788	0	0.2041535269253767	0.8112145169197332	0.3892849053862564	0.5898823886087141	0.6306002676477844	0	1.1556392787634673	0.8429833710982018
digestive tract development	0.7499261928990644	0	0.7097031525302566	0.7096365255446079	0.9336040009376266	0.27216099059155924	0	0.3839685768581752	0.18524805612861012	0	0	0.30127735305227854	0	0.1846412050938205	0	0	0	0.8100391299929001	0	0.2283450097954474	0.9299879640739278	0	0.4294531749641813	0.5755844684864806	0.21332774854028713	0.6301955913430461	0.6730433124642458	0	1.1201029634251072	0.7806784822869195
