organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TIME_POINT	SAMPLE_CONDITION	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	library_source	library_strategy	cell.type.ch1	tissue.ch1	time.ch1
Homo sapiens	GSE112482	GSM3071027	healthy control without treatment	Sample_905_ILC2_uninf	primary_sample	ILC2	lung		lung_ILC2	lung	donor_id: 905	cell type: ILC2	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC2		
Homo sapiens	GSE112482	GSM3071028	disease without treatment	Sample_905_ILC3neg_Mtb	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 905	cell type: ILC3neg	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071029	healthy control without treatment	Sample_905_ILC3neg_uninf	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 905	cell type: ILC3neg	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071030	disease without treatment	Sample_905_ILC3pos_Mtb	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 905	cell type: ILC3pos	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071031	healthy control without treatment	Sample_905_ILC3pos_uninf	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 905	cell type: ILC3pos	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071032	disease without treatment	Sample_905_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 905	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071033	healthy control without treatment	Sample_905_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 905	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071034	disease without treatment	Sample_905_susp_Mtb	primary_sample	susp	lung		lung_susp	lung	donor_id: 905	cell type: susp	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112482	GSM3071035	healthy control without treatment	Sample_905_susp_uninf	primary_sample	susp	lung		lung_susp	lung	donor_id: 905	cell type: susp	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112482	GSM3071036	disease without treatment	Sample_923_ILC1_Mtb	primary_sample	ILC1	lung		lung_ILC1	lung	donor_id: 923	cell type: ILC1	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC1		
Homo sapiens	GSE112482	GSM3071037	healthy control without treatment	Sample_923_ILC1_uninf	primary_sample	ILC1	lung		lung_ILC1	lung	donor_id: 923	cell type: ILC1	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC1		
Homo sapiens	GSE112482	GSM3071038	disease without treatment	Sample_923_ILC2_Mtb	primary_sample	ILC2	lung		lung_ILC2	lung	donor_id: 923	cell type: ILC2	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC2		
Homo sapiens	GSE112482	GSM3071039	healthy control without treatment	Sample_923_ILC2_uninf	primary_sample	ILC2	lung		lung_ILC2	lung	donor_id: 923	cell type: ILC2	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC2		
Homo sapiens	GSE112482	GSM3071040	disease without treatment	Sample_923_ILC3neg_Mtb	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 923	cell type: ILC3neg	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071041	healthy control without treatment	Sample_923_ILC3neg_uninf	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 923	cell type: ILC3neg	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071042	disease without treatment	Sample_923_ILC3pos_Mtb	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 923	cell type: ILC3pos	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071043	healthy control without treatment	Sample_923_ILC3pos_uninf	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 923	cell type: ILC3pos	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071044	disease without treatment	Sample_923_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 923	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071045	healthy control without treatment	Sample_923_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 923	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071046	disease without treatment	Sample_923_susp_Mtb	primary_sample	susp	lung		lung_susp	lung	donor_id: 923	cell type: susp	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112482	GSM3071047	healthy control without treatment	Sample_923_susp_uninf	primary_sample	susp	lung		lung_susp	lung	donor_id: 923	cell type: susp	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112482	GSM3071048	disease without treatment	Sample_944_ILC1_Mtb	primary_sample	ILC1	lung		lung_ILC1	lung	donor_id: 944	cell type: ILC1	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC1		
Homo sapiens	GSE112482	GSM3071049	healthy control without treatment	Sample_944_ILC1_uninf	primary_sample	ILC1	lung		lung_ILC1	lung	donor_id: 944	cell type: ILC1	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC1		
Homo sapiens	GSE112482	GSM3071050	disease without treatment	Sample_944_ILC2_Mtb	primary_sample	ILC2	lung		lung_ILC2	lung	donor_id: 944	cell type: ILC2	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC2		
Homo sapiens	GSE112482	GSM3071051	healthy control without treatment	Sample_944_ILC2_uninf	primary_sample	ILC2	lung		lung_ILC2	lung	donor_id: 944	cell type: ILC2	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC2		
Homo sapiens	GSE112482	GSM3071052	disease without treatment	Sample_944_ILC3neg_Mtb	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 944	cell type: ILC3neg	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071053	healthy control without treatment	Sample_944_ILC3neg_uninf	primary_sample	ILC3neg	lung		lung_ILC3neg	lung	donor_id: 944	cell type: ILC3neg	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3neg		
Homo sapiens	GSE112482	GSM3071054	disease without treatment	Sample_944_ILC3pos_Mtb	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 944	cell type: ILC3pos	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071055	healthy control without treatment	Sample_944_ILC3pos_uninf	primary_sample	ILC3pos	lung		lung_ILC3pos	lung	donor_id: 944	cell type: ILC3pos	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	ILC3pos		
Homo sapiens	GSE112482	GSM3071056	disease without treatment	Sample_944_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 944	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071057	healthy control without treatment	Sample_944_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 944	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112482	GSM3071058	disease without treatment	Sample_944_susp_Mtb	primary_sample	susp	lung		lung_susp	lung	donor_id: 944	cell type: susp	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112482	GSM3071059	healthy control without treatment	Sample_944_susp_uninf	primary_sample	susp	lung		lung_susp	lung	donor_id: 944	cell type: susp	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	susp		
Homo sapiens	GSE112483	GSM3071060	disease without treatment	Sample_772_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 772	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071061	healthy control without treatment	Sample_772_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 772	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071062	disease without treatment	Sample_772_endo_Mtb	primary_sample	endo	lung		lung_endo	lung	donor_id: 772	cell type: endo	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071063	healthy control without treatment	Sample_772_endo_uninf	primary_sample	endo	lung		lung_endo	lung	donor_id: 772	cell type: endo	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071064	disease without treatment	Sample_772_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 772	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071065	healthy control without treatment	Sample_772_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 772	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071066	disease without treatment	Sample_772_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 772	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071067	healthy control without treatment	Sample_772_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 772	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071068	disease without treatment	Sample_772_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 772	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071069	healthy control without treatment	Sample_772_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 772	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071070	disease without treatment	Sample_772_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 772	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071071	healthy control without treatment	Sample_772_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 772	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071072	disease without treatment	Sample_795_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 795	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071073	healthy control without treatment	Sample_795_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 795	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071074	disease without treatment	Sample_795_endo_Mtb	primary_sample	endo	lung		lung_endo	lung	donor_id: 795	cell type: endo	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071075	healthy control without treatment	Sample_795_endo_uninf	primary_sample	endo	lung		lung_endo	lung	donor_id: 795	cell type: endo	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071076	disease without treatment	Sample_795_epi_Mtb	primary_sample	epi	lung		lung_epi	lung	donor_id: 795	cell type: epi	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071077	healthy control without treatment	Sample_795_epi_uninf	primary_sample	epi	lung		lung_epi	lung	donor_id: 795	cell type: epi	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071078	disease without treatment	Sample_795_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 795	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071079	healthy control without treatment	Sample_795_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 795	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071080	disease without treatment	Sample_795_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 795	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071081	healthy control without treatment	Sample_795_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 795	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071082	disease without treatment	Sample_795_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 795	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071083	healthy control without treatment	Sample_795_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 795	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071084	disease without treatment	Sample_796_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 796	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071085	healthy control without treatment	Sample_796_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 796	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071086	disease without treatment	Sample_796_endo_Mtb	primary_sample	endo	lung		lung_endo	lung	donor_id: 796	cell type: endo	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071087	healthy control without treatment	Sample_796_endo_uninf	primary_sample	endo	lung		lung_endo	lung	donor_id: 796	cell type: endo	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071088	disease without treatment	Sample_796_epi_Mtb	primary_sample	epi	lung		lung_epi	lung	donor_id: 796	cell type: epi	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071089	healthy control without treatment	Sample_796_epi_uninf	primary_sample	epi	lung		lung_epi	lung	donor_id: 796	cell type: epi	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071090	disease without treatment	Sample_796_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 796	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071091	healthy control without treatment	Sample_796_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 796	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071092	disease without treatment	Sample_796_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 796	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071093	healthy control without treatment	Sample_796_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 796	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071094	disease without treatment	Sample_796_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 796	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071095	healthy control without treatment	Sample_796_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 796	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071096	disease without treatment	Sample_797_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 797	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071097	healthy control without treatment	Sample_797_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 797	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071098	disease without treatment	Sample_797_endo_Mtb	primary_sample	endo	lung		lung_endo	lung	donor_id: 797	cell type: endo	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071099	healthy control without treatment	Sample_797_endo_uninf	primary_sample	endo	lung		lung_endo	lung	donor_id: 797	cell type: endo	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071100	disease without treatment	Sample_797_epi_Mtb	primary_sample	epi	lung		lung_epi	lung	donor_id: 797	cell type: epi	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071101	healthy control without treatment	Sample_797_epi_uninf	primary_sample	epi	lung		lung_epi	lung	donor_id: 797	cell type: epi	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071102	disease without treatment	Sample_797_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 797	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071103	healthy control without treatment	Sample_797_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 797	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071104	disease without treatment	Sample_797_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 797	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071105	healthy control without treatment	Sample_797_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 797	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071106	disease without treatment	Sample_797_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 797	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071107	healthy control without treatment	Sample_797_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 797	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071108	disease without treatment	Sample_797_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 797	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071109	healthy control without treatment	Sample_797_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 797	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071110	disease without treatment	Sample_800_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 800	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071111	healthy control without treatment	Sample_800_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 800	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071112	disease without treatment	Sample_800_epi_Mtb	primary_sample	epi	lung		lung_epi	lung	donor_id: 800	cell type: epi	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071113	healthy control without treatment	Sample_800_epi_uninf	primary_sample	epi	lung		lung_epi	lung	donor_id: 800	cell type: epi	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071114	disease without treatment	Sample_800_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 800	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071115	healthy control without treatment	Sample_800_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 800	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071116	healthy control without treatment	Sample_800_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 800	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071117	disease without treatment	Sample_800_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 800	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071118	healthy control without treatment	Sample_800_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 800	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071119	disease without treatment	Sample_800_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 800	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071120	healthy control without treatment	Sample_800_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 800	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071121	disease without treatment	Sample_800_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 800	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071122	healthy control without treatment	Sample_802_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 802	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071123	disease without treatment	Sample_802_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 802	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071124	healthy control without treatment	Sample_802_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 802	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071125	disease without treatment	Sample_802_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 802	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071126	healthy control without treatment	Sample_802_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 802	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071127	disease without treatment	Sample_802_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 802	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071128	healthy control without treatment	Sample_802_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 802	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071129	disease without treatment	Sample_802_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 802	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071130	healthy control without treatment	Sample_803_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 803	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071131	disease without treatment	Sample_803_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 803	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071132	healthy control without treatment	Sample_803_endo_Mtb	primary_sample	endo	lung		lung_endo	lung	donor_id: 803	cell type: endo	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071133	disease without treatment	Sample_803_endo_uninf	primary_sample	endo	lung		lung_endo	lung	donor_id: 803	cell type: endo	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	endo		
Homo sapiens	GSE112483	GSM3071134	healthy control without treatment	Sample_803_epi_Mtb	primary_sample	epi	lung		lung_epi	lung	donor_id: 803	cell type: epi	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071135	disease without treatment	Sample_803_epi_uninf	primary_sample	epi	lung		lung_epi	lung	donor_id: 803	cell type: epi	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	epi		
Homo sapiens	GSE112483	GSM3071136	healthy control without treatment	Sample_803_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 803	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071137	disease without treatment	Sample_803_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 803	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071138	healthy control without treatment	Sample_803_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 803	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071139	disease without treatment	Sample_803_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 803	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071140	healthy control without treatment	Sample_803_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 803	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071141	disease without treatment	Sample_803_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 803	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
